,Player,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - FK,Standard - PK,Standard - PKatt,Expected - xG,Expected - npxG,Expected - npxG/Sh,Expected - G-xG,Expected - np:G-xG
732,Luis Diaz,10.6,4,38,13,34.2,3.57,1.22,0.11,0.31,16.7,0,0,0,3.6,3.6,0.09,+0.4,+0.4
733,Victor Diaz,16.7,1,13,2,15.4,0.78,0.12,0.08,0.50,22.3,0,0,0,0.8,0.8,0.06,+0.2,+0.2
734,Daniel Didavi,3.1,0,7,3,42.9,2.27,0.97,0.00,0.00,17.2,1,0,0,0.8,0.8,0.11,-0.8,-0.8
735,Bamba Dieng,10.8,7,36,18,50.0,3.32,1.66,0.17,0.33,11.9,0,1,1,7.8,7.1,0.20,-0.8,-1.1
736,Eric Dier,34.1,0,13,4,30.8,0.38,0.12,0.00,0.00,14.4,4,0,0,1.2,1.2,0.09,-1.2,-1.2
738,Lucas Digne,14.1,0,9,2,22.2,0.64,0.14,0.00,0.00,18.0,1,0,0,0.5,0.5,0.06,-0.5,-0.5
739,Lucas Digne,13.0,0,9,1,11.1,0.69,0.08,0.00,0.00,22.9,3,0,0,0.3,0.3,0.04,-0.3,-0.3
741,Javairo Dilrosun,19.2,2,40,10,25.0,2.08,0.52,0.05,0.20,22.4,5,0,0,2.6,2.6,0.07,-0.6,-0.6
743,Federico Dimarco,15.9,2,38,18,47.4,2.39,1.13,0.05,0.11,20.1,3,0,1,3.5,2.7,0.07,-1.5,-0.7
746,Junior Dina Ebimbe,3.5,0,4,1,25.0,1.14,0.28,0.00,0.00,25.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
747,Tristan Dingome,12.0,2,20,4,20.0,1.67,0.33,0.10,0.50,22.8,1,0,0,0.8,0.8,0.04,+1.2,+1.2
749,Issa Diop,10.7,0,2,2,100.0,0.19,0.19,0.00,0.00,9.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
750,Sofiane Diop,21.6,6,37,13,35.1,1.71,0.60,0.16,0.46,17.2,2,0,0,5.6,5.6,0.15,+0.4,+0.4
754,Axel Disasi,30.2,1,20,2,10.0,0.66,0.07,0.05,0.50,10.9,0,0,0,2.1,2.1,0.11,-1.1,-1.1
757,Tiago Djalo,25.9,1,12,5,41.7,0.46,0.19,0.08,0.20,12.6,0,0,0,1.4,1.4,0.12,-0.4,-0.4
758,Djene,34.6,0,4,1,25.0,0.12,0.03,0.00,0.00,19.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1
759,Moussa Djenepo,5.1,0,11,1,9.1,2.17,0.20,0.00,0.00,16.3,0,0,0,1.5,1.5,0.13,-1.5,-1.5
760,Koffi Djidji,19.3,0,10,3,30.0,0.52,0.16,0.00,0.00,17.8,0,0,0,0.6,0.6,0.06,-0.6,-0.6
761,Alexander Djiku,29.9,1,15,7,46.7,0.50,0.23,0.07,0.14,11.3,0,0,0,2.1,2.1,0.14,-1.1,-1.1
763,Berat Djimsiti,25.1,1,18,3,16.7,0.72,0.12,0.06,0.33,13.6,0,0,0,1.9,1.9,0.10,-0.9,-0.9
765,Nais Djouahra,2.4,0,5,2,40.0,2.05,0.82,0.00,0.00,18.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3
768,Matt Doherty,9.7,2,16,6,37.5,1.65,0.62,0.13,0.33,14.1,0,0,0,2.5,2.5,0.16,-0.5,-0.5
769,Jeremy Doku,5.2,1,5,2,40.0,0.96,0.38,0.20,0.50,15.1,0,0,0,0.7,0.7,0.14,+0.3,+0.3
770,Kasper Dolberg,16.6,6,38,13,34.2,2.29,0.78,0.11,0.31,16.2,0,2,2,6.4,4.8,0.13,-0.4,-0.8
772,Brandon Domingues,2.6,1,4,2,50.0,1.56,0.78,0.25,0.50,19.6,0,0,0,0.7,0.7,0.17,+0.3,+0.3
775,Nicolas Dominguez,22.4,0,21,3,14.3,0.94,0.13,0.00,0.00,16.3,0,0,0,1.2,1.2,0.06,-1.2,-1.2
776,John Donald,2.0,0,2,1,50.0,1.00,0.50,0.00,0.00,12.1,0,0,0,0.5,0.5,0.26,-0.5,-0.5
777,Lee Dongjun,1.3,0,3,1,33.3,2.29,0.76,0.00,0.00,12.9,0,0,0,0.3,0.3,0.08,-0.3,-0.3
781,Niklas Dorsch,25.8,1,12,1,8.3,0.46,0.04,0.08,1.00,29.4,0,0,0,0.2,0.2,0.02,+0.8,+0.8
782,Gabriel Dos Santos,34.0,5,29,12,41.4,0.85,0.35,0.17,0.42,11.2,0,0,0,3.2,3.2,0.11,+1.8,+1.8
783,Jodel Dossou,22.3,3,52,17,32.7,2.33,0.76,0.06,0.18,17.1,0,0,0,5.0,5.0,0.10,-2.0,-2.0
785,Abdoulaye Doucoure,28.2,2,34,11,32.4,1.21,0.39,0.06,0.18,17.9,0,0,0,2.2,2.2,0.06,-0.2,-0.2
786,Cheick Doucoure,32.7,1,31,11,35.5,0.95,0.34,0.03,0.09,22.9,0,0,0,1.6,1.6,0.05,-0.6,-0.6
789,Kamory Doumbia,3.9,2,4,2,50.0,1.02,0.51,0.50,1.00,17.0,0,0,0,0.6,0.6,0.16,+1.4,+1.4
790,Moussa Doumbia,1.0,0,3,2,66.7,3.14,2.09,0.00,0.00,26.7,0,0,1,0.9,0.1,0.04,-0.9,-0.1
791,Souleyman Doumbia,24.7,0,14,3,21.4,0.57,0.12,0.00,0.00,20.6,0,0,0,0.8,0.8,0.06,-0.8,-0.8
792,Kieran Dowell,10.1,1,8,2,25.0,0.79,0.20,0.13,0.50,20.8,3,0,0,1.1,1.1,0.13,-0.1,-0.1
797,Julian Draxler,6.1,2,9,3,33.3,1.48,0.49,0.22,0.67,15.4,0,0,0,1.5,1.5,0.16,+0.5,+0.5
799,Domingos Duarte,18.7,1,6,1,16.7,0.32,0.05,0.17,1.00,9.2,0,0,0,0.9,0.9,0.16,+0.1,+0.1
800,Oscar Duarte,19.7,2,19,5,26.3,0.96,0.25,0.11,0.40,12.6,0,0,0,1.2,1.2,0.06,+0.8,+0.8
801,Ruben Duarte,29.1,0,9,3,33.3,0.31,0.10,0.00,0.00,23.8,0,0,0,0.4,0.4,0.04,-0.4,-0.4
802,Leo Dubois,19.4,0,10,1,10.0,0.52,0.05,0.00,0.00,20.8,0,0,0,0.8,0.8,0.08,-0.8,-0.8
804,Ondrej Duda,17.9,2,42,14,33.3,2.35,0.78,0.05,0.14,19.8,0,0,0,3.9,3.9,0.10,-1.9,-1.9
806,Jeremy Dudziak,12.6,2,16,4,25.0,1.27,0.32,0.13,0.50,14.3,0,0,0,2.4,2.4,0.16,-0.4,-0.4
807,Shane Duffy,16.0,1,22,5,22.7,1.38,0.31,0.05,0.20,11.3,0,0,0,1.0,1.0,0.04,0.0,0.0
809,Denzel Dumfries,22.5,5,38,17,44.7,1.69,0.75,0.13,0.29,11.3,0,0,0,5.2,5.2,0.14,-0.2,-0.2
811,Alfred Duncan,21.5,2,11,3,27.3,0.51,0.14,0.18,0.67,18.5,0,0,0,0.9,0.9,0.08,+1.1,+1.1
812,Lewis Dunk,28.6,1,19,7,36.8,0.66,0.24,0.05,0.14,10.8,0,0,0,1.3,1.3,0.07,-0.3,-0.3
814,Hugo Duro,0.1,0,2,1,50.0,15.00,7.50,0.00,0.00,16.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1
815,Hugo Duro,20.4,7,31,15,48.4,1.52,0.74,0.23,0.47,11.7,0,0,0,3.5,3.5,0.11,+3.5,+3.5
816,Jean-Kevin Duverne,33.4,1,12,3,25.0,0.36,0.09,0.08,0.33,17.1,0,0,0,1.0,1.0,0.08,0.0,0.0
817,Paulo Dybala,22.9,10,97,36,37.1,4.24,1.57,0.09,0.25,23.0,10,1,2,7.6,6.0,0.06,+2.4,+3.0
818,Edin Dzeko,27.4,13,87,37,42.5,3.17,1.35,0.15,0.35,11.2,0,0,0,14.8,14.8,0.17,-1.8,-1.8
820,Tyronne Ebuehi,12.6,0,7,1,14.3,0.55,0.08,0.00,0.00,14.1,0,0,0,0.6,0.6,0.08,-0.6,-0.6
822,Ederson,12.7,2,21,9,42.9,1.65,0.71,0.10,0.22,18.9,0,0,0,2.0,2.0,0.10,0.0,0.0
823,Odsonne Edouard,17.4,6,39,17,43.6,2.24,0.98,0.13,0.29,13.3,0,1,1,6.4,5.6,0.14,-0.4,-0.6
825,Maximilian Eggestein,24.4,1,23,6,26.1,0.94,0.25,0.04,0.17,21.8,0,0,0,1.1,1.1,0.05,-0.1,-0.1
829,Albin Ekdal,18.2,1,14,2,14.3,0.77,0.11,0.07,0.50,15.2,0,0,0,0.9,0.9,0.06,+0.1,+0.1
830,Hugo Ekitike,14.1,10,29,16,55.2,2.05,1.13,0.31,0.56,14.4,0,1,2,6.5,4.8,0.18,+3.5,+4.2
832,Jurgen Ekkelenkamp,8.0,3,14,4,28.6,1.75,0.50,0.21,0.75,14.6,0,0,0,1.5,1.5,0.11,+1.5,+1.5
833,Caleb Ekuban,19.1,1,38,7,18.4,1.99,0.37,0.03,0.14,14.7,0,0,0,3.5,3.5,0.09,-2.5,-2.5
834,Anthony Elanga,13.5,2,21,7,33.3,1.56,0.52,0.10,0.29,15.7,0,0,0,2.6,2.6,0.12,-0.6,-0.6
835,Alberth Elis,15.7,9,30,11,36.7,1.92,0.70,0.30,0.82,13.9,0,0,1,6.5,5.7,0.19,+2.5,+3.3
836,Harvey Elliott,3.8,0,10,1,10.0,2.60,0.26,0.00,0.00,18.5,0,0,0,0.8,0.8,0.08,-0.8,-0.8
837,Elif Elmas,18.0,3,33,11,33.3,1.83,0.61,0.09,0.27,18.3,0,0,0,2.3,2.3,0.07,+0.7,+0.7
838,Mohamed Elneny,9.0,0,8,2,25.0,0.89,0.22,0.00,0.00,26.9,0,0,0,0.2,0.2,0.02,-0.2,-0.2
839,Aritz Elustondo,23.4,4,14,7,50.0,0.60,0.30,0.29,0.57,13.7,0,0,0,1.6,1.6,0.12,+2.4,+2.4
840,Nico Elvedi,27.0,1,13,1,7.7,0.48,0.04,0.08,1.00,10.0,0,0,0,1.1,1.1,0.09,-0.1,-0.1
841,Mohamed Elyounoussi,22.7,4,43,17,39.5,1.90,0.75,0.09,0.24,14.7,0,0,0,5.5,5.5,0.14,-1.5,-1.5
842,Adri Embarba,22.1,0,49,16,32.7,2.22,0.73,0.00,0.00,23.1,15,0,0,2.8,2.8,0.06,-2.8,-2.8
843,Breel Embolo,24.1,9,48,23,47.9,1.99,0.96,0.19,0.39,13.7,0,0,0,8.4,8.4,0.19,-0.4,-0.4
844,Emerson,25.4,1,15,4,26.7,0.59,0.16,0.07,0.25,14.6,0,0,0,1.5,1.5,0.10,-0.5,-0.5
847,Youssef En-Nesyri,14.2,5,36,13,36.1,2.54,0.92,0.11,0.31,11.9,0,1,1,6.4,5.6,0.15,-1.4,-1.6
848,Keita Endo,0.6,0,2,1,50.0,3.27,1.64,0.00,0.00,17.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1
849,Wataru Endo,32.2,4,45,16,35.6,1.40,0.50,0.09,0.25,16.3,0,0,0,5.0,4.8,0.11,-1.0,-0.8
850,Christian Eriksen,10.4,1,22,8,36.4,2.11,0.77,0.05,0.13,24.6,5,0,0,1.3,1.3,0.06,-0.3,-0.3
851,Martin Erlic,28.6,2,15,3,20.0,0.52,0.10,0.13,0.67,10.1,0,0,0,3.0,3.0,0.20,-1.0,-1.0
853,Gonzalo Escalante,14.4,5,16,9,56.3,1.11,0.62,0.31,0.56,12.2,0,0,0,3.2,3.2,0.20,+1.8,+1.8
855,Sergio Escudero,15.9,2,21,4,19.0,1.32,0.25,0.10,0.50,27.1,4,0,0,1.1,1.1,0.05,+0.9,+0.9
856,Alfonso Espino,37.0,2,27,7,25.9,0.73,0.19,0.07,0.29,20.7,0,0,0,1.7,1.5,0.06,+0.3,+0.5
860,Maxime Esteve,20.6,0,5,1,20.0,0.24,0.05,0.00,0.00,7.5,0,0,0,0.9,0.9,0.18,-0.9,-0.9
861,Pervis Estupinan,17.5,0,14,4,28.6,0.80,0.23,0.00,0.00,19.1,0,0,0,0.8,0.8,0.05,-0.8,-0.8
863,Jonny Evans,15.0,1,3,2,66.7,0.20,0.13,0.33,0.50,5.6,0,0,0,0.6,0.6,0.20,+0.4,+0.4
864,Eberechi Eze,6.7,1,10,1,10.0,1.49,0.15,0.10,1.00,20.8,1,0,0,0.4,0.4,0.04,+0.6,+0.6
865,Abdessamad Ezzalzouli,6.4,1,16,4,25.0,2.48,0.62,0.06,0.25,16.5,0,0,0,1.3,1.3,0.08,-0.3,-0.3
867,Fabinho,25.7,5,19,7,36.8,0.74,0.27,0.16,0.43,19.9,2,2,2,3.9,2.4,0.14,+1.1,+0.6
868,Fabio,18.5,0,11,1,9.1,0.59,0.05,0.00,0.00,17.7,0,0,0,1.0,1.0,0.09,-1.0,-1.0
870,Wout Faes,37.0,4,22,9,40.9,0.59,0.24,0.18,0.44,13.6,0,0,0,2.1,2.1,0.10,+1.9,+1.9
871,Wahid Faghir,1.4,1,5,1,20.0,3.66,0.73,0.20,1.00,17.3,0,0,0,0.4,0.4,0.07,+0.6,+0.6
872,Romain Faivre,9.9,3,20,6,30.0,2.02,0.61,0.15,0.50,18.4,1,0,0,1.8,1.8,0.09,+1.2,+1.2
873,Romain Faivre,19.9,7,32,12,37.5,1.60,0.60,0.06,0.17,23.1,5,5,5,6.5,2.5,0.08,+0.5,-0.5
874,Radamel Falcao,9.3,6,33,15,45.5,3.54,1.61,0.18,0.40,13.4,2,0,0,4.9,4.9,0.15,+1.1,+1.1
878,Paolo Farago,0.2,0,2,1,50.0,11.25,5.63,0.00,0.00,13.6,0,0,0,0.4,0.4,0.22,-0.4,-0.4
880,Davide Faraoni,28.6,4,30,9,30.0,1.05,0.31,0.13,0.44,14.1,0,0,0,3.0,3.0,0.10,+1.0,+1.0
881,Mohamed Fares,6.5,2,13,3,23.1,1.99,0.46,0.15,0.67,14.2,0,0,0,1.1,1.1,0.08,+0.9,+0.9
885,Omer Faruk Beyaz,0.8,0,3,1,33.3,3.80,1.27,0.00,0.00,20.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2
887,Ansu Fati,3.7,4,18,8,44.4,4.82,2.14,0.22,0.50,17.3,1,0,0,1.3,1.3,0.07,+2.7,+2.7
888,Julien Faussurier,5.4,0,4,3,75.0,0.74,0.55,0.00,0.00,15.4,0,0,0,0.4,0.4,0.09,-0.4,-0.4
890,Federico Fazio,15.9,1,16,3,18.8,1.00,0.19,0.06,0.33,12.5,0,0,0,1.5,1.5,0.09,-0.5,-0.5
893,Nabil Fekir,31.0,6,84,32,38.1,2.71,1.03,0.07,0.19,21.4,11,0,0,4.7,4.7,0.06,+1.3,+1.3
894,Felipe,16.7,2,11,4,36.4,0.66,0.24,0.18,0.50,9.5,0,0,0,0.7,0.7,0.07,+1.3,+1.3
895,Luiz Felipe,27.7,0,5,1,20.0,0.18,0.04,0.00,0.00,13.6,0,0,0,0.3,0.3,0.06,-0.3,-0.3
896,Joao Felix,14.0,8,39,15,38.5,2.78,1.07,0.21,0.53,14.8,1,0,0,5.7,5.7,0.15,+2.3,+2.3
898,Kiko Femenia,23.8,0,3,1,33.3,0.13,0.04,0.00,0.00,20.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
901,Bruno Fernandes,34.6,10,87,29,33.3,2.52,0.84,0.11,0.34,21.9,6,0,2,9.7,8.1,0.09,+0.3,+1.9
902,Edimilson Fernandes,3.1,0,4,2,50.0,1.27,0.64,0.00,0.00,41.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1
904,Alex Fernandez,22.8,3,19,6,31.6,0.83,0.26,0.11,0.33,20.7,0,1,2,3.0,1.5,0.08,0.0,+0.5
906,Federico Fernandez,5.8,0,6,1,16.7,1.03,0.17,0.00,0.00,10.2,0,0,0,0.4,0.4,0.07,-0.4,-0.4
907,Fernandinho,10.7,2,18,3,16.7,1.68,0.28,0.11,0.67,16.7,0,0,0,1.6,1.6,0.09,+0.4,+0.4
908,Fernando,20.6,1,6,1,16.7,0.29,0.05,0.17,1.00,18.5,0,0,0,1.0,1.0,0.17,0.0,0.0
910,Alex Ferrari,18.3,1,4,1,25.0,0.22,0.05,0.25,1.00,18.5,0,0,0,0.6,0.6,0.14,+0.4,+0.4
911,Salvador Ferrer,16.6,0,6,1,16.7,0.36,0.06,0.00,0.00,24.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
912,Jordan Ferri,32.3,0,14,2,14.3,0.43,0.06,0.00,0.00,25.8,0,0,0,0.3,0.3,0.02,-0.3,-0.3
914,Fidel,25.1,5,17,7,41.2,0.68,0.28,0.24,0.57,15.8,1,1,1,2.8,2.0,0.12,+2.2,+2.0
916,Alfred Finnbogason,3.2,2,6,4,66.7,1.85,1.23,0.33,0.50,12.8,0,0,0,1.3,1.3,0.22,+0.7,+0.7
917,Luca Fiordilino,7.3,0,3,1,33.3,0.41,0.14,0.00,0.00,19.7,0,0,0,0.2,0.2,0.07,-0.2,-0.2
919,Roberto Firmino,11.0,5,30,11,36.7,2.73,1.00,0.17,0.45,15.3,0,0,0,4.7,4.7,0.16,+0.3,+0.3
920,Junior Firpo,19.0,0,11,1,9.1,0.58,0.05,0.00,0.00,14.6,0,0,0,0.9,0.9,0.08,-0.9,-0.9
922,Ashley Fletcher,0.3,0,2,1,50.0,6.00,3.00,0.00,0.00,17.6,0,0,0,0.6,0.6,0.30,-0.6,-0.6
923,Alexis Flips,11.7,2,18,9,50.0,1.53,0.77,0.06,0.11,25.0,1,1,1,2.0,1.2,0.07,0.0,-0.2
924,Alessandro Florenzi,12.8,2,22,6,27.3,1.72,0.47,0.09,0.33,23.7,2,0,0,0.7,0.7,0.03,+1.3,+1.3
925,Phil Foden,23.6,9,57,22,38.6,2.41,0.93,0.16,0.41,14.5,0,0,0,9.4,9.4,0.17,-0.4,-0.4
927,Seko Fofana,37.3,8,97,32,33.0,2.60,0.86,0.08,0.25,21.0,0,0,0,6.4,6.4,0.07,+1.6,+1.6
928,Wesley Fofana,7.0,0,3,1,33.3,0.43,0.14,0.00,0.00,7.9,0,0,0,0.4,0.4,0.13,-0.4,-0.4
929,Youssouf Fofana,24.3,0,30,6,20.0,1.23,0.25,0.00,0.00,26.4,2,0,0,1.1,1.1,0.04,-1.1,-1.1
930,Thomas Foket,24.8,1,8,3,37.5,0.32,0.12,0.13,0.33,13.6,0,0,0,0.6,0.6,0.07,+0.4,+0.4
933,Jose Fonte,38.0,0,21,6,28.6,0.55,0.16,0.00,0.00,11.2,0,0,0,1.4,1.4,0.06,-1.4,-1.4
934,Fernando Forestieri,0.6,2,3,2,66.7,4.66,3.10,0.67,1.00,14.1,1,0,0,1.1,1.1,0.37,+0.9,+0.9
936,Pablo Fornals,31.1,6,43,11,25.6,1.38,0.35,0.14,0.55,18.7,0,0,0,4.6,4.6,0.11,+1.4,+1.4
937,Emil Forsberg,19.0,6,38,11,28.9,2.00,0.58,0.05,0.18,19.0,2,4,4,8.0,4.8,0.13,-2.0,-2.8
938,Adam Forshaw,17.0,0,14,4,28.6,0.82,0.24,0.00,0.00,25.0,1,0,0,0.5,0.5,0.03,-0.5,-0.5
941,Philipp Forster,10.7,2,29,7,24.1,2.70,0.65,0.07,0.29,17.9,1,0,0,2.8,2.8,0.09,-0.8,-0.8
942,Francesco Forte,4.7,1,11,2,18.2,2.35,0.43,0.09,0.50,10.5,0,0,0,1.0,1.0,0.09,0.0,0.0
945,Tariqe Fosu,0.2,0,1,1,100.0,5.29,5.29,0.00,0.00,17.0,0,0,0,0.0,0.0,0.04,0.0,0.0
948,Dimitri Foulquier,26.0,0,16,5,31.3,0.61,0.19,0.00,0.00,21.9,0,0,0,0.6,0.6,0.04,-0.6,-0.6
949,Juan Foyth,21.4,1,6,2,33.3,0.28,0.09,0.17,0.50,12.1,0,0,0,0.7,0.7,0.12,+0.3,+0.3
952,Przemyslaw Frankowski,27.2,6,34,13,38.2,1.25,0.48,0.18,0.46,17.9,0,0,0,2.4,2.4,0.07,+3.6,+3.6
954,Fransergio,14.0,0,14,2,14.3,1.00,0.14,0.00,0.00,21.7,1,0,0,1.3,1.3,0.09,-1.3,-1.3
955,Ryan Fraser,16.3,2,24,7,29.2,1.47,0.43,0.08,0.29,18.0,0,0,0,2.7,2.7,0.11,-0.7,-0.7
956,Davide Frattesi,31.7,4,67,20,29.9,2.11,0.63,0.06,0.20,17.3,0,0,0,5.9,5.9,0.09,-1.9,-1.9
957,Fred,22.5,4,15,9,60.0,0.67,0.40,0.27,0.44,21.3,0,0,0,1.3,1.3,0.08,+2.7,+2.7
959,Morten Frendrup,7.7,0,4,2,50.0,0.52,0.26,0.00,0.00,21.1,0,0,0,0.5,0.5,0.12,-0.5,-0.5
960,Remo Freuler,26.3,1,20,6,30.0,0.76,0.23,0.05,0.17,21.4,0,0,0,1.4,1.4,0.07,-0.4,-0.4
962,Marvin Friedrich,6.7,0,5,1,20.0,0.75,0.15,0.00,0.00,15.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3
963,Marvin Friedrich,13.0,0,14,4,28.6,1.08,0.31,0.00,0.00,13.6,0,0,0,1.1,1.1,0.08,-1.1,-1.1
964,Jeremie Frimpong,22.8,1,11,4,36.4,0.48,0.18,0.09,0.25,19.2,0,0,0,0.6,0.6,0.06,+0.4,+0.4
966,Jorge de Frutos,19.6,4,46,20,43.5,2.35,1.02,0.09,0.20,15.9,0,0,0,4.9,4.9,0.11,-0.9,-0.9
968,Chris Fuhrich,19.0,3,30,12,40.0,1.58,0.63,0.10,0.25,19.6,0,0,0,3.2,3.2,0.11,-0.2,-0.2
969,Angelo Fulgini,32.5,5,58,17,29.3,1.78,0.52,0.09,0.29,16.5,3,0,0,5.8,5.8,0.10,-0.8,-0.8
973,Manolo Gabbiadini,12.7,6,44,20,45.5,3.47,1.58,0.14,0.30,19.3,3,0,0,3.9,3.9,0.09,+2.1,+2.1
977,Roberto Gagliardini,7.2,2,8,4,50.0,1.11,0.55,0.25,0.50,17.7,0,0,0,0.9,0.9,0.12,+1.1,+1.1
978,Riccardo Gagliolo,12.6,0,8,1,12.5,0.63,0.08,0.00,0.00,18.4,0,0,0,0.5,0.5,0.06,-0.5,-0.5
979,Javi Galan,36.6,0,19,5,26.3,0.52,0.14,0.00,0.00,27.7,1,0,0,0.5,0.4,0.02,-0.5,-0.4
980,Inigo Ruiz de Galarreta,15.3,0,8,3,37.5,0.52,0.20,0.00,0.00,22.6,0,0,0,0.4,0.4,0.05,-0.4,-0.4
982,Pablo Galdames Millan,11.4,0,12,3,25.0,1.05,0.26,0.00,0.00,23.7,0,0,0,0.5,0.5,0.04,-0.5,-0.5
983,Thiago Galhardo,12.8,2,30,16,53.3,2.35,1.25,0.07,0.13,12.5,0,0,0,3.4,3.4,0.11,-1.4,-1.4
984,Conor Gallagher,31.6,8,52,22,42.3,1.64,0.70,0.15,0.36,17.5,4,0,0,6.3,6.3,0.12,+1.7,+1.7
986,Cristian Gamboa,19.1,1,5,1,20.0,0.26,0.05,0.20,1.00,27.3,0,0,0,0.1,0.1,0.02,+0.9,+0.9
988,Kevin Gameiro,26.5,11,65,25,38.5,2.45,0.94,0.15,0.40,14.2,0,1,3,13.3,10.9,0.17,-2.3,-0.9
989,Idrissa Gana Gueye,18.2,3,24,7,29.2,1.32,0.38,0.13,0.43,23.6,0,0,0,1.4,1.4,0.06,+1.6,+1.6
990,Ignatius Ganago,11.4,5,31,10,32.3,2.72,0.88,0.16,0.50,13.2,0,0,0,4.2,4.2,0.14,+0.8,+0.8
991,Silvere Ganvoula M'Boussy,1.7,0,3,1,33.3,1.76,0.59,0.00,0.00,8.1,0,0,0,0.8,0.8,0.26,-0.8,-0.8
992,Alvaro Garcia,33.3,7,68,23,33.8,2.04,0.69,0.10,0.30,17.0,0,0,0,5.3,5.3,0.08,+1.7,+1.7
993,Dani Garcia,24.2,0,12,2,16.7,0.50,0.08,0.00,0.00,20.6,0,0,0,0.6,0.6,0.05,-0.6,-0.6
994,David Garcia,34.5,4,31,4,12.9,0.90,0.12,0.13,1.00,12.8,0,0,0,1.2,1.2,0.04,+2.8,+2.8
995,Eric Garcia,22.7,0,6,4,66.7,0.26,0.18,0.00,0.00,24.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2
996,Fran Garcia,33.6,1,25,8,32.0,0.74,0.24,0.04,0.13,23.6,0,0,0,0.9,0.9,0.04,+0.1,+0.1
998,Manu Garcia,12.0,0,8,1,12.5,0.67,0.08,0.00,0.00,22.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3
999,Raul Garcia,20.0,6,43,12,27.9,2.15,0.60,0.14,0.50,17.0,0,0,1,6.1,5.3,0.12,-0.1,+0.7
1000,Ruben Garcia,26.4,1,31,10,32.3,1.17,0.38,0.03,0.10,22.7,4,0,2,3.1,1.6,0.05,-2.1,-0.6
1004,Mario Gaspar,6.9,0,4,1,25.0,0.58,0.14,0.00,0.00,17.5,0,0,0,0.3,0.3,0.08,-0.3,-0.3
1006,Johan Gastien,30.5,0,24,7,29.2,0.79,0.23,0.00,0.00,23.5,1,0,0,0.8,0.8,0.03,-0.8,-0.8
1007,Gavi,25.7,2,30,8,26.7,1.17,0.31,0.07,0.25,15.3,0,0,0,3.6,3.6,0.12,-1.6,-1.6
1011,Linus Gechter,8.0,1,5,1,20.0,0.63,0.13,0.20,1.00,9.6,0,0,0,0.5,0.5,0.11,+0.5,+0.5
1012,Dennis Geiger,15.3,2,14,2,14.3,0.92,0.13,0.14,1.00,20.4,0,0,0,0.9,0.9,0.07,+1.1,+1.1
1014,Joe Gelhardt,8.3,2,23,9,39.1,2.77,1.09,0.09,0.22,15.4,0,0,0,3.0,3.0,0.13,-1.0,-1.0
1016,Yannick Gerhardt,17.5,1,14,3,21.4,0.80,0.17,0.07,0.33,15.6,0,0,0,2.2,2.2,0.16,-1.2,-1.2
1017,Valere Germain,21.9,4,32,16,50.0,1.46,0.73,0.13,0.25,12.5,0,0,0,4.4,4.4,0.14,-0.4,-0.4
1018,Gerson,28.3,9,45,18,40.0,1.59,0.64,0.20,0.50,17.2,0,0,0,4.9,4.9,0.11,+4.1,+4.1
1019,Willem Geubbels,6.0,2,12,3,25.0,1.99,0.50,0.17,0.67,17.0,0,0,0,1.8,1.8,0.15,+0.2,+0.2
1020,Hamadi Al Ghaddioui,5.5,2,12,4,33.3,2.17,0.72,0.17,0.50,11.3,0,0,0,1.7,1.7,0.14,+0.3,+0.3
1022,Anwar El Ghazi,4.3,1,7,2,28.6,1.63,0.47,0.00,0.00,22.3,0,1,1,1.1,0.3,0.04,-0.1,-0.3
1025,Paolo Ghiglione,6.7,0,8,4,50.0,1.19,0.60,0.00,0.00,18.6,0,0,0,0.6,0.6,0.07,-0.6,-0.6
1026,Saman Ghoddos,6.0,1,8,3,37.5,1.34,0.50,0.13,0.33,20.4,1,0,0,0.5,0.5,0.06,+0.5,+0.5
1027,Faouzi Ghoulam,3.7,0,3,1,33.3,0.81,0.27,0.00,0.00,28.2,2,0,0,0.1,0.1,0.04,-0.1,-0.1
1028,Dimitris Giannoulis,13.0,0,2,1,50.0,0.15,0.08,0.00,0.00,16.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1
1030,Ben Gibson,27.7,0,8,4,50.0,0.29,0.14,0.00,0.00,10.6,0,0,0,1.4,1.4,0.17,-1.4,-1.4
1031,Niko Giesselmann,23.1,3,27,12,44.4,1.17,0.52,0.11,0.25,15.3,0,0,0,3.4,3.4,0.13,-0.4,-0.4
1033,Bryan Gil,1.0,0,1,1,100.0,0.96,0.96,0.00,0.00,15.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1
