Player,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK,Expected - xG,Expected - npxG,Expected - xAG,Expected - npxG+xAG,Per 90 Minutes - xG,Per 90 Minutes - xAG,Per 90 Minutes - xG+xAG,Per 90 Minutes - npxG,Per 90 Minutes - npxG+xAG,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - FK,Standard - PK,Standard - PKatt,Expected - xG,Expected - npxG,Expected - npxG/Sh,Expected - G-xG,Expected - np:G-xG
Mike Maignan,1395,FRA,GK,Milan,Serie A,27.0,1995.0,7.0,7.0,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1395,FRA,GK,Milan,Serie A,27.0,1995.0,7.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Linton Maina,1396,DEU,"FW,MF",Köln,Bundesliga,23.0,1999.0,13.0,8.0,718.0,8.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.13,0.38,0.5,0.13,0.5,2.2,2.2,1.5,3.7,0.28,0.19,0.47,0.28,0.47,1396,DEU,"FW,MF",Köln,Bundesliga,23.0,1999.0,8.0,1.0,17.0,7.0,41.2,2.13,0.88,0.06,0.14,15.5,0.0,0.0,0.0,2.2,2.2,0.13,-1.2,-1.2
Ainsley Maitland-Niles,1397,GBR,"MF,DF",Southampton,Premier League,25.0,1997.0,6.0,4.0,380.0,4.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.03,0.03,0.0,0.03,1397,GBR,"MF,DF",Southampton,Premier League,25.0,1997.0,4.2,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Lovro Majer,1398,HRV,"MF,FW",Rennes,Ligue 1,24.0,1998.0,12.0,5.0,493.0,5.5,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.18,0.37,0.55,0.0,0.37,1.4,0.7,1.3,2.0,0.26,0.24,0.51,0.12,0.36,1398,HRV,"MF,FW",Rennes,Ligue 1,24.0,1998.0,5.5,1.0,10.0,0.0,0.0,1.83,0.0,0.0,,23.2,2.0,1.0,1.0,1.4,0.7,0.07,-0.4,-0.7
Jean-Victor Makengo,1399,FRA,MF,Udinese,Serie A,24.0,1998.0,12.0,9.0,638.0,7.1,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.14,0.14,0.0,0.14,0.3,0.3,0.5,0.8,0.05,0.07,0.11,0.05,0.11,1399,FRA,MF,Udinese,Serie A,24.0,1998.0,7.1,0.0,6.0,0.0,0.0,0.85,0.0,0.0,,21.4,0.0,0.0,0.0,0.3,0.3,0.05,-0.3,-0.3
Béni Makouana,1400,COG,"FW,MF",Montpellier,Ligue 1,20.0,2002.0,5.0,0.0,105.0,1.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.5,0.37,0.02,0.39,0.37,0.39,1400,COG,"FW,MF",Montpellier,Ligue 1,20.0,2002.0,1.2,0.0,4.0,0.0,0.0,3.43,0.0,0.0,,16.3,0.0,0.0,0.0,0.4,0.4,0.11,-0.4,-0.4
Nemanja Maksimović,1401,SRB,MF,Getafe,La Liga,27.0,1995.0,12.0,10.0,711.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.4,0.03,0.02,0.05,0.03,0.05,1401,SRB,MF,Getafe,La Liga,27.0,1995.0,7.9,0.0,4.0,1.0,25.0,0.51,0.13,0.0,0.0,18.8,0.0,0.0,0.0,0.2,0.2,0.06,-0.2,-0.2
Tyrell Malacia,1402,NLD,DF,Manchester Utd,Premier League,23.0,1999.0,8.0,5.0,477.0,5.3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,1402,NLD,DF,Manchester Utd,Premier League,23.0,1999.0,5.3,0.0,1.0,0.0,0.0,0.19,0.0,0.0,,25.7,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
Daniel Maldini,1404,ITA,"FW,MF",Spezia,Serie A,21.0,2001.0,5.0,1.0,165.0,1.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.55,0.0,0.55,0.55,0.55,0.5,0.5,0.0,0.5,0.3,0.0,0.3,0.3,0.3,1404,ITA,"FW,MF",Spezia,Serie A,21.0,2001.0,1.8,1.0,4.0,3.0,75.0,2.18,1.64,0.25,0.33,16.3,0.0,0.0,0.0,0.5,0.5,0.14,0.5,0.5
Youssef Maleh,1405,ITA,MF,Fiorentina,Serie A,24.0,1998.0,7.0,4.0,297.0,3.3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,1.2,0.17,0.2,0.36,0.17,0.36,1405,ITA,MF,Fiorentina,Serie A,24.0,1998.0,3.3,0.0,7.0,0.0,0.0,2.12,0.0,0.0,,15.9,0.0,0.0,0.0,0.6,0.6,0.08,-0.6,-0.6
Donyell Malen,1406,NLD,FW,Dortmund,Bundesliga,23.0,1999.0,9.0,8.0,601.0,6.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,1.5,1.5,1.6,3.1,0.22,0.25,0.47,0.22,0.47,1406,NLD,FW,Dortmund,Bundesliga,23.0,1999.0,6.7,0.0,17.0,7.0,41.2,2.55,1.05,0.0,0.0,17.4,1.0,0.0,0.0,1.5,1.5,0.09,-1.5,-1.5
Ruslan Malinovskyi,1407,UKR,"MF,FW",Atalanta,Serie A,29.0,1993.0,13.0,5.0,498.0,5.5,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.18,0.36,0.54,0.18,0.54,0.5,0.5,2.0,2.5,0.09,0.37,0.46,0.09,0.46,1407,UKR,"MF,FW",Atalanta,Serie A,29.0,1993.0,5.5,1.0,15.0,4.0,26.7,2.71,0.72,0.07,0.25,25.8,0.0,0.0,0.0,0.5,0.5,0.03,0.5,0.5
Hugo Mallo,1408,ESP,DF,Celta Vigo,La Liga,31.0,1991.0,11.0,11.0,873.0,9.7,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.5,1.1,0.06,0.05,0.11,0.06,0.11,1408,ESP,DF,Celta Vigo,La Liga,31.0,1991.0,9.7,0.0,8.0,2.0,25.0,0.82,0.21,0.0,0.0,13.0,0.0,0.0,0.0,0.6,0.6,0.07,-0.6,-0.6
Mickael Malsa,1409,MTQ,MF,Valladolid,La Liga,27.0,1995.0,4.0,0.0,39.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1409,MTQ,MF,Valladolid,La Liga,27.0,1995.0,0.4,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Giorgi Mamardashvili,1410,GEO,GK,Valencia,La Liga,22.0,2000.0,13.0,13.0,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1410,GEO,GK,Valencia,La Liga,22.0,2000.0,13.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Hianga Mananga Mbock,1411,FRA,MF,Brest,Ligue 1,22.0,1999.0,2.0,0.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1411,FRA,MF,Brest,Ligue 1,22.0,1999.0,0.2,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Gianluca Mancini,1412,ITA,DF,Roma,Serie A,26.0,1996.0,14.0,14.0,1103.0,12.3,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.08,0.08,0.0,0.08,0.6,0.6,0.5,1.1,0.05,0.04,0.09,0.05,0.09,1412,ITA,DF,Roma,Serie A,26.0,1996.0,12.3,0.0,5.0,1.0,20.0,0.41,0.08,0.0,0.0,10.7,0.0,0.0,0.0,0.6,0.6,0.12,-0.6,-0.6
Steve Mandanda,1413,FRA,GK,Rennes,Ligue 1,37.0,1985.0,12.0,12.0,1035.0,11.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09,0.09,0.0,0.09,0.0,0.0,0.1,0.1,0.0,0.01,0.01,0.0,0.01,1413,FRA,GK,Rennes,Ligue 1,37.0,1985.0,11.5,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Reinildo Mandava,1414,MOZ,DF,Atlético Madrid,La Liga,28.0,1994.0,14.0,14.0,1238.0,13.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.5,0.01,0.03,0.04,0.01,0.04,1414,MOZ,DF,Atlético Madrid,La Liga,28.0,1994.0,13.8,0.0,3.0,0.0,0.0,0.22,0.0,0.0,,29.1,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Aïssa Mandi,1415,DZA,DF,Villarreal,La Liga,31.0,1991.0,7.0,3.0,261.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,1415,DZA,DF,Villarreal,La Liga,31.0,1991.0,2.9,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Rolando Mandragora,1416,ITA,MF,Fiorentina,Serie A,25.0,1997.0,12.0,9.0,804.0,8.9,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.11,0.11,0.22,0.11,0.22,0.7,0.7,1.3,2.0,0.08,0.14,0.22,0.08,0.22,1416,ITA,MF,Fiorentina,Serie A,25.0,1997.0,8.9,1.0,19.0,4.0,21.1,2.13,0.45,0.05,0.25,24.0,0.0,0.0,0.0,0.7,0.7,0.04,0.3,0.3
Sadio Mané,1417,SEN,FW,Bayern Munich,Bundesliga,30.0,1992.0,14.0,12.0,906.0,10.1,6.0,3.0,5.0,1.0,2.0,1.0,0.0,0.6,0.3,0.89,0.5,0.79,5.9,4.2,1.5,5.7,0.59,0.15,0.73,0.42,0.57,1417,SEN,FW,Bayern Munich,Bundesliga,30.0,1992.0,10.1,6.0,39.0,17.0,43.6,3.87,1.69,0.13,0.29,13.5,0.0,1.0,2.0,5.9,4.2,0.11,0.1,0.8
Orel Mangala,1418,BEL,MF,Nott'ham Forest,Premier League,24.0,1998.0,7.0,3.0,267.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.06,0.02,0.08,0.06,0.08,1418,BEL,MF,Nott'ham Forest,Premier League,24.0,1998.0,3.0,0.0,4.0,1.0,25.0,1.35,0.34,0.0,0.0,23.9,0.0,0.0,0.0,0.2,0.2,0.05,-0.2,-0.2
Thomas Mangani,1419,FRA,MF,Ajaccio,Ligue 1,35.0,1987.0,12.0,5.0,510.0,5.7,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.18,0.18,0.35,0.0,0.18,1.9,0.3,1.1,1.4,0.33,0.19,0.52,0.05,0.24,1419,FRA,MF,Ajaccio,Ligue 1,35.0,1987.0,5.7,1.0,6.0,0.0,0.0,1.06,0.0,0.0,,29.5,2.0,1.0,2.0,1.9,0.3,0.05,-0.9,-0.3
Vito Mannone,1420,ITA,GK,Lorient,Ligue 1,34.0,1988.0,1.0,0.0,78.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1420,ITA,GK,Lorient,Ligue 1,34.0,1988.0,0.9,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Javier Manquillo,1421,ESP,DF,Newcastle Utd,Premier League,28.0,1994.0,1.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1421,ESP,DF,Newcastle Utd,Premier League,28.0,1994.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Myziane Maolida,1422,FRA,"FW,MF",Hertha BSC,Bundesliga,23.0,1999.0,2.0,1.0,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1422,FRA,"FW,MF",Hertha BSC,Bundesliga,23.0,1999.0,0.8,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Faitout Maouassa,1423,FRA,"FW,DF",Montpellier,Ligue 1,24.0,1998.0,12.0,8.0,630.0,7.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.14,0.57,0.71,0.14,0.71,0.7,0.7,1.7,2.4,0.11,0.24,0.35,0.11,0.35,1423,FRA,"FW,DF",Montpellier,Ligue 1,24.0,1998.0,7.0,1.0,11.0,5.0,45.5,1.57,0.71,0.09,0.2,22.6,1.0,0.0,0.0,0.7,0.7,0.07,0.3,0.3
Sekou Mara,1424,FRA,"FW,MF",Southampton,Premier League,20.0,2002.0,9.0,2.0,214.0,2.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.42,0.0,0.42,0.7,0.7,0.5,1.2,0.29,0.21,0.5,0.29,0.5,1424,FRA,"FW,MF",Southampton,Premier League,20.0,2002.0,2.4,0.0,11.0,2.0,18.2,4.63,0.84,0.0,0.0,15.3,0.0,0.0,0.0,0.7,0.7,0.06,-0.7,-0.7
Maranhão,1425,BRA,"FW,MF",Valencia,La Liga,26.0,1996.0,10.0,3.0,358.0,4.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.25,0.0,0.25,0.25,0.25,1.3,1.2,0.4,1.6,0.34,0.1,0.44,0.31,0.41,1425,BRA,"FW,MF",Valencia,La Liga,26.0,1996.0,4.0,1.0,14.0,2.0,14.3,3.52,0.5,0.07,0.5,13.3,0.0,0.0,0.0,1.3,1.2,0.09,-0.3,-0.2
Marcão,1426,BRA,DF,Sevilla,La Liga,26.0,1996.0,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1426,BRA,DF,Sevilla,La Liga,26.0,1996.0,4.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Solly March,1427,GBR,"DF,FW",Brighton,Premier League,28.0,1994.0,13.0,13.0,1124.0,12.5,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16,0.16,0.0,0.16,2.6,2.6,1.3,4.0,0.21,0.11,0.32,0.21,0.32,1427,GBR,"DF,FW",Brighton,Premier League,28.0,1994.0,12.5,0.0,27.0,10.0,37.0,2.16,0.8,0.0,0.0,16.1,0.0,0.0,0.0,2.6,2.6,0.1,-2.6,-2.6
Agustín Marchesín,1428,ARG,GK,Celta Vigo,La Liga,34.0,1988.0,13.0,13.0,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1428,ARG,GK,Celta Vigo,La Liga,34.0,1988.0,13.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Vincent Marchetti,1430,FRA,MF,Ajaccio,Ligue 1,25.0,1997.0,14.0,13.0,1111.0,12.3,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.08,0.08,0.0,0.08,0.7,0.7,0.9,1.7,0.06,0.07,0.13,0.06,0.13,1430,FRA,MF,Ajaccio,Ligue 1,25.0,1997.0,12.3,0.0,17.0,4.0,23.5,1.38,0.32,0.0,0.0,25.3,1.0,0.0,0.0,0.7,0.7,0.04,-0.7,-0.7
Riccardo Marchizza,1431,ITA,DF,Sassuolo,Serie A,24.0,1998.0,2.0,0.0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1431,ITA,DF,Sassuolo,Serie A,24.0,1998.0,0.2,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Gian Marco Ferrari,1432,ITA,DF,Sassuolo,Serie A,30.0,1992.0,13.0,13.0,1168.0,13.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.02,0.0,0.02,0.02,0.02,1432,ITA,DF,Sassuolo,Serie A,30.0,1992.0,13.0,0.0,4.0,0.0,0.0,0.31,0.0,0.0,,13.0,0.0,0.0,0.0,0.3,0.3,0.07,-0.3,-0.3
Emiliano Marcondes,1433,DNK,MF,Bournemouth,Premier League,27.0,1995.0,1.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1433,DNK,MF,Bournemouth,Premier League,27.0,1995.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Óscar de Marcos,1434,ESP,DF,Athletic Club,La Liga,33.0,1989.0,14.0,13.0,1078.0,12.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.25,0.25,0.0,0.25,0.2,0.2,2.0,2.2,0.02,0.17,0.19,0.02,0.19,1434,ESP,DF,Athletic Club,La Liga,33.0,1989.0,12.0,0.0,1.0,0.0,0.0,0.08,0.0,0.0,,11.5,0.0,0.0,0.0,0.2,0.2,0.2,-0.2,-0.2
José Mari,1435,ESP,MF,Cádiz,La Liga,34.0,1987.0,9.0,2.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.02,0.09,0.1,0.02,0.1,1435,ESP,MF,Cádiz,La Liga,34.0,1987.0,3.0,0.0,2.0,0.0,0.0,0.67,0.0,0.0,,28.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Pablo Marí,1436,ESP,DF,Monza,Serie A,29.0,1993.0,8.0,8.0,709.0,7.9,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.13,0.0,0.13,0.13,0.13,0.3,0.3,0.0,0.3,0.04,0.01,0.04,0.04,0.04,1436,ESP,DF,Monza,Serie A,29.0,1993.0,7.9,1.0,4.0,1.0,25.0,0.51,0.13,0.25,1.0,15.8,0.0,0.0,0.0,0.3,0.3,0.08,0.7,0.7
José María Giménez,1437,URY,DF,Atlético Madrid,La Liga,27.0,1995.0,9.0,8.0,735.0,8.2,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.9,0.11,0.0,0.11,0.11,0.11,1437,URY,DF,Atlético Madrid,La Liga,27.0,1995.0,8.2,0.0,11.0,3.0,27.3,1.35,0.37,0.0,0.0,16.6,0.0,0.0,0.0,0.9,0.9,0.08,-0.9,-0.9
Mariano,1438,DOM,FW,Real Madrid,La Liga,29.0,1993.0,4.0,0.0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.7,0.96,1.63,2.59,0.96,2.59,1438,DOM,FW,Real Madrid,La Liga,29.0,1993.0,0.3,0.0,1.0,0.0,0.0,3.75,0.0,0.0,,7.3,0.0,0.0,0.0,0.3,0.3,0.26,-0.3,-0.3
Pablo Marín,1439,ESP,"MF,FW",Real Sociedad,La Liga,19.0,2003.0,3.0,1.0,106.0,1.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,0.4,0.12,0.53,0.4,0.53,1439,ESP,"MF,FW",Real Sociedad,La Liga,19.0,2003.0,1.2,0.0,5.0,2.0,40.0,4.25,1.7,0.0,0.0,18.6,0.0,0.0,0.0,0.5,0.5,0.1,-0.5,-0.5
Răzvan Marin,1440,ROU,MF,Empoli,Serie A,26.0,1996.0,14.0,10.0,958.0,10.6,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.6,0.9,0.03,0.05,0.09,0.03,0.09,1440,ROU,MF,Empoli,Serie A,26.0,1996.0,10.6,0.0,10.0,2.0,20.0,0.94,0.19,0.0,0.0,29.6,2.0,0.0,0.0,0.4,0.4,0.04,-0.4,-0.4
Guillermo Maripán,1441,CHL,DF,Monaco,Ligue 1,28.0,1994.0,9.0,8.0,675.0,7.5,2.0,0.0,2.0,0.0,0.0,2.0,1.0,0.27,0.0,0.27,0.27,0.27,0.5,0.5,0.0,0.5,0.07,0.0,0.07,0.07,0.07,1441,CHL,DF,Monaco,Ligue 1,28.0,1994.0,7.5,2.0,4.0,2.0,50.0,0.53,0.27,0.5,1.0,7.3,0.0,0.0,0.0,0.5,0.5,0.14,1.5,1.5
Marlon,1442,BRA,DF,Monza,Serie A,27.0,1995.0,9.0,9.0,701.0,7.8,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.01,0.04,0.05,0.01,0.05,1442,BRA,DF,Monza,Serie A,27.0,1995.0,7.8,0.0,2.0,0.0,0.0,0.26,0.0,0.0,,12.6,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Omar Marmoush,1443,EGY,"FW,MF",Wolfsburg,Bundesliga,23.0,1999.0,14.0,7.0,674.0,7.5,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.27,0.0,0.27,0.27,0.27,1.9,1.9,0.4,2.3,0.25,0.05,0.3,0.25,0.3,1443,EGY,"FW,MF",Wolfsburg,Bundesliga,23.0,1999.0,7.5,2.0,24.0,8.0,33.3,3.2,1.07,0.08,0.25,15.4,1.0,0.0,0.0,1.9,1.9,0.08,0.1,0.1
Marquinhos,1444,BRA,FW,Arsenal,Premier League,19.0,2003.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444,BRA,FW,Arsenal,Premier League,19.0,2003.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Luca Marrone,1446,ITA,DF,Monza,Serie A,32.0,1990.0,2.0,2.0,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.07,0.0,0.07,0.07,0.07,1446,ITA,DF,Monza,Serie A,32.0,1990.0,1.5,0.0,1.0,0.0,0.0,0.67,0.0,0.0,,17.6,0.0,0.0,0.0,0.1,0.1,0.1,-0.1,-0.1
Eric Martel,1447,DEU,MF,Köln,Bundesliga,20.0,2002.0,11.0,8.0,698.0,7.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.7,0.04,0.05,0.09,0.04,0.09,1447,DEU,MF,Köln,Bundesliga,20.0,2002.0,7.8,0.0,9.0,2.0,22.2,1.16,0.26,0.0,0.0,23.2,0.0,0.0,0.0,0.3,0.3,0.03,-0.3,-0.3
Roger Martí,1448,ESP,FW,Elche,La Liga,31.0,1991.0,8.0,5.0,430.0,4.8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.21,0.21,0.0,0.21,0.4,0.4,0.4,0.8,0.08,0.09,0.17,0.08,0.17,1448,ESP,FW,Elche,La Liga,31.0,1991.0,4.8,0.0,4.0,1.0,25.0,0.84,0.21,0.0,0.0,12.8,0.0,0.0,0.0,0.4,0.4,0.1,-0.4,-0.4
Anthony Martial,1449,FRA,"FW,MF",Manchester Utd,Premier League,26.0,1995.0,4.0,1.0,130.0,1.4,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.38,1.38,2.77,0.69,2.08,1.3,0.5,0.7,1.2,0.88,0.5,1.38,0.33,0.83,1449,FRA,"FW,MF",Manchester Utd,Premier League,26.0,1995.0,1.4,2.0,1.0,1.0,100.0,0.69,0.69,1.0,1.0,18.1,0.0,1.0,1.0,1.3,0.5,0.48,0.7,0.5
Aarón Martín,1450,ESP,DF,Mainz 05,Bundesliga,25.0,1997.0,14.0,14.0,1158.0,12.9,3.0,2.0,3.0,0.0,1.0,0.0,0.0,0.23,0.16,0.39,0.23,0.39,1.8,1.0,1.6,2.6,0.14,0.12,0.26,0.08,0.2,1450,ESP,DF,Mainz 05,Bundesliga,25.0,1997.0,12.9,3.0,11.0,4.0,36.4,0.85,0.31,0.27,0.75,26.1,5.0,0.0,1.0,1.8,1.0,0.09,1.2,2.0
Iván Martín,1451,ESP,MF,Girona,La Liga,23.0,1999.0,2.0,0.0,103.0,1.1,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.75,0.0,1.75,1.75,1.75,0.2,0.2,0.4,0.6,0.2,0.35,0.55,0.2,0.55,1451,ESP,MF,Girona,La Liga,23.0,1999.0,1.1,2.0,2.0,2.0,100.0,1.75,1.75,1.0,1.0,9.2,0.0,0.0,0.0,0.2,0.2,0.11,1.8,1.8
Jonas Martin,1452,FRA,MF,Lille,Ligue 1,32.0,1990.0,7.0,1.0,148.0,1.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,1452,FRA,MF,Lille,Ligue 1,32.0,1990.0,1.6,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Martinelli,1453,BRA,FW,Arsenal,Premier League,21.0,2001.0,13.0,13.0,1091.0,12.1,5.0,2.0,5.0,0.0,0.0,1.0,0.0,0.41,0.16,0.58,0.41,0.58,3.0,3.0,3.3,6.3,0.24,0.27,0.52,0.24,0.52,1453,BRA,FW,Arsenal,Premier League,21.0,2001.0,12.1,5.0,32.0,12.0,37.5,2.64,0.99,0.16,0.42,17.3,2.0,0.0,0.0,3.0,3.0,0.09,2.0,2.0
