,Player,Squad,90s,Total - Cmp,Total - Att,Total - Cmp%,Total - TotDist,Total - PrgDist,Short - Cmp,Short - Att,Short - Cmp%,Medium - Cmp,Medium - Att,Medium - Cmp%,Long - Cmp,Long - Att,Long - Cmp%,Ast,xAG,Expected - xA,Expected - A-xAG,KP,1/3,PPA,CrsPA,PrgP
1329,Pablo Maffeo,Mallorca,9.3,283,398,71.1,4993,2104,133,154,86.4,112,148,75.7,34,78,43.6,0,1.1,0.9,-1.1,13,21,15,12,22
1330,Gabriel Magalhaes,Arsenal,12.1,631,712,88.6,10986,3275,263,276,95.3,319,347,91.9,40,71,56.3,0,0.4,0.5,-0.4,4,45,3,0,40
1331,Soungoutou Magassa,Monaco,5.4,264,304,86.8,4598,1257,118,130,90.8,124,131,94.7,19,33,57.6,0,0.0,0.2,0.0,1,32,4,0,27
1332,Giangiacomo Magnani,Hellas Verona,9.4,247,304,81.3,4881,1743,85,99,85.9,139,152,91.4,23,48,47.9,0,0.0,0.0,0.0,1,18,0,0,25
1333,Hugo Magnetti,Brest,9.3,306,373,82.0,4799,1001,164,186,88.2,123,143,86.0,14,30,46.7,0,0.4,0.3,-0.4,5,26,1,0,24
1334,Frank Magri,Toulouse,3.7,45,65,69.2,620,108,23,29,79.3,18,25,72.0,1,2,50.0,0,0.2,0.2,-0.2,2,5,2,0,9
1335,Harry Maguire,Manchester Utd,3.1,180,206,87.4,3045,976,72,76,94.7,95,106,89.6,8,16,50.0,0,0.0,0.0,0.0,1,9,1,0,11
1336,Jon Magunacelaya,Real Sociedad,0.1,7,13,53.8,117,30,3,7,42.9,4,4,100.0,0,0,0.0,0,0.0,0.1,0.0,0,0,0,0,1
1337,Arne Maier,Augsburg,4.1,182,232,78.4,3395,993,81,91,89.0,70,82,85.4,27,43,62.8,0,0.7,1.1,-0.7,14,15,4,1,18
1338,Mike Maignan,Milan,13.0,475,551,86.2,11557,7460,85,87,97.7,278,279,99.6,111,183,60.7,0,0.7,0.0,-0.7,3,4,0,0,3
1339,Patrick Mainka,Heidenheim,12.0,443,524,84.5,9086,4120,121,144,84.0,274,305,89.8,47,65,72.3,0,0.3,0.2,-0.3,3,31,1,0,34
1340,Kobbie Mainoo,Manchester Utd,7.2,303,340,89.1,4111,1183,192,207,92.8,77,87,88.5,15,17,88.2,0,0.7,0.6,-0.7,3,30,4,0,27
1341,Ainsley Maitland-Niles,Lyon,9.4,366,455,80.4,5780,1800,189,213,88.7,147,174,84.5,19,37,51.4,1,1.6,1.4,-0.6,12,24,13,2,39
1342,Radoslaw Majecki,Monaco,6.0,131,176,74.4,2997,2177,36,36,100.0,70,70,100.0,24,69,34.8,0,0.0,0.0,0.0,0,1,0,0,0
1343,Lovro Majer,Wolfsburg,1.6,30,45,66.7,371,138,22,25,88.0,4,7,57.1,1,6,16.7,0,0.0,0.0,0.0,1,2,0,0,2
1344,Jordy Makengo,Freiburg,0.5,23,23,100.0,399,133,10,10,100.0,11,11,100.0,2,2,100.0,0,0.1,0.2,-0.1,1,0,1,1,0
1345,Antoine Makoumbou,Cagliari,6.7,295,336,87.8,4695,1195,139,147,94.6,141,153,92.2,11,26,42.3,1,0.0,0.2,+1.0,1,15,3,1,21
1346,Nikola Maksimovic,Montpellier,4.0,194,212,91.5,4020,1349,55,58,94.8,109,114,95.6,28,36,77.8,0,0.0,0.1,0.0,1,8,2,0,5
1347,Julian Malatini,Werder Bremen,4.8,226,263,85.9,3801,1080,95,104,91.3,117,127,92.1,11,24,45.8,1,0.4,0.4,+0.6,1,13,2,0,19
1348,Daniel Maldini,Monza,9.1,172,243,70.8,2843,665,86,106,81.1,66,89,74.2,14,32,43.8,0,0.4,0.9,-0.4,5,9,6,2,26
1349,Youssef Maleh,Empoli,7.6,152,213,71.4,2427,891,86,102,84.3,46,67,68.7,14,27,51.9,0,0.4,0.2,-0.4,3,29,3,2,28
1350,Donyell Malen,Dortmund,5.6,104,146,71.2,1317,305,73,89,82.0,26,38,68.4,3,7,42.9,0,0.0,0.3,0.0,0,3,3,1,9
1352,Ruslan Malinovskyi,Genoa,2.5,105,118,89.0,1818,559,53,57,93.0,42,46,91.3,9,12,75.0,0,0.5,0.1,-0.5,3,16,3,0,19
1353,Lennard Maloney,Heidenheim,7.4,179,249,71.9,3441,1159,68,85,80.0,87,103,84.5,21,46,45.7,0,0.0,0.1,0.0,1,9,0,0,12
1354,Giorgi Mamardashvili,Valencia,13.0,274,412,66.5,8181,5875,41,41,100.0,143,144,99.3,90,226,39.8,0,0.0,0.0,0.0,1,6,1,0,0
1355,Dennis Man,Parma,11.9,331,414,80.0,4822,1366,208,244,85.2,95,112,84.8,19,30,63.3,3,2.8,1.4,+0.2,30,22,15,3,36
1356,Hianga Mananga Mbock,Brest,0.2,14,17,82.4,232,77,8,9,88.9,6,7,85.7,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1357,Gianluca Mancini,Roma,13.1,716,833,86.0,12840,4128,274,295,92.9,382,417,91.6,49,94,52.1,0,0.7,0.4,-0.7,9,68,12,3,70
1358,Steve Mandanda,Rennes,12.5,270,371,72.8,7240,5432,53,53,100.0,131,135,97.0,85,181,47.0,0,0.1,0.0,-0.1,2,8,0,0,0
1359,Reinildo Mandava,Atlético Madrid,7.2,361,435,83.0,5614,2085,185,200,92.5,154,187,82.4,15,34,44.1,0,0.1,0.1,-0.1,2,17,2,0,22
1360,Aissa Mandi,Lille,7.8,411,456,90.1,8138,2592,145,157,92.4,204,217,94.0,57,68,83.8,0,0.1,0.2,-0.1,1,45,4,2,35
1361,Rolando Mandragora,Fiorentina,3.4,131,165,79.4,2494,752,57,65,87.7,63,78,80.8,11,20,55.0,0,0.7,0.6,-0.7,5,15,3,2,13
1362,Orel Mangala,Everton,5.5,200,225,88.9,3168,797,94,105,89.5,96,103,93.2,6,8,75.0,0,0.4,0.5,-0.4,3,19,3,0,20
1363,Orel Mangala,Lyon,0.7,29,32,90.6,535,176,10,10,100.0,11,11,100.0,6,6,100.0,0,0.0,0.1,0.0,1,5,0,0,7
1364,Ryan Manning,Southampton,4.7,139,180,77.2,2312,586,67,72,93.1,58,69,84.1,10,28,35.7,0,0.7,0.7,-0.7,8,1,2,2,3
1365,Javier Manquillo,Celta Vigo,5.5,298,336,88.7,4941,1395,141,154,91.6,144,153,94.1,11,21,52.4,0,0.0,0.1,0.0,0,17,2,0,21
1366,Johan Manzambi,Freiburg,0.1,5,5,100.0,90,27,2,2,100.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1
1367,Alberto Manzoni,Atalanta,0.1,11,12,91.7,196,29,5,6,83.3,6,6,100.0,0,0,0.0,0,0.0,0.0,0.0,0,4,0,0,0
1368,Sekou Mara,Strasbourg,5.5,75,105,71.4,1086,223,44,56,78.6,27,34,79.4,2,4,50.0,1,1.0,0.2,0.0,5,8,2,0,7
1369,Alessandro Marcandalli,Genoa,0.5,12,20,60.0,236,47,3,4,75.0,8,13,61.5,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1
1370,Marcao,Sevilla,5.1,223,254,87.8,3831,1541,104,107,97.2,103,113,91.2,15,27,55.6,0,0.0,0.0,0.0,0,11,0,0,17
1371,Filip Marchwinski,Lecce,0.2,4,5,80.0,60,6,2,3,66.7,2,2,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1372,Oscar de Marcos,Athletic Club,9.0,414,531,78.0,7202,2843,187,213,87.8,191,228,83.8,36,74,48.6,4,1.3,1.0,+2.7,9,50,9,5,50
1373,Alberto Mari,Valencia,0.1,2,4,50.0,33,7,1,1,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1
1374,Pablo Mari,Monza,14.0,753,838,89.9,14603,5339,239,249,96.0,425,443,95.9,80,129,62.0,0,0.1,0.1,-0.1,2,33,0,0,30
1375,Jose Maria Gimenez,Atlético Madrid,11.3,605,665,91.0,12818,4758,155,168,92.3,361,376,96.0,83,110,75.5,0,0.0,0.1,0.0,0,33,0,0,28
1376,Luca Marianucci,Empoli,0.3,14,14,100.0,216,66,7,7,100.0,7,7,100.0,0,0,0.0,0,0.0,0.0,0.0,0,3,0,0,1
1378,Mirko Maric,Monza,0.8,17,28,60.7,232,66,12,20,60.0,5,6,83.3,0,0,0.0,0,0.0,0.0,0.0,0,1,0,0,1
1379,Pablo Marin,Real Sociedad,0.9,25,41,61.0,403,75,13,17,76.5,9,18,50.0,3,4,75.0,0,0.0,0.1,0.0,1,1,2,0,3
1380,Razvan Marin,Cagliari,9.0,307,405,75.8,5649,1813,144,168,85.7,121,141,85.8,39,84,46.4,0,2.0,2.2,-2.0,23,34,9,1,39
1381,Guillermo Maripan,Torino,4.0,259,288,89.9,5290,1855,55,66,83.3,176,183,96.2,27,34,79.4,0,0.0,0.1,0.0,0,17,0,0,22
1382,Mika Marmol,Las Palmas,6.7,335,410,81.7,5854,2267,149,160,93.1,154,179,86.0,27,56,48.2,0,0.2,0.6,-0.2,4,27,6,4,26
1383,Omar Marmoush,Eint Frankfurt,11.1,192,271,70.8,3313,1189,95,118,80.5,55,77,71.4,32,55,58.2,7,5.0,2.9,+2.0,25,18,14,1,30
1384,Mario Maroto,Valladolid,0.2,11,15,73.3,200,65,6,6,100.0,3,4,75.0,2,2,100.0,1,0.1,0.0,+0.9,1,2,0,0,1
1385,Marquinhos,Paris S-G,9.0,871,916,95.1,16440,4827,281,288,97.6,499,513,97.3,84,102,82.4,0,0.2,0.3,-0.2,3,104,1,1,73
1386,Aaron Martin,Genoa,12.2,378,545,69.4,7105,2591,144,164,87.8,174,223,78.0,52,134,38.8,1,1.4,2.7,-0.4,27,31,13,10,35
1387,Carlos Martin,Alavés,4.9,61,100,61.0,867,244,30,46,65.2,28,35,80.0,0,4,0.0,0,0.3,0.2,-0.3,2,2,2,1,6
1388,Gerard Martin,Barcelona,4.3,229,278,82.4,3732,1154,112,127,88.2,100,116,86.2,12,21,57.1,1,0.4,0.8,+0.6,4,9,6,1,16
1389,Ivan Martin,Girona,9.2,572,623,91.8,9069,1726,295,309,95.5,228,249,91.6,36,41,87.8,0,0.8,1.0,-0.8,10,45,3,0,57
1390,Jon Martin,Real Sociedad,1.0,20,30,66.7,466,146,1,3,33.3,17,19,89.5,2,5,40.0,0,0.0,0.0,0.0,0,1,0,0,2
1391,Jonas Martin,Brest,5.1,240,273,87.9,3811,941,128,139,92.1,90,99,90.9,15,21,71.4,0,0.3,0.4,-0.3,3,17,3,2,19
1392,Mario Martin,Valladolid,7.1,232,274,84.7,4342,1121,100,116,86.2,94,103,91.3,30,40,75.0,1,0.3,0.5,+0.7,3,27,0,0,27
1393,Gabriel Martinelli,Arsenal,7.6,152,213,71.4,2268,480,94,116,81.0,49,67,73.1,7,13,53.8,2,1.7,1.8,+0.3,12,3,10,5,15
1394,Arnau Martinez,Girona,9.9,649,744,87.2,10488,3008,326,344,94.8,280,319,87.8,35,61,57.4,1,0.9,0.8,+0.1,7,68,7,2,69
1395,Emiliano Martinez,Aston Villa,12.5,383,465,82.4,10109,5990,62,64,96.9,228,233,97.9,93,167,55.7,0,0.0,0.0,0.0,0,9,0,0,0
1396,Inigo Martinez,Barcelona,13.8,1169,1285,91.0,22448,7599,427,453,94.3,616,650,94.8,119,160,74.4,1,1.5,0.8,-0.5,10,98,3,1,106
1397,Javi Martinez,Osasuna,0.1,9,9,100.0,126,55,6,6,100.0,3,3,100.0,0,0,0.0,0,0.0,0.0,0.0,0,1,0,0,1
1398,Lautaro Martinez,Inter,10.0,139,192,72.4,2134,527,81,101,80.2,42,57,73.7,11,19,57.9,2,1.3,1.4,+0.7,14,17,4,1,20
1399,Lisandro Martinez,Manchester Utd,10.8,695,774,89.8,11759,4253,299,316,94.6,362,387,93.5,30,60,50.0,0,0.1,0.4,-0.1,3,45,4,0,64
1400,Lucas Martinez Quarta,Fiorentina,3.9,226,255,88.6,4391,1769,78,83,94.0,121,132,91.7,26,36,72.2,0,0.0,0.1,0.0,1,15,0,0,14
1401,Toni Martinez,Alavés,5.5,61,110,55.5,768,119,36,50,72.0,19,38,50.0,2,6,33.3,0,0.5,0.8,-0.5,7,3,3,1,4
1402,Kevin Martins,Monza,0.0,5,5,100.0,65,12,3,3,100.0,2,2,100.0,0,0,0.0,0,0.0,0.0,0.0,0,1,0,0,0
1404,Javi Marton,Athletic Club,0.6,6,7,85.7,68,2,4,5,80.0,2,2,100.0,0,0,0.0,0,0.0,0.0,0.0,0,1,0,0,0
1405,Adam Marusic,Lazio,7.5,325,382,85.1,4980,1605,170,186,91.4,130,154,84.4,14,25,56.0,0,0.1,0.1,-0.1,3,15,6,3,24
1406,Marvin,Las Palmas,4.7,146,199,73.4,2517,675,70,79,88.6,62,87,71.3,12,22,54.5,0,0.6,0.4,-0.6,2,11,5,4,11
1407,Omar Mascarell,Mallorca,7.1,245,282,86.9,4293,1197,116,124,93.5,91,98,92.9,30,45,66.7,0,0.0,0.1,0.0,1,21,1,0,22
1408,Adam Masina,Torino,12.5,669,784,85.3,12142,4578,262,288,91.0,347,388,89.4,53,98,54.1,2,0.3,0.5,+1.7,3,41,5,2,53
1409,Patrizio Masini,Genoa,0.8,11,18,61.1,179,72,4,6,66.7,5,6,83.3,1,2,50.0,0,0.0,0.0,0.0,1,1,0,0,2
1410,Erhan Masovic,Bochum,6.2,204,248,82.3,4548,1858,46,50,92.0,125,142,88.0,33,50,66.0,1,0.8,0.4,+0.2,2,16,0,0,24
1411,Clinton Mata,Lyon,9.1,421,510,82.5,7390,2649,186,202,92.1,196,229,85.6,37,67,55.2,3,1.0,1.5,+2.0,7,31,10,5,36
1412,Jaime Mata,Las Palmas,2.9,46,67,68.7,727,89,24,32,75.0,17,22,77.3,3,7,42.9,0,0.0,0.1,0.0,1,3,2,1,2
1413,Igor Matanovic,Eint Frankfurt,2.7,47,64,73.4,680,131,29,35,82.9,14,19,73.7,3,4,75.0,0,0.0,0.1,0.0,1,4,1,0,5
1414,Pape Matar Sarr,Tottenham,6.9,347,403,86.1,5471,1194,186,209,89.0,136,150,90.7,20,26,76.9,2,1.2,0.4,+0.8,5,47,4,1,40
1415,Eliot Matazo,Monaco,0.0,5,6,83.3,83,32,2,3,66.7,3,3,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,2
1416,Jean-Philippe Mateta,Crystal Palace,10.4,103,161,64.0,1357,362,65,85,76.5,30,46,65.2,2,8,25.0,1,1.4,0.6,-0.4,11,9,4,0,19
1417,Nemanja Matic,Lyon,8.4,442,507,87.2,7708,2287,199,218,91.3,188,205,91.7,42,57,73.7,0,0.5,0.6,-0.5,7,72,2,0,64
1418,Chrislain Matsima,Augsburg,6.5,196,244,80.3,3245,1297,95,113,84.1,89,97,91.8,9,27,33.3,0,0.0,0.1,0.0,0,13,1,0,15
1419,Jean Matteo Bahoya,Eint Frankfurt,1.7,40,53,75.5,642,170,16,21,76.2,18,23,78.3,3,3,100.0,1,0.4,0.3,+0.6,2,2,3,0,5
1420,Alan Matturro,Genoa,6.2,155,206,75.2,3080,1186,45,59,76.3,91,105,86.7,17,31,54.8,0,0.2,0.3,-0.2,2,7,4,2,12
1421,Azor Matusiwa,Rennes,10.2,447,512,87.3,7476,2245,219,246,89.0,188,204,92.2,35,41,85.4,0,0.6,0.8,-0.6,8,50,12,1,68
1422,Neal Maupay,Marseille,5.0,120,146,82.2,1684,318,70,80,87.5,35,44,79.5,8,9,88.9,3,1.5,0.6,+1.5,7,5,5,0,16
1423,Stephy Mavididi,Leicester City,7.3,177,239,74.1,2590,701,91,100,91.0,57,83,68.7,10,20,50.0,0,0.9,2.0,-0.9,11,12,13,1,30
1424,Konstantinos Mavropanos,West Ham,7.6,328,392,83.7,6164,2080,126,137,92.0,172,194,88.7,26,48,54.2,0,0.0,0.3,0.0,0,25,1,1,20
1425,Christian Mawissa,Monaco,4.3,179,220,81.4,2684,1076,101,110,91.8,72,85,84.7,6,19,31.6,0,0.0,0.0,0.0,0,9,0,0,9
1426,Keke Maximilian Topp,Werder Bremen,2.2,27,53,50.9,341,94,17,27,63.0,8,15,53.3,0,0,0.0,1,1.3,0.5,-0.3,7,3,4,2,3
1427,Borja Mayoral,Getafe,1.4,20,37,54.1,252,47,10,12,83.3,3,8,37.5,2,4,50.0,0,0.3,0.0,-0.3,1,0,0,0,0
1428,Senny Mayulu,Paris S-G,2.1,70,87,80.5,1012,142,34,42,81.0,28,30,93.3,2,4,50.0,0,0.7,0.7,-0.7,4,7,2,0,10
1430,Noussair Mazraoui,Manchester Utd,10.7,598,693,86.3,9143,3386,327,365,89.6,236,258,91.5,25,43,58.1,1,0.2,1.0,+0.8,5,47,5,2,47
1431,Luca Mazzitelli,Como,3.2,137,170,80.6,2448,834,67,72,93.1,48,60,80.0,18,27,66.7,1,0.6,0.6,+0.4,6,20,4,0,22
1432,Pasquale Mazzocchi,Napoli,4.3,122,156,78.2,1776,700,74,81,91.4,42,53,79.2,4,11,36.4,0,0.4,0.4,-0.4,5,3,7,2,17
1433,Samuel Mbangula,Juventus,3.8,103,119,86.6,1319,212,69,77,89.6,26,32,81.3,3,3,100.0,2,0.6,0.3,+1.4,8,7,4,0,7
1434,Ethan Mbappe,Lille,0.9,35,42,83.3,532,132,18,22,81.8,15,16,93.8,1,1,100.0,0,0.0,0.1,0.0,0,3,2,0,4
1435,Kylian Mbappe,Real Madrid,12.3,334,400,83.5,4909,905,190,216,88.0,101,108,93.5,20,26,76.9,1,1.5,1.2,-0.5,14,37,20,0,60
1436,Ibrahim Mbaye,Paris S-G,1.0,30,35,85.7,501,68,11,14,78.6,16,16,100.0,2,3,66.7,0,0.0,0.0,0.0,0,1,1,0,3
1437,Bryan Mbeumo,Brentford,12.9,300,436,68.8,4920,1361,154,191,80.6,117,152,77.0,23,60,38.3,1,2.2,2.9,-1.2,21,19,18,6,39
1438,James Mcatee,Manchester City,0.0,4,4,100.0,45,18,3,3,100.0,1,1,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1439,Kasey McAteer,Leicester City,1.2,33,45,73.3,409,63,23,28,82.1,8,10,80.0,0,1,0.0,0,0.0,0.0,0.0,0,2,0,0,1
1440,Oliver McBurnie,Las Palmas,7.9,141,198,71.2,1673,356,102,132,77.3,27,43,62.8,3,4,75.0,3,1.6,0.5,+1.4,13,10,6,1,14
1441,Alex McCarthy,Southampton,3.0,71,90,78.9,1281,834,32,34,94.1,30,34,88.2,8,20,40.0,0,0.0,0.0,0.0,0,1,0,0,0
1442,John McGinn,Aston Villa,7.9,186,233,79.8,3277,1026,78,87,89.7,83,99,83.8,22,33,66.7,1,1.8,1.1,-0.8,9,17,11,2,32
1443,Scott McKenna,Las Palmas,10.1,432,510,84.7,7687,2693,164,176,93.2,236,266,88.7,24,50,48.0,0,0.2,0.0,-0.2,1,17,0,0,10
1444,Weston McKennie,Juventus,5.0,154,189,81.5,2109,432,89,102,87.3,54,64,84.4,3,9,33.3,2,0.7,1.1,+1.3,4,9,2,0,14
1445,Mark McKenzie,Toulouse,10.7,408,474,86.1,7482,2882,159,174,91.4,209,238,87.8,35,53,66.0,0,0.0,0.1,0.0,1,24,0,0,28
1446,Dwight McNeil,Everton,11.9,358,478,74.9,6885,2393,157,179,87.7,133,162,82.1,61,110,55.5,3,3.2,3.9,-0.2,30,31,31,10,58
1447,Scott McTominay,Manchester Utd,0.2,10,10,100.0,186,99,5,5,100.0,3,3,100.0,2,2,100.0,0,0.0,0.0,0.0,0,2,0,0,1
1448,Scott McTominay,Napoli,10.2,246,286,86.0,3971,811,129,141,91.5,90,102,88.2,21,30,70.0,1,0.6,0.2,+0.4,5,23,3,0,27
1449,Jakov Medic,Bochum,9.8,320,370,86.5,6555,1873,87,97,89.7,197,217,90.8,36,52,69.2,0,0.1,0.3,-0.1,1,9,1,0,9
1450,Facundo Medina,Lens,11.8,624,724,86.2,10596,3737,281,302,93.0,289,312,92.6,44,84,52.4,0,0.3,1.0,-0.3,7,52,11,2,66
1451,Ben Mee,Brentford,0.1,1,4,25.0,33,0,0,0,0.0,0,0,0.0,1,3,33.3,0,0.0,0.0,0.0,0,0,0,0,0
1452,Henrik Meister,Rennes,0.7,11,14,78.6,94,32,9,9,100.0,0,1,0.0,0,0,0.0,0,0.3,0.0,-0.3,2,1,0,0,1
1453,Bamo Meite,Marseille,0.3,26,28,92.9,333,121,18,19,94.7,7,7,100.0,0,0,0.0,0,0.0,0.0,0.0,0,2,0,0,0
1454,Mohamed Meite,Rennes,0.1,1,1,100.0,6,1,1,1,100.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1456,Mateo Mejia,Sevilla,0.1,0,1,0.0,0,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1457,Farid El Melali,Angers,9.7,174,245,71.0,2560,705,104,121,86.0,51,69,73.9,13,36,36.1,2,2.2,1.9,-0.2,12,6,5,1,15
1458,Filippo Melegoni,Genoa,1.0,9,16,56.3,197,105,2,2,100.0,6,8,75.0,1,2,50.0,1,0.5,0.2,+0.5,1,1,1,0,1
1459,Nuno Mendes,Paris S-G,5.3,419,472,88.8,6924,1855,194,209,92.8,197,217,90.8,24,32,75.0,1,0.8,0.7,+0.2,6,32,9,5,37
1460,Brais Mendez,Real Sociedad,8.6,314,393,79.9,4756,1304,178,197,90.4,107,132,81.1,19,42,45.2,1,1.6,1.3,-0.6,13,40,5,1,45
1461,Antoine Mendy,Nice,4.5,188,233,80.7,3212,1091,81,88,92.0,90,107,84.1,16,35,45.7,0,0.0,0.1,0.0,0,16,3,2,14
1462,Ferland Mendy,Real Madrid,7.4,417,448,93.1,6299,1785,248,259,95.8,138,145,95.2,26,31,83.9,0,0.0,0.1,0.0,1,29,1,0,25
1463,Nampalys Mendy,Lens,1.2,71,77,92.2,1125,311,41,42,97.6,23,24,95.8,5,8,62.5,0,0.0,0.1,0.0,0,15,0,0,7
1464,Gideon Mensah,Auxerre,7.3,282,358,78.8,4900,2020,141,153,92.2,110,135,81.5,26,51,51.0,1,0.8,0.5,+0.2,5,21,8,4,32
1465,Alex Meret,Napoli,10.4,270,330,81.8,6717,4252,41,41,100.0,166,173,96.0,63,116,54.3,0,0.0,0.0,0.0,0,1,0,0,0
1466,Mikel Merino,Arsenal,4.1,122,160,76.3,1819,570,75,85,88.2,40,54,74.1,5,9,55.6,0,0.5,0.3,-0.5,3,14,7,0,21
1467,Quentin Merlin,Marseille,4.5,304,360,84.4,4994,1086,149,164,90.9,129,146,88.4,18,35,51.4,1,0.4,0.4,+0.6,3,28,6,3,31
1468,Victor Meseguer,Valladolid,4.2,137,174,78.7,2071,658,73,86,84.9,50,61,82.0,6,10,60.0,0,0.0,0.3,0.0,1,16,1,1,21
1469,Rafik Messali,Toulouse,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1470,Junior Messias,Genoa,3.4,53,71,74.6,942,279,21,23,91.3,28,39,71.8,4,8,50.0,0,0.2,0.0,-0.2,4,6,0,0,10
1471,Connor Metcalfe,St. Pauli,2.5,54,88,61.4,879,352,29,38,76.3,20,24,83.3,5,18,27.8,0,0.1,0.1,-0.1,2,5,0,0,6
1472,Karol Mets,St. Pauli,10.0,526,631,83.4,10181,3728,165,186,88.7,302,330,91.5,53,101,52.5,0,0.2,0.4,-0.2,3,49,3,1,54
1473,Thomas Meunier,Lille,6.6,335,431,77.7,5602,1773,165,182,90.7,143,184,77.7,24,47,51.1,0,0.0,0.3,0.0,1,35,2,0,37
1474,Alexander Meyer,Dortmund,2.0,54,83,65.1,1541,1064,7,7,100.0,28,29,96.6,19,47,40.4,0,0.1,0.0,-0.1,1,2,0,0,0
1475,Florian Micheler,Hoffenheim,0.4,11,12,91.7,158,45,6,6,100.0,5,5,100.0,0,0,0.0,0,0.0,0.0,0.0,0,1,0,0,1
1476,Miguel,Leganés,10.0,66,125,52.8,985,187,35,57,61.4,23,38,60.5,3,8,37.5,1,0.6,0.2,+0.4,3,4,2,1,6
1477,Valentin Mihaila,Parma,8.0,180,235,76.6,2813,850,96,115,83.5,57,73,78.1,16,25,64.0,2,0.9,0.7,+1.1,11,15,10,2,26
1478,Georges Mikautadze,Lyon,5.5,133,172,77.3,1868,402,76,91,83.5,42,55,76.4,6,8,75.0,1,1.0,1.0,0.0,6,11,6,0,23
1479,Nikola Milenkovic,Nott'ham Forest,12.0,318,373,85.3,6250,2430,108,120,90.0,163,183,89.1,42,56,75.0,1,0.2,0.2,+0.8,4,22,0,0,21
1480,Vanja Milinkovic-Savic,Torino,13.0,387,546,70.9,11242,8010,62,63,98.4,199,201,99.0,126,280,45.0,0,0.1,0.1,-0.1,1,22,2,0,0
1482,Eder Militao,Real Madrid,10.4,636,712,89.3,13095,4633,189,201,94.0,372,394,94.4,72,110,65.5,1,0.5,0.2,+0.5,6,56,3,0,46
1483,Luis Milla,Getafe,14.8,515,698,73.8,9366,2790,230,255,90.2,197,247,79.8,77,165,46.7,1,1.6,1.9,-0.6,34,58,8,3,85
1484,Pere Milla,Espanyol,2.3,48,84,57.1,808,194,21,31,67.7,20,32,62.5,5,11,45.5,0,0.1,0.1,-0.1,2,3,1,0,3
1485,Enzo Millot,Stuttgart,8.6,449,517,86.8,6568,1714,275,297,92.6,153,172,89.0,17,35,48.6,2,1.6,1.8,+0.4,12,43,12,2,51
1486,James Milner,Brighton,1.9,55,73,75.3,899,347,26,28,92.9,23,30,76.7,4,10,40.0,0,0.2,0.2,-0.2,4,3,1,1,10
1487,Kim Min-jae,Bayern Munich,11.4,1141,1235,92.4,18868,7677,514,541,95.0,570,603,94.5,46,68,67.6,0,0.1,0.4,-0.1,2,120,1,0,99
1488,Yerry Mina,Cagliari,10.1,489,565,86.5,9310,3509,172,188,91.5,270,299,90.3,42,67,62.7,0,0.0,0.3,0.0,1,24,3,1,28
1489,Takumi Minamino,Monaco,8.7,163,241,67.6,2292,883,99,134,73.9,57,78,73.1,3,10,30.0,1,3.5,2.2,-2.5,18,27,11,0,33
1490,Lucas Mincarelli,Montpellier,2.8,97,126,77.0,1555,669,51,60,85.0,35,40,87.5,6,18,33.3,0,0.2,0.5,-0.2,1,8,2,2,11
1491,Oscar Mingueza,Celta Vigo,12.2,662,858,77.2,11232,4630,314,346,90.8,265,342,77.5,60,119,50.4,5,4.3,3.6,+0.7,20,70,29,8,76
1492,Kim Minsu,Girona,0.2,9,10,90.0,105,8,5,6,83.3,3,3,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1493,Yankuba Minteh,Brighton,4.5,86,139,61.9,1424,494,44,58,75.9,31,44,70.5,8,18,44.4,1,1.6,1.3,-0.6,10,6,9,3,13
1494,Bojan Miovski,Girona,6.4,54,68,79.4,762,58,33,37,89.2,17,21,81.0,3,3,100.0,1,0.1,0.2,+0.9,2,1,1,1,2
1495,Rafa Mir,Valencia,2.7,27,42,64.3,431,86,14,18,77.8,8,13,61.5,3,5,60.0,1,0.4,0.1,+0.6,1,0,1,1,3
1496,Juan Miranda,Bologna,8.5,485,619,78.4,9354,3373,189,198,95.5,234,283,82.7,61,122,50.0,2,1.6,1.3,+0.4,18,49,16,10,52
1497,Fabio Miretti,Genoa,5.2,111,154,72.1,2321,719,40,48,83.3,49,59,83.1,19,36,52.8,0,0.4,0.6,-0.4,5,6,3,1,22
1498,Tyrick Mitchell,Crystal Palace,12.4,398,553,72.0,6301,2538,213,252,84.5,155,211,73.5,21,54,38.9,1,1.9,1.2,-0.9,13,27,12,7,30
1499,Kaoru Mitoma,Brighton,12.2,328,432,75.9,4408,1012,214,248,86.3,85,117,72.6,15,27,55.6,2,2.8,2.1,-0.8,17,16,17,5,42
