Player,Squad,Nation,Pos,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G+A,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Expected - xG,Expected - npxG,Expected - xAG,Expected - npxG+xAG,Progression - PrgC,Progression - PrgP,Progression - PrgR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK,Per 90 Minutes - xG,Per 90 Minutes - xAG,Per 90 Minutes - xG+xAG,Per 90 Minutes - npxG,Per 90 Minutes - npxG+xAG,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - FK,Standard - PK,Standard - PKatt,Expected - npxG/Sh,Expected - G-xG,Expected - np:G-xG,Total - Cmp,Total - Att,Total - Cmp%,Total - TotDist,Total - PrgDist,Short - Cmp,Short - Att,Short - Cmp%,Medium - Cmp,Medium - Att,Medium - Cmp%,Long - Cmp,Long - Att,Long - Cmp%,Ast,xAG,Expected - xA,Expected - A-xAG,KP,1/3,PPA,CrsPA,PrgP,Att,Pass Types - Live,Pass Types - Dead,Pass Types - FK,Pass Types - TB,Pass Types - Sw,Pass Types - Crs,Pass Types - TI,Pass Types - CK,Corner Kicks - In,Corner Kicks - Out,Corner Kicks - Str,Outcomes - Cmp,Outcomes - Off,Outcomes - Blocks,SCA - SCA,SCA - SCA90,SCA Types - PassLive,SCA Types - PassDead,SCA Types - TO,SCA Types - Sh,SCA Types - Fld,SCA Types - Def,GCA - GCA,GCA - GCA90,GCA Types - PassLive,GCA Types - PassDead,GCA Types - TO,GCA Types - Sh,GCA Types - Fld,GCA Types - Def,Tackles - Tkl,Tackles - TklW,Tackles - Def 3rd,Tackles - Mid 3rd,Tackles - Att 3rd,Challenges - Tkl,Challenges - Att,Challenges - Tkl%,Challenges - Lost,Blocks - Blocks,Blocks - Sh,Blocks - Pass,Int,Tkl+Int,Clr,Err,Touches - Touches,Touches - Def Pen,Touches - Def 3rd,Touches - Mid 3rd,Touches - Att 3rd,Touches - Att Pen,Touches - Live,Take-Ons - Att,Take-Ons - Succ,Take-Ons - Succ%,Take-Ons - Tkld,Take-Ons - Tkld%,Carries - Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - 1/3,Carries - CPA,Carries - Mis,Carries - Dis,Receiving - Rec,Receiving - PrgR,Playing Time - Mn/MP,Playing Time - Min%,Starts - Starts,Starts - Mn/Start,Starts - Compl,Subs - Subs,Subs - Mn/Sub,Subs - unSub,Team Success - PPM,Team Success - onG,Team Success - onGA,Team Success - +/-,Team Success - +/-90,Team Success - On-Off,Team Success (xG) - onxG,Team Success (xG) - onxGA,Team Success (xG) - xG+/-,Team Success (xG) - xG+/-90,Team Success (xG) - On-Off,Performance - 2CrdY,Performance - Fls,Performance - Fld,Performance - Off,Performance - Crs,Performance - Int,Performance - TklW,Performance - PKwon,Performance - PKcon,Performance - OG,Performance - Recov,Aerial Duels - Won,Aerial Duels - Lost,Aerial Duels - Won%,Performance - GA,Performance - GA90,Performance - SoTA,Performance - Saves,Performance - Save%,Performance - W,Performance - D,Performance - L,Performance - CS,Performance - CS%,Penalty Kicks - PKatt,Penalty Kicks - PKA,Penalty Kicks - PKsv,Penalty Kicks - PKm,Penalty Kicks - Save%,Season
Nadir Zortea,Atalanta,IT,DF,Serie A,24.0,1999.0,4.0,0.0,122.0,1.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,6.0,6.0,16.0,0.74,0.0,0.74,0.74,0.74,0.06,0.1,0.16,0.06,0.16,1.4,1.0,2.0,1.0,50.0,1.48,0.74,0.5,1.0,22.2,0.0,0.0,0.0,0.04,0.9,0.9,58.0,75.0,77.3,962.0,383.0,32.0,35.0,91.4,19.0,21.0,90.5,7.0,13.0,53.8,0.0,0.1,0.1,-0.1,2.0,3.0,2.0,2.0,6.0,75.0,61.0,14.0,0.0,0.0,0.0,10.0,13.0,1.0,0.0,1.0,0.0,58.0,0.0,4.0,8.0,5.9,5.0,1.0,1.0,1.0,0.0,0.0,2.0,1.48,2.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,3.0,1.0,1.0,1.0,4.0,25.0,3.0,2.0,0.0,2.0,1.0,6.0,2.0,0.0,97.0,1.0,19.0,41.0,39.0,3.0,97.0,11.0,5.0,45.5,5.0,45.5,62.0,364.0,205.0,6.0,7.0,1.0,2.0,2.0,65.0,16.0,31.0,11.3,0,0.0,0,4,31.0,7,1.0,4.0,1.0,3.0,2.21,1.65,1.8,1.1,0.8,0.58,0.19,0.0,3.0,1.0,0.0,10.0,1.0,4.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,2023-2024
Kurt Zouma,West Ham,FR,DF,Premier League,29.0,1994.0,11.0,11.0,990.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.0,0.6,2.0,20.0,0.0,0.09,0.0,0.09,0.09,0.09,0.05,0.0,0.06,0.05,0.06,11.0,1.0,5.0,3.0,60.0,0.45,0.27,0.2,0.33,7.9,0.0,0.0,0.0,0.11,0.4,0.4,349.0,415.0,84.1,6948.0,2517.0,107.0,118.0,90.7,198.0,216.0,91.7,39.0,68.0,57.4,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,20.0,415.0,399.0,16.0,13.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,349.0,0.0,7.0,7.0,0.64,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,4.0,3.0,0.0,2.0,3.0,66.7,1.0,14.0,7.0,7.0,14.0,21.0,64.0,0.0,532.0,105.0,317.0,207.0,9.0,8.0,532.0,0.0,0.0,0.0,0.0,0.0,299.0,1318.0,687.0,2.0,2.0,1.0,5.0,0.0,326.0,0.0,90.0,91.7,11,90.0,11,0,0.0,0,1.55,19.0,19.0,0.0,0.0,1.0,15.8,20.7,-5.0,-0.45,-0.77,0.0,4.0,4.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,39.0,28.0,18.0,60.9,,,,,,,,,,,,,,,,2023-2024
Igor Zubeldia,Real Sociedad,ES,DF,La Liga,26.0,1997.0,12.0,11.0,991.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.2,0.2,0.6,0.8,7.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07,11.0,0.0,2.0,0.0,0.0,0.18,0.0,0.0,0.0,12.2,0.0,0.0,0.0,0.1,-0.2,-0.2,521.0,641.0,81.3,10725.0,3205.0,115.0,141.0,81.6,351.0,380.0,92.4,52.0,103.0,50.5,0.0,0.6,0.3,-0.6,2.0,35.0,2.0,0.0,46.0,641.0,614.0,22.0,21.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0,5.0,2.0,2.0,0.18,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,8.0,3.0,0.0,7.0,11.0,63.6,4.0,13.0,10.0,3.0,8.0,19.0,35.0,1.0,729.0,71.0,331.0,388.0,17.0,3.0,729.0,2.0,2.0,100.0,0.0,0.0,472.0,3128.0,2071.0,7.0,1.0,0.0,4.0,1.0,474.0,0.0,83.0,84.7,11,87.0,9,1,30.0,0,1.58,18.0,14.0,4.0,0.36,-1.15,14.8,14.2,0.6,0.05,-0.83,0.0,21.0,4.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,62.0,21.0,28.0,42.9,,,,,,,,,,,,,,,,2023-2024
Martin Zubimendi,Real Sociedad,ES,MF,La Liga,24.0,1999.0,13.0,11.0,1068.0,11.9,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.2,1.2,1.0,2.2,15.0,60.0,9.0,0.17,0.08,0.25,0.17,0.25,0.1,0.08,0.19,0.1,0.19,11.9,2.0,8.0,4.0,50.0,0.67,0.34,0.25,0.5,13.6,0.0,0.0,0.0,0.15,0.8,0.8,531.0,624.0,85.1,8874.0,2485.0,246.0,273.0,90.1,241.0,273.0,88.3,34.0,51.0,66.7,1.0,1.0,0.6,0.0,6.0,65.0,5.0,0.0,60.0,624.0,595.0,26.0,26.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,531.0,3.0,5.0,23.0,1.94,22.0,0.0,1.0,0.0,0.0,0.0,3.0,0.25,3.0,0.0,0.0,0.0,0.0,0.0,20.0,9.0,6.0,13.0,1.0,8.0,18.0,44.4,10.0,9.0,3.0,6.0,17.0,37.0,26.0,0.0,720.0,40.0,154.0,477.0,95.0,13.0,720.0,6.0,3.0,50.0,2.0,33.3,400.0,2023.0,982.0,15.0,20.0,4.0,10.0,6.0,476.0,9.0,82.0,91.3,11,90.0,11,2,39.0,0,1.69,21.0,14.0,7.0,0.59,0.59,17.3,14.5,2.8,0.23,0.61,0.0,20.0,7.0,0.0,2.0,17.0,9.0,0.0,0.0,0.0,72.0,22.0,10.0,68.8,,,,,,,,,,,,,,,,2023-2024
Martin Odegaard,Arsenal,NO,MF,Premier League,24.0,1998.0,9.0,9.0,787.0,8.7,3.0,1.0,4.0,1.0,2.0,2.0,1.0,0.0,2.6,1.0,0.7,1.7,22.0,46.0,51.0,0.34,0.11,0.46,0.11,0.23,0.29,0.08,0.38,0.11,0.2,8.7,3.0,19.0,8.0,42.1,2.17,0.91,0.05,0.13,23.4,0.0,2.0,2.0,0.05,0.4,0.0,325.0,401.0,81.0,4791.0,1095.0,175.0,196.0,89.3,116.0,138.0,84.1,18.0,31.0,58.1,1.0,0.7,1.2,0.3,15.0,19.0,17.0,1.0,46.0,401.0,370.0,28.0,12.0,6.0,0.0,22.0,3.0,10.0,9.0,1.0,0.0,325.0,3.0,11.0,40.0,4.57,28.0,5.0,3.0,3.0,1.0,0.0,4.0,0.46,1.0,1.0,0.0,1.0,1.0,0.0,18.0,5.0,3.0,12.0,3.0,7.0,18.0,38.9,11.0,9.0,0.0,9.0,3.0,21.0,1.0,0.0,495.0,2.0,56.0,166.0,276.0,25.0,493.0,16.0,7.0,43.8,8.0,50.0,323.0,1649.0,661.0,22.0,15.0,5.0,17.0,17.0,357.0,51.0,87.0,72.9,9,87.0,5,0,0.0,1,2.33,16.0,7.0,9.0,1.03,-1.12,14.1,7.2,6.9,0.79,-0.73,0.0,5.0,7.0,1.0,22.0,3.0,5.0,1.0,0.0,0.0,38.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,2023-2024
Milan Duric,Hellas Verona,BA,FW,Serie A,33.0,1990.0,11.0,5.0,565.0,6.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.5,1.1,2.0,4.0,18.0,0.16,0.0,0.16,0.16,0.16,0.1,0.08,0.17,0.1,0.17,6.3,1.0,10.0,5.0,50.0,1.59,0.8,0.1,0.2,11.6,0.0,0.0,0.0,0.06,0.4,0.4,95.0,167.0,56.9,1172.0,173.0,67.0,102.0,65.7,17.0,37.0,45.9,4.0,8.0,50.0,0.0,0.5,0.3,-0.5,8.0,8.0,1.0,0.0,4.0,167.0,165.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,3.0,17.0,2.71,15.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,208.0,7.0,23.0,110.0,75.0,21.0,208.0,2.0,1.0,50.0,1.0,50.0,99.0,327.0,104.0,2.0,4.0,1.0,12.0,4.0,178.0,18.0,51.0,52.3,5,87.0,3,6,22.0,0,0.73,6.0,10.0,-4.0,-0.64,0.24,4.2,10.3,-6.1,-0.97,-0.31,0.0,13.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,62.0,26.0,70.5,,,,,,,,,,,,,,,,2023-2024
Mateusz Legowski,Salernitana,PL,MF,Serie A,20.0,2003.0,11.0,5.0,443.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.2,10.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,4.9,0.0,3.0,1.0,33.3,0.61,0.2,0.0,0.0,24.0,0.0,0.0,0.0,0.02,-0.1,-0.1,152.0,189.0,80.4,2131.0,579.0,90.0,102.0,88.2,49.0,57.0,86.0,8.0,16.0,50.0,0.0,0.2,0.2,-0.2,4.0,13.0,4.0,1.0,18.0,189.0,183.0,5.0,3.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,152.0,1.0,7.0,7.0,1.42,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,2.0,5.0,1.0,6.0,14.0,42.9,8.0,6.0,1.0,5.0,1.0,9.0,8.0,0.0,241.0,14.0,46.0,139.0,60.0,5.0,241.0,11.0,4.0,36.4,6.0,54.5,141.0,880.0,474.0,10.0,9.0,2.0,7.0,2.0,154.0,9.0,40.0,41.0,5,69.0,1,6,17.0,1,0.45,2.0,14.0,-12.0,-2.44,-1.87,3.9,8.5,-4.6,-0.94,0.26,0.0,10.0,4.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,29.0,6.0,6.0,50.0,,,,,,,,,,,,,,,,2023-2024
James Abankwah,Udinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
Nabil Aberdin,Getafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
Matthis Abline,Rennes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
Marius Adamonis,Lazio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
Val Adedokun,Brentford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
Adrian,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
Julen Agirrezabala,Athletic Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,0.0,0,0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
Ruben Aguilar,Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
Brandon Aguilera,Nott'ham Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
Jean-Eudes Aholou,Strasbourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
Sofiane Alakouch,Metz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
Filippo Alessio,Roma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
Teo Allix,Montpellier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
Pasquale Allocca,Salernitana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
Iker Almena,Girona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,0.0,0,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
Hugo Alvarez,Celta Vigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
Steven Alzate,Brighton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
Jordan Amavi,Brest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,0.0,0,0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
Jordan Amissah,Sheffield Utd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
Sofyan Amrabat,Fiorentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
Ayoub Amraoui,Nice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
Joseph Anang,West Ham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
Spyridon Angelidis,Werder Bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
Jacopo Antolini,Torino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,0.0,0,0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
Jose Antonio,Cádiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
Arvin Appiah,Almería,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
Ylies Aradj,Toulouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-2024
