,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK
2425,Grégory Sertic,FRA,"MF,DF",Bordeaux,fr Ligue 1,26.0,1989.0,17.0,15.0,1365.0,15.2,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.07,0.07,0.13,0.07,0.13
2426,Grégory Sertic,FRA,"DF,MF",Marseille,fr Ligue 1,26.0,1989.0,8.0,7.0,654.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2427,Stéphane Sessègnon,BEN,MF,Montpellier,fr Ligue 1,32.0,1984.0,27.0,26.0,2314.0,25.7,2.0,2.0,2.0,0.0,0.0,4.0,2.0,0.08,0.08,0.16,0.08,0.16
2428,Nicolas Seube,FRA,MF,Caen,fr Ligue 1,36.0,1979.0,20.0,13.0,1031.0,11.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2429,Salva Sevilla,ESP,MF,Espanyol,es La Liga,32.0,1984.0,6.0,3.0,268.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2430,Aaron Seydel,DEU,FW,Mainz 05,de Bundesliga,20.0,1996.0,6.0,1.0,176.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.51,0.0,0.51,0.51,0.51
2431,Moussa Seydi,SEN,FW,Metz,fr Ligue 1,19.0,1996.0,1.0,0.0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2432,Stephan El Shaarawy,ITA,"MF,FW",Roma,it Serie A,23.0,1992.0,32.0,19.0,1630.0,18.1,8.0,3.0,8.0,0.0,0.0,0.0,0.0,0.44,0.17,0.61,0.44,0.61
2433,Xherdan Shaqiri,CHE,MF,Stoke City,eng Premier League,24.0,1991.0,21.0,21.0,1698.0,18.9,4.0,2.0,4.0,0.0,0.0,2.0,0.0,0.21,0.11,0.32,0.21,0.32
2434,Luke Shaw,GBR,DF,Manchester Utd,eng Premier League,21.0,1995.0,11.0,9.0,688.0,7.6,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.13,0.13,0.0,0.13
2435,Ryan Shawcross,GBR,DF,Stoke City,eng Premier League,28.0,1987.0,35.0,35.0,3150.0,35.0,1.0,1.0,1.0,0.0,0.0,6.0,0.0,0.03,0.03,0.06,0.03,0.06
2436,Djibril Sidibé,FRA,DF,Monaco,fr Ligue 1,24.0,1992.0,29.0,26.0,2321.0,25.8,2.0,5.0,2.0,0.0,0.0,7.0,0.0,0.08,0.19,0.27,0.08,0.27
2437,Sidnei,BRA,DF,La Coruña,es La Liga,26.0,1989.0,29.0,29.0,2488.0,27.6,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.04,0.0,0.04,0.04,0.04
2438,Franck Signorino,FRA,DF,Metz,fr Ligue 1,34.0,1981.0,17.0,17.0,1476.0,16.4,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2439,Gylfi Sigurðsson,ISL,"FW,MF",Swansea City,eng Premier League,26.0,1989.0,38.0,37.0,3327.0,37.0,9.0,13.0,6.0,3.0,3.0,2.0,0.0,0.24,0.35,0.6,0.16,0.51
2440,Kolbeinn Sigþórsson,ISL,FW,Nantes,fr Ligue 1,26.0,1990.0,2.0,2.0,155.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2441,Bernardo Silva,PRT,MF,Monaco,fr Ligue 1,21.0,1994.0,37.0,33.0,2782.0,30.9,8.0,8.0,8.0,0.0,0.0,3.0,0.0,0.26,0.26,0.52,0.26,0.52
2442,David Silva,ESP,MF,Manchester City,eng Premier League,30.0,1986.0,34.0,31.0,2759.0,30.7,4.0,7.0,4.0,0.0,0.0,6.0,0.0,0.13,0.23,0.36,0.13,0.36
2444,Gabriel Silva,BRA,"MF,DF",Udinese,it Serie A,25.0,1991.0,5.0,2.0,234.0,2.6,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2445,Gabriel Silva,BRA,DF,Granada,es La Liga,25.0,1991.0,12.0,11.0,976.0,10.8,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2446,Gastón Silva,URY,DF,Granada,es La Liga,22.0,1994.0,22.0,19.0,1749.0,19.4,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2447,Stefan Silva,SWE,FW,Palermo,it Serie A,26.0,1990.0,1.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2448,Thiago Silva,BRA,DF,Paris S-G,fr Ligue 1,31.0,1984.0,27.0,27.0,2385.0,26.5,3.0,1.0,3.0,0.0,0.0,1.0,0.0,0.11,0.04,0.15,0.11,0.15
2449,Matías Silvestre,ARG,DF,Sampdoria,it Serie A,31.0,1984.0,36.0,36.0,3211.0,35.7,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.08,0.08,0.0,0.08
2450,Ba-Muaka Simakala,COG,FW,M'Gladbach,de Bundesliga,19.0,1997.0,1.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2451,Giovanni Simeone,ARG,FW,Genoa,it Serie A,21.0,1995.0,35.0,29.0,2614.0,29.0,12.0,1.0,11.0,1.0,2.0,3.0,0.0,0.41,0.03,0.45,0.38,0.41
2452,David Simón,ESP,DF,Las Palmas,es La Liga,27.0,1988.0,16.0,14.0,1322.0,14.7,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.07,0.07,0.0,0.07
2453,Danny Simpson,GBR,DF,Leicester City,eng Premier League,29.0,1987.0,35.0,34.0,2988.0,33.2,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.03,0.03,0.0,0.03
2454,Josh Sims,GBR,FW,Southampton,eng Premier League,19.0,1997.0,7.0,1.0,211.0,2.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.0,0.43
2455,Jerome Sinclair,GBR,FW,Watford,eng Premier League,19.0,1996.0,5.0,1.0,116.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2456,Giovanni Sio,CIV,FW,Rennes,fr Ligue 1,27.0,1989.0,34.0,32.0,2678.0,29.8,9.0,1.0,9.0,0.0,0.0,6.0,0.0,0.3,0.03,0.34,0.3,0.34
2457,Dimitris Siovas,GRC,DF,Leganés,es La Liga,27.0,1988.0,16.0,16.0,1390.0,15.4,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.06,0.0,0.06,0.06,0.06
2458,Guilherme Siqueira,BRA,"DF,MF",Valencia,es La Liga,30.0,1986.0,10.0,7.0,540.0,6.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.17,0.17,0.0,0.17
2459,Pantxi Sirieix,FRA,MF,Toulouse,fr Ligue 1,35.0,1980.0,4.0,0.0,43.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2460,Salvatore Sirigu,ITA,GK,Osasuna,es La Liga,29.0,1987.0,18.0,18.0,1620.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2461,Salvatore Sirigu,ITA,GK,Sevilla,es La Liga,29.0,1987.0,2.0,2.0,177.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2462,Sandro Sirigu,DEU,"DF,MF",Darmstadt 98,de Bundesliga,27.0,1988.0,30.0,17.0,1814.0,20.2,2.0,2.0,2.0,0.0,0.0,5.0,2.0,0.1,0.1,0.2,0.1,0.2
2463,Moussa Sissoko,FRA,"MF,FW",Tottenham,eng Premier League,26.0,1989.0,25.0,8.0,911.0,10.1,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.2,0.2,0.0,0.2
2464,Pione Sisto,DNK,"MF,FW",Celta Vigo,es La Liga,21.0,1995.0,30.0,19.0,1667.0,18.5,3.0,3.0,3.0,0.0,0.0,1.0,0.0,0.16,0.16,0.32,0.16,0.32
2465,Sito,ESP,MF,Valencia,es La Liga,19.0,1996.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2466,Ellyes Skhiri,TUN,MF,Montpellier,fr Ligue 1,21.0,1995.0,37.0,37.0,3281.0,36.5,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.03,0.03,0.05,0.03,0.05
2467,Łukasz Skorupski,POL,GK,Empoli,it Serie A,25.0,1991.0,35.0,35.0,3150.0,35.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2468,Milan Škriniar,SVK,DF,Sampdoria,it Serie A,21.0,1995.0,35.0,34.0,2998.0,33.3,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
2470,Islam Slimani,DZA,FW,Leicester City,eng Premier League,28.0,1988.0,23.0,13.0,1281.0,14.2,7.0,4.0,6.0,1.0,1.0,1.0,0.0,0.49,0.28,0.77,0.42,0.7
2471,Naïm Sliti,TUN,"MF,FW",Lille,fr Ligue 1,24.0,1992.0,16.0,10.0,955.0,10.6,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.09,0.19,0.28,0.09,0.28
2472,Chris Smalling,GBR,DF,Manchester Utd,eng Premier League,26.0,1989.0,18.0,13.0,1217.0,13.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
2473,Adam Smith,GBR,"DF,MF",Bournemouth,eng Premier League,25.0,1991.0,36.0,34.0,3079.0,34.2,1.0,5.0,1.0,0.0,0.0,6.0,0.0,0.03,0.15,0.18,0.03,0.18
2474,Brad Smith,AUS,"DF,MF",Bournemouth,eng Premier League,22.0,1994.0,5.0,3.0,291.0,3.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2475,Robert Snodgrass,SYC,"MF,FW",West Ham,eng Premier League,28.0,1987.0,15.0,8.0,838.0,9.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.0,0.21
2476,Robert Snodgrass,SYC,"FW,MF",Hull City,eng Premier League,28.0,1987.0,20.0,19.0,1710.0,19.0,7.0,2.0,5.0,2.0,2.0,2.0,0.0,0.37,0.11,0.47,0.26,0.37
2477,Cédric Soares,PRT,DF,Southampton,eng Premier League,24.0,1991.0,30.0,30.0,2515.0,27.9,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.11,0.11,0.0,0.11
2478,Ramadan Sobhi,EGY,MF,Stoke City,eng Premier League,19.0,1997.0,17.0,8.0,854.0,9.5,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.11,0.11,0.0,0.11
2479,Rubén Sobrino,ESP,MF,Alavés,es La Liga,24.0,1992.0,11.0,5.0,503.0,5.6,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.36,0.18,0.54,0.36,0.54
2480,Roberto Soldado,ESP,FW,Villarreal,es La Liga,31.0,1985.0,10.0,10.0,737.0,8.2,4.0,3.0,3.0,1.0,1.0,8.0,0.0,0.49,0.37,0.85,0.37,0.73
2481,Carlos Soler,ESP,MF,Valencia,es La Liga,19.0,1997.0,23.0,19.0,1723.0,19.1,3.0,1.0,3.0,0.0,0.0,4.0,1.0,0.16,0.05,0.21,0.16,0.21
2482,Somália,BRA,"MF,DF",Toulouse,fr Ligue 1,27.0,1988.0,28.0,18.0,1812.0,20.1,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.05,0.05,0.0,0.05
2483,Yann Sommer,CHE,GK,M'Gladbach,de Bundesliga,27.0,1988.0,34.0,34.0,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2484,Jérémy Sorbon,FRA,DF,Guingamp,fr Ligue 1,32.0,1983.0,33.0,33.0,2945.0,32.7,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.03,0.0,0.03,0.03,0.03
2485,David Soria,ESP,GK,Sevilla,es La Liga,23.0,1993.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2486,Bruno Soriano,ESP,MF,Villarreal,es La Liga,32.0,1984.0,34.0,33.0,2984.0,33.2,5.0,2.0,1.0,4.0,5.0,5.0,0.0,0.15,0.06,0.21,0.03,0.09
2487,Roberto Soriano,ITA,MF,Villarreal,es La Liga,25.0,1991.0,33.0,31.0,2450.0,27.2,9.0,5.0,9.0,0.0,0.0,8.0,1.0,0.33,0.18,0.51,0.33,0.51
2488,Stefano Sorrentino,ITA,GK,Chievo,it Serie A,37.0,1979.0,34.0,34.0,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2489,José Sosa,ARG,MF,Milan,it Serie A,31.0,1985.0,18.0,15.0,1236.0,13.7,0.0,3.0,0.0,0.0,0.0,7.0,4.0,0.0,0.22,0.22,0.0,0.22
2490,Pape Souaré,SEN,DF,Crystal Palace,eng Premier League,26.0,1990.0,3.0,3.0,269.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2491,Adama Soumaoro,FRA,DF,Lille,fr Ligue 1,24.0,1992.0,27.0,26.0,2326.0,25.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2492,Arnaud Souquet,FRA,"DF,MF",Nice,fr Ligue 1,24.0,1992.0,26.0,26.0,2340.0,26.0,1.0,4.0,1.0,0.0,0.0,3.0,0.0,0.04,0.15,0.19,0.04,0.19
2493,Djibril Sow,CHE,MF,M'Gladbach,de Bundesliga,19.0,1997.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2494,Çağlar Söyüncü,TUR,DF,Freiburg,de Bundesliga,20.0,1996.0,24.0,24.0,2070.0,23.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.04,0.04,0.0,0.04
2496,Emir Spahić,BIH,DF,Hamburger SV,de Bundesliga,35.0,1980.0,11.0,9.0,777.0,8.6,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2497,Leonardo Spinazzola,ITA,"MF,FW",Atalanta,it Serie A,23.0,1993.0,30.0,28.0,2496.0,27.7,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.14,0.14,0.0,0.14
2498,Nicolás Spolli,ARG,DF,Chievo,it Serie A,33.0,1983.0,21.0,15.0,1594.0,17.7,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2499,Marco Sportiello,ITA,GK,Fiorentina,it Serie A,24.0,1992.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2500,Marco Sportiello,ITA,GK,Atalanta,it Serie A,24.0,1992.0,8.0,8.0,720.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2501,Sébastien Squillaci,FRA,DF,Bastia,fr Ligue 1,35.0,1980.0,10.0,10.0,855.0,9.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2502,Bassem Srarfi,TUN,"FW,MF",Nice,fr Ligue 1,19.0,1997.0,5.0,0.0,41.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2503,Kostas Stafylidis,GRC,"DF,MF",Augsburg,de Bundesliga,22.0,1993.0,27.0,26.0,2240.0,24.9,4.0,0.0,4.0,0.0,0.0,6.0,0.0,0.16,0.0,0.16,0.16,0.16
2504,Benjamin Stambouli,FRA,MF,Schalke 04,de Bundesliga,25.0,1990.0,23.0,15.0,1297.0,14.4,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
2505,Junior Stanislas,GBR,MF,Bournemouth,eng Premier League,26.0,1989.0,21.0,18.0,1467.0,16.3,7.0,5.0,5.0,2.0,2.0,1.0,0.0,0.43,0.31,0.74,0.31,0.61
2506,Niklas Stark,DEU,"MF,DF",Hertha BSC,de Bundesliga,21.0,1995.0,27.0,27.0,2349.0,26.1,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.04,0.0,0.04,0.04,0.04
2507,Tom Starke,DEU,GK,Bayern Munich,de Bundesliga,35.0,1981.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2508,Markus Steinhöfer,DEU,"DF,MF",Darmstadt 98,de Bundesliga,30.0,1986.0,7.0,3.0,323.0,3.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.28,0.0,0.28
2509,Maarten Stekelenburg,NLD,GK,Everton,eng Premier League,33.0,1982.0,19.0,19.0,1683.0,18.7,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2510,Guglielmo Stendardo,ITA,DF,Atalanta,it Serie A,35.0,1981.0,1.0,0.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2511,Guglielmo Stendardo,ITA,DF,Pescara,it Serie A,35.0,1981.0,9.0,9.0,645.0,7.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2512,Marc Stendera,DEU,MF,Eint Frankfurt,de Bundesliga,20.0,1995.0,2.0,2.0,129.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2513,Pascal Stenzel,DEU,"DF,MF",Freiburg,de Bundesliga,20.0,1996.0,19.0,14.0,1306.0,14.5,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.07,0.07,0.14,0.07,0.14
2514,Jack Stephens,GBR,DF,Southampton,eng Premier League,22.0,1994.0,17.0,15.0,1471.0,16.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2515,Mariusz Stępiński,POL,FW,Nantes,fr Ligue 1,21.0,1995.0,21.0,16.0,1174.0,13.0,4.0,3.0,4.0,0.0,0.0,1.0,0.0,0.31,0.23,0.54,0.31,0.54
2516,Raheem Sterling,GBR,"MF,FW",Manchester City,eng Premier League,21.0,1994.0,33.0,29.0,2508.0,27.9,7.0,8.0,7.0,0.0,0.0,7.0,0.0,0.25,0.29,0.54,0.25,0.54
2517,Janek Sternberg,DEU,"DF,MF",Werder Bremen,de Bundesliga,23.0,1992.0,2.0,0.0,73.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2518,Jhon Steven,COL,DF,Osasuna,es La Liga,21.0,1994.0,5.0,4.0,429.0,4.8,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.42,0.0,0.42,0.42,0.42
2519,Kevin Stewart,JAM,"DF,MF",Liverpool,eng Premier League,22.0,1993.0,4.0,0.0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2520,Lars Stindl,DEU,"FW,MF",M'Gladbach,de Bundesliga,27.0,1988.0,30.0,29.0,2589.0,28.8,11.0,3.0,11.0,0.0,1.0,8.0,0.0,0.38,0.1,0.49,0.38,0.49
2522,Valentin Stocker,CHE,MF,Hertha BSC,de Bundesliga,27.0,1989.0,17.0,14.0,1157.0,12.9,4.0,1.0,4.0,0.0,0.0,1.0,1.0,0.31,0.08,0.39,0.31,0.39
2523,Adrian Stoian,ROU,"MF,FW",Crotone,it Serie A,25.0,1991.0,27.0,17.0,1567.0,17.4,3.0,2.0,3.0,0.0,0.0,3.0,0.0,0.17,0.11,0.29,0.17,0.29
2524,John Stones,GBR,DF,Manchester City,eng Premier League,22.0,1994.0,27.0,23.0,2014.0,22.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2525,Marco Storari,ITA,GK,Cagliari,it Serie A,39.0,1977.0,15.0,15.0,1256.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2526,Thomas Strakosha,ALB,GK,Lazio,it Serie A,21.0,1995.0,21.0,20.0,1845.0,20.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2527,Ivan Strinić,HRV,DF,Napoli,it Serie A,29.0,1987.0,12.0,12.0,1033.0,11.5,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.17,0.17,0.0,0.17
2528,Tobias Strobl,DEU,"MF,DF",M'Gladbach,de Bundesliga,26.0,1990.0,23.0,18.0,1565.0,17.4,0.0,1.0,0.0,0.0,0.0,7.0,2.0,0.0,0.06,0.06,0.0,0.06
2529,Dominik Stroh-Engel,DEU,FW,Darmstadt 98,de Bundesliga,30.0,1985.0,4.0,0.0,46.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2530,Kevin Strootman,NLD,MF,Roma,it Serie A,26.0,1990.0,33.0,31.0,2788.0,31.0,4.0,7.0,4.0,0.0,0.0,6.0,0.0,0.13,0.23,0.36,0.13,0.36
2531,Cristhian Stuani,URY,"FW,MF",Middlesbrough,eng Premier League,29.0,1986.0,23.0,16.0,1354.0,15.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0.27,0.0,0.27,0.27,0.27
2532,Stefano Sturaro,ITA,MF,Juventus,it Serie A,23.0,1993.0,21.0,12.0,1038.0,11.5,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.09,0.09,0.0,0.09
2533,Daniel Sturridge,GBR,FW,Liverpool,eng Premier League,26.0,1989.0,20.0,7.0,775.0,8.6,3.0,1.0,3.0,0.0,0.0,1.0,0.0,0.35,0.12,0.46,0.35,0.46
2534,Denis Suárez,ESP,MF,Barcelona,es La Liga,22.0,1994.0,26.0,12.0,1186.0,13.2,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.08,0.23,0.3,0.08,0.3
2535,Leonardo Suárez,ARG,"FW,MF",Villarreal,es La Liga,20.0,1996.0,3.0,0.0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2536,Luis Suárez,URY,FW,Barcelona,es La Liga,29.0,1987.0,35.0,34.0,2857.0,31.7,28.0,12.0,28.0,0.0,0.0,8.0,0.0,0.88,0.38,1.26,0.88,1.26
2537,Mario Suárez,ESP,MF,Valencia,es La Liga,29.0,1987.0,21.0,17.0,1496.0,16.6,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.18,0.0,0.18,0.18,0.18
2538,Danijel Subašić,HRV,GK,Monaco,fr Ligue 1,31.0,1984.0,36.0,36.0,3240.0,36.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2539,Neven Subotić,SRB,DF,Köln,de Bundesliga,27.0,1988.0,12.0,9.0,890.0,9.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2540,Isaac Success,NGA,MF,Watford,eng Premier League,20.0,1996.0,19.0,2.0,519.0,5.8,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.17,0.17,0.35,0.17,0.35
2541,Niklas Süle,DEU,DF,Hoffenheim,de Bundesliga,20.0,1995.0,33.0,33.0,2885.0,32.1,2.0,2.0,2.0,0.0,0.0,4.0,0.0,0.06,0.06,0.12,0.06,0.12
2542,Ćazim Suljić,BIH,FW,Crotone,it Serie A,19.0,1996.0,2.0,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2543,Aytaç Sulu,TUR,DF,Darmstadt 98,de Bundesliga,30.0,1985.0,27.0,27.0,2430.0,27.0,2.0,0.0,2.0,0.0,0.0,7.0,0.0,0.07,0.0,0.07,0.07,0.07
2544,Ki Sung-yueng,KOR,MF,Swansea City,eng Premier League,27.0,1989.0,23.0,13.0,1291.0,14.3,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.07,0.07,0.0,0.07
2545,Toni Šunjić,BIH,DF,Palermo,it Serie A,27.0,1988.0,7.0,2.0,246.0,2.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2546,Gilles Sunu,TGO,FW,Angers,fr Ligue 1,25.0,1991.0,23.0,8.0,814.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2548,Stoppila Sunzu,ZMB,DF,Lille,fr Ligue 1,27.0,1989.0,4.0,1.0,198.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2549,Andrew Surman,GBR,MF,Bournemouth,eng Premier League,29.0,1986.0,22.0,21.0,1801.0,20.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.05,0.05,0.0,0.05
2550,Markel Susaeta,ESP,MF,Athletic Club,es La Liga,28.0,1987.0,26.0,11.0,1112.0,12.4,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.08,0.16,0.24,0.08,0.24
2551,Suso,ESP,FW,Milan,it Serie A,22.0,1993.0,34.0,33.0,2812.0,31.2,7.0,9.0,7.0,0.0,1.0,5.0,0.0,0.22,0.29,0.51,0.22,0.51
2552,Markus Suttner,AUT,"MF,DF",Ingolstadt 04,de Bundesliga,29.0,1987.0,31.0,31.0,2732.0,30.4,4.0,5.0,4.0,0.0,0.0,10.0,0.0,0.13,0.16,0.3,0.13,0.3
2553,Seydou Sy,SEN,GK,Monaco,fr Ligue 1,20.0,1995.0,1.0,1.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2554,Issiaga Sylla,GIN,"MF,DF",Toulouse,fr Ligue 1,22.0,1994.0,27.0,21.0,1674.0,18.6,1.0,1.0,1.0,0.0,0.0,6.0,0.0,0.05,0.05,0.11,0.05,0.11
2555,Yacouba Sylla,MLI,MF,Montpellier,fr Ligue 1,25.0,1990.0,19.0,13.0,1076.0,12.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.08,0.0,0.08,0.08,0.08
2556,Ádám Szalai,HUN,"FW,MF",Hoffenheim,de Bundesliga,28.0,1987.0,22.0,7.0,782.0,8.7,8.0,1.0,8.0,0.0,0.0,2.0,0.0,0.92,0.12,1.04,0.92,1.04
2557,Wojciech Szczęsny,POL,GK,Roma,it Serie A,26.0,1990.0,38.0,38.0,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2558,Alexander Søderlund,NOR,FW,Saint-Étienne,fr Ligue 1,28.0,1987.0,17.0,8.0,903.0,10.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.1,0.2
