,Player,Playing Time - MP,Playing Time - Min,Playing Time - Mn/MP,Playing Time - Min%,Playing Time - 90s,Starts - Starts,Starts - Mn/Start,Starts - Compl,Subs - Subs,Subs - Mn/Sub,Subs - unSub,Team Success - PPM,Team Success - onG,Team Success - onGA,Team Success - +/-,Team Success - +/-90,Team Success - On-Off,Team Success (xG) - onxG,Team Success (xG) - onxGA,Team Success (xG) - xG+/-,Team Success (xG) - xG+/-90,Team Success (xG) - On-Off
1126,Manuel Garrido,4,115,29,3.4,1.3,2,52,0,2,6,3,1.00,1,3,-2,-1.57,-1.05,1.6,1.3,+0.3,+0.24,+0.33
1130,Mario Gaspar,25,1962,78,57.4,21.8,22,89,20,3,5,12,1.72,36,28,+8,+0.37,0.00,37.4,28.1,+9.3,+0.43,-0.07
1131,Daniele Gastaldello,8,389,49,11.4,4.3,4,67,0,4,31,28,0.88,3,9,-6,-1.39,-0.26,5.5,7.5,-2.1,-0.48,+0.39
1132,Dwight Gayle,20,850,43,24.9,9.4,10,68,2,10,17,7,0.80,14,15,-1,-0.11,+0.56,11.0,13.6,-2.5,-0.27,+0.70
1133,Paulo Gazzaniga,18,1613,90,47.2,17.9,17,90,17,1,83,20,1.11,25,26,-1,-0.06,-0.80,23.6,23.2,+0.4,+0.02,+0.36
1134,Jean-Philippe Gbamin,2,136,68,4.0,1.5,1,90,1,1,46,0,2.00,1,0,+1,+0.66,+1.02,0.9,1.8,-0.9,-0.63,-0.72
1135,Yann Gboho,8,226,28,9.0,2.5,2,67,0,6,16,9,1.75,6,4,+2,+0.80,+0.33,5.6,2.7,+2.9,+1.17,+1.01
1138,Dennis Geiger,21,1136,54,37.1,12.6,13,75,3,8,20,5,1.38,11,23,-12,-0.95,-1.51,15.3,23.6,-8.3,-0.65,-0.88
1139,Jeremy Gelin,14,924,66,36.7,10.3,10,86,8,4,17,7,1.64,14,9,+5,+0.49,-0.02,11.4,14.0,-2.7,-0.26,-0.80
1142,Christian Gentner,31,2443,79,79.8,27.1,29,83,17,2,24,2,1.29,35,39,-4,-0.15,+1.75,34.2,38.0,-3.9,-0.14,+1.16
1144,Yannick Gerhardt,18,828,46,27.1,9.2,7,86,5,11,21,12,1.72,11,11,0,0.00,-0.08,12.2,9.6,+2.6,+0.29,-0.01
1145,Valere Germain,25,1350,54,53.6,15.0,14,84,6,11,16,3,1.88,26,22,+4,+0.27,-0.35,18.1,20.2,-2.1,-0.14,-0.64
1146,Gervinho,31,2270,73,66.4,25.2,27,81,13,4,22,1,1.39,34,33,+1,+0.04,+0.20,32.2,38.1,-5.9,-0.23,+0.55
1147,Anwar El Ghazi,34,2051,60,60.0,22.8,26,74,9,8,17,3,0.85,26,48,-22,-0.97,-0.70,29.8,42.3,-12.4,-0.55,+0.18
1149,Rachid Ghezzal,19,828,44,24.2,9.2,9,70,3,10,20,15,1.32,12,12,0,0.00,-0.10,11.3,14.1,-2.8,-0.30,-0.56
1151,Paolo Ghiglione,25,1717,69,50.2,19.1,20,82,14,5,15,10,0.68,19,40,-21,-1.10,-0.84,23.3,33.2,-10.0,-0.52,-0.45
1153,Saman Ghoddos,5,231,46,9.2,2.6,2,80,1,3,24,0,0.80,5,2,+3,+1.17,+2.03,4.7,1.7,+3.0,+1.18,+1.77
1154,Faouzi Ghoulam,9,376,42,11.0,4.2,3,75,2,6,25,15,2.11,8,5,+3,+0.72,+0.48,7.9,5.4,+2.5,+0.60,+0.18
1155,Morgan Gibbs-White,7,129,18,3.8,1.4,1,66,0,6,11,19,1.43,2,2,0,0.00,-0.30,2.4,3.1,-0.8,-0.53,-0.99
1160,Niko Giesselmann,25,2057,82,67.2,22.9,22,88,20,3,39,8,0.88,22,46,-24,-1.05,-0.42,24.4,40.3,-15.9,-0.70,+0.10
1162,Bryan Gil,12,558,47,16.3,6.2,4,80,2,8,30,4,0.92,8,5,+3,+0.48,+1.24,8.0,5.2,+2.8,+0.45,+0.63
1164,Billy Gilmour,6,194,32,5.7,2.2,2,85,1,4,6,5,2.67,8,3,+5,+2.32,+2.04,4.1,2.0,+2.1,+0.99,+0.20
1165,Daniel Ginczek,18,768,43,25.1,8.5,9,69,0,9,16,3,1.39,19,18,+1,+0.12,+0.08,14.8,12.1,+2.7,+0.31,+0.03
1168,Olivier Giroud,18,993,55,29.0,11.0,12,71,0,6,23,7,1.78,20,16,+4,+0.36,-0.05,19.1,9.9,+9.2,+0.83,+0.04
1170,Klaus Gjasula,29,2280,79,74.5,25.3,28,79,12,1,80,1,0.69,27,52,-25,-0.99,+0.40,28.3,49.4,-21.1,-0.83,-0.02
1172,Serge Gnabry,31,2193,71,71.7,24.4,26,80,11,5,21,2,2.45,67,22,+45,+1.85,-0.54,64.9,26.3,+38.6,+1.58,+0.23
1173,Joris Gnagnon,19,1278,67,50.7,14.2,14,89,13,5,6,4,1.58,21,15,+6,+0.42,-0.16,23.3,16.3,+6.9,+0.49,+0.49
1174,Eddy Gnahore,17,1133,67,45.0,12.6,14,79,8,3,10,3,0.88,14,21,-7,-0.56,+0.22,12.9,17.1,-4.2,-0.34,+0.16
1176,Diego Godin,23,1628,71,47.6,18.1,18,83,12,5,26,13,2.04,30,15,+15,+0.83,-0.68,27.3,21.1,+6.3,+0.35,-0.78
1177,Akaki Gogia,3,121,40,4.0,1.3,1,58,0,2,32,1,0.00,0,1,-1,-0.74,-0.25,1.2,2.7,-1.5,-1.13,-0.78
1179,Edoardo Goldaniga,13,784,60,22.9,8.7,8,85,7,5,20,21,1.31,9,22,-13,-1.49,-1.05,10.5,13.9,-3.4,-0.39,-0.13
1181,Benjamin Goller,10,288,29,9.4,3.2,2,90,2,8,14,8,0.90,2,6,-4,-1.25,-0.50,2.5,5.0,-2.4,-0.76,-0.32
1183,Aleksandr Golovin,25,2061,82,81.8,22.9,24,85,15,1,26,0,1.44,35,34,+1,+0.04,+0.24,39.4,35.1,+4.3,+0.19,-0.17
1184,Andre Gomes,19,1458,77,42.6,16.2,17,83,13,2,20,0,1.26,15,20,-5,-0.31,+0.01,17.6,18.3,-0.6,-0.04,-0.18
1187,Ibai Gomez,17,695,41,20.3,7.7,6,72,2,11,24,17,1.18,7,7,0,0.00,-0.10,12.1,8.7,+3.4,+0.44,+0.80
1188,Joe Gomez,28,2004,72,58.6,22.3,22,88,21,6,12,9,2.64,53,16,+37,+1.66,+0.71,42.2,20.9,+21.4,+0.96,+0.34
1189,Maxi Gomez,33,2143,65,62.7,23.8,25,77,11,8,26,1,1.48,29,30,-1,-0.04,+0.38,23.8,31.6,-7.7,-0.33,+0.02
1190,Moi Gomez,37,2319,63,67.8,25.8,26,76,8,11,31,1,1.62,42,32,+10,+0.39,+0.06,41.9,32.6,+9.2,+0.36,-0.30
1191,Papu Gomez,36,2842,79,83.1,31.6,34,82,14,2,33,1,2.08,83,38,+45,+1.43,+0.65,67.2,34.9,+32.2,+1.02,-0.53
1192,Sergi Gomez,13,717,55,21.0,8.0,8,83,6,5,11,8,2.00,12,9,+3,+0.38,-0.19,10.7,8.4,+2.2,+0.28,-0.22
1193,Victor Gomez,18,1270,71,37.1,14.1,14,87,12,4,13,6,0.56,8,25,-17,-1.20,-0.62,11.5,20.7,-9.2,-0.65,-0.52
1196,Maxime Gonalons,19,1506,79,44.0,16.7,17,83,12,2,47,3,1.42,19,21,-2,-0.12,-0.54,20.8,20.8,0.0,0.00,-0.10
1197,Mathieu Goncalves,4,314,79,12.5,3.5,3,84,2,1,63,11,0.75,5,8,-3,-0.86,+0.49,5.4,9.7,-4.3,-1.23,-0.84
1199,Alvaro Gonzalez,20,1628,81,64.6,18.1,19,84,17,1,27,2,2.25,30,17,+13,+0.72,+0.82,22.0,19.4,+2.6,+0.15,-0.03
1201,Bruno Gonzalez,6,456,76,13.3,5.1,5,90,5,1,6,4,1.33,4,6,-2,-0.39,-0.27,4.2,7.6,-3.4,-0.67,-0.32
1202,Edgar Gonzalez,10,681,68,19.9,7.6,9,75,2,1,4,15,1.40,9,9,0,0.00,+0.39,10.2,9.4,+0.8,+0.10,+0.25
1206,Anthony Gordon,11,440,40,12.9,4.9,4,66,0,7,25,5,1.18,4,6,-2,-0.41,-0.11,5.1,7.2,-2.1,-0.43,-0.57
1208,Leon Goretzka,24,1512,63,49.4,16.8,17,82,9,7,16,1,2.46,46,13,+33,+1.96,-0.07,43.9,18.5,+25.4,+1.51,-0.01
1209,Andoni Gorosabel,14,714,51,20.9,7.9,8,76,4,6,17,11,0.93,9,12,-3,-0.38,-0.74,9.5,11.8,-2.3,-0.29,-0.56
1210,Robin Gosens,34,2617,77,76.5,29.1,31,82,17,3,20,3,2.06,78,36,+42,+1.44,+0.55,64.5,30.7,+33.8,+1.16,+0.22
1211,Dan Gosling,24,1264,53,37.0,14.0,14,78,7,10,17,3,0.75,10,23,-13,-0.93,-0.42,15.1,24.0,-8.9,-0.63,-0.28
1213,Mario Gotze,15,521,35,17.0,5.8,5,72,1,10,16,12,1.67,11,8,+3,+0.52,-0.90,8.7,7.7,+1.0,+0.17,-0.50
1217,Jeffrey Gouweleeuw,21,1645,78,53.8,18.3,18,90,18,3,8,4,1.24,27,34,-7,-0.38,+0.32,23.1,31.1,-8.0,-0.44,-0.09
1219,Max Gradel,21,1635,78,64.9,18.2,19,84,11,2,23,0,0.57,19,40,-21,-1.16,+0.37,22.0,31.3,-9.4,-0.51,-0.05
1222,Samuel Grandsir,24,1492,62,59.2,16.6,17,77,2,7,26,2,1.08,19,23,-4,-0.24,-0.33,19.3,25.4,-6.1,-0.37,+0.39
1223,Esteban Granero,11,473,43,13.8,5.3,5,72,1,6,19,5,0.73,3,11,-8,-1.52,-0.82,6.2,6.4,-0.2,-0.04,+0.34
1225,Alberto Grassi,16,641,40,18.7,7.1,6,71,1,10,21,7,1.50,10,13,-3,-0.42,-0.49,8.0,11.6,-3.6,-0.50,-0.11
1227,Andre Gray,23,755,33,22.1,8.4,7,72,2,16,16,14,0.65,6,17,-11,-1.31,-0.74,11.8,14.1,-2.3,-0.27,-0.04
1228,Demarai Gray,21,622,30,18.2,6.9,3,74,0,18,22,11,1.76,16,6,+10,+1.45,+0.93,11.0,6.3,+4.8,+0.69,+0.30
1230,Mason Greenwood,31,1320,43,38.6,14.7,12,79,3,19,19,6,1.61,35,13,+22,+1.50,+1.16,25.5,12.4,+13.0,+0.89,+0.40
1231,Michael Gregoritsch,6,303,51,9.9,3.4,4,72,1,2,9,8,0.33,3,11,-8,-2.38,-2.05,3.8,8.4,-4.6,-1.36,-1.07
1232,Michael Gregoritsch,14,829,59,27.1,9.2,10,74,4,4,23,3,0.57,4,16,-12,-1.30,-0.98,9.5,15.3,-5.8,-0.63,-0.31
1233,Clement Grenier,11,839,76,33.3,9.3,10,82,6,1,16,2,1.27,9,9,0,0.00,-0.75,8.9,13.5,-4.6,-0.49,-1.11
1234,Antoine Griezmann,35,2549,73,74.5,28.3,31,81,15,4,13,1,2.17,61,29,+32,+1.13,-0.52,45.0,27.1,+17.9,+0.63,-0.42
1236,Vincenzo Grifo,26,1618,62,52.9,18.0,17,79,4,9,31,0,1.35,26,25,+1,+0.06,+0.06,25.7,31.1,-5.4,-0.30,+0.50
1237,Florian Grillitsch,31,2408,78,78.7,26.8,28,84,20,3,18,0,1.48,40,44,-4,-0.15,-0.70,45.2,44.0,+1.2,+0.04,+0.68
1239,Christian Gross,14,872,62,28.5,9.7,10,86,9,4,4,16,1.43,14,22,-8,-0.83,-0.04,11.1,21.1,-10.1,-1.04,-0.80
1240,Pascal Gross,29,1796,62,52.5,20.0,22,76,8,7,19,9,1.07,21,32,-11,-0.55,-0.33,24.4,29.0,-4.5,-0.23,+0.05
1242,Carlos Gruezo,11,886,81,29.0,9.8,10,86,7,1,24,8,0.91,11,17,-6,-0.61,-0.11,10.0,17.0,-7.0,-0.71,-0.44
1246,Andres Guardado,28,2046,73,59.8,22.7,25,78,11,3,29,3,1.32,31,28,+3,+0.13,+1.11,34.2,31.0,+3.2,+0.14,+0.60
1248,Sergi Guardiola,35,2655,76,77.6,29.5,31,82,18,4,32,0,1.14,26,29,-3,-0.10,+0.84,29.7,42.2,-12.5,-0.42,+0.22
1249,Nemanja Gudelj,24,1216,51,35.6,13.5,9,90,9,15,27,10,2.17,21,12,+9,+0.67,+0.22,16.2,16.4,-0.2,-0.02,-0.73
1250,Goncalo Guedes,21,1266,60,37.0,14.1,14,75,7,7,31,3,1.05,15,22,-7,-0.50,-0.50,16.3,17.7,-1.3,-0.10,+0.38
1252,Matteo Guendouzi,24,1748,73,51.1,19.4,19,87,15,5,21,5,1.29,24,31,-7,-0.36,-1.17,23.9,28.7,-4.8,-0.25,-0.06
1253,Raphael Guerreiro,29,2335,81,76.3,25.9,26,87,18,3,27,3,1.97,63,29,+34,+1.31,+0.19,45.3,28.6,+16.7,+0.64,+0.22
1254,Adrian Guerrero,2,126,63,3.7,1.4,1,81,0,1,45,3,2.00,3,3,0,0.00,+0.19,1.8,1.7,+0.1,+0.08,+0.43
1258,Ander Guevara,14,939,67,27.5,10.4,11,81,6,3,15,11,1.64,17,16,+1,+0.10,-0.16,15.5,14.4,+1.1,+0.10,-0.07
1259,Babacar Gueye,3,110,37,3.6,1.2,1,61,0,2,25,3,0.00,0,6,-6,-4.91,-3.96,0.6,2.8,-2.2,-1.79,-1.00
1260,John Guidetti,5,96,19,2.8,1.1,1,57,0,4,10,8,1.20,0,2,-2,-1.87,-1.25,0.4,2.9,-2.5,-2.31,-1.88
1261,Josuha Guilavogui,25,2062,82,67.4,22.9,23,89,20,2,12,1,1.36,28,30,-2,-0.09,-0.45,34.0,28.0,+6.0,+0.26,-0.09
1262,Frederic Guilbert,25,2041,82,59.7,22.7,22,88,19,3,35,6,1.04,29,36,-7,-0.31,+0.93,27.8,43.3,-15.4,-0.68,-0.15
1267,Manuel Gulde,17,1371,81,44.8,15.2,15,86,11,2,44,6,0.94,17,26,-9,-0.59,-1.12,19.5,31.7,-12.2,-0.80,-0.50
1268,Sinan Gumus,3,96,32,2.8,1.1,1,64,0,2,16,3,1.00,0,2,-2,-1.87,-1.23,0.7,2.3,-1.6,-1.49,-1.23
1269,Ilkay Gundogan,31,2020,65,59.1,22.4,21,84,16,10,25,5,2.03,50,28,+22,+0.98,-1.91,49.7,26.0,+23.6,+1.05,-1.01
1272,Koray Gunter,32,2733,85,79.9,30.4,31,88,28,1,4,4,1.25,37,41,-4,-0.13,-0.13,42.0,43.3,-1.3,-0.04,+0.20
1276,Luiz Gustavo,3,190,63,7.5,2.1,2,91,2,1,9,0,1.33,0,2,-2,-0.95,-1.49,2.3,1.7,+0.5,+0.26,+0.11
1280,Erling Haaland,15,1063,71,34.7,11.8,11,86,7,4,30,0,2.20,31,12,+19,+1.61,+0.53,19.3,13.8,+5.5,+0.46,-0.20
1281,Janik Haberer,26,1721,66,56.2,19.1,20,81,12,6,17,0,1.23,20,30,-10,-0.52,-1.26,24.9,37.1,-12.2,-0.64,-0.26
1283,Alexander Hack,14,805,58,26.3,8.9,9,84,7,5,10,13,0.93,12,27,-15,-1.68,-1.44,11.9,18.5,-6.6,-0.74,-0.54
1284,Munir El Haddadi,21,1250,60,36.5,13.9,14,76,5,7,27,8,1.57,20,10,+10,+0.72,+0.31,19.8,9.6,+10.2,+0.74,+0.45
1285,Andre Hahn,15,702,47,22.9,7.8,8,69,3,7,22,11,1.27,8,17,-9,-1.15,-0.81,10.9,13.2,-2.3,-0.29,+0.14
1286,Amadou Haidara,19,756,40,24.7,8.4,5,86,3,14,23,15,2.05,16,15,+1,+0.12,-1.56,17.9,12.9,+5.0,+0.59,-0.48
1287,Achraf Hakimi,33,2715,82,88.7,30.2,29,89,25,4,36,0,2.00,73,34,+39,+1.29,+0.25,52.6,35.7,+16.9,+0.56,-0.28
1288,Sebastien Haller,32,2266,71,66.3,25.2,24,87,20,8,23,1,1.06,31,41,-10,-0.40,-0.16,32.0,44.6,-12.5,-0.50,-0.29
1289,Marcel Halstenberg,29,2520,87,82.4,28.0,28,88,25,1,45,1,1.83,63,28,+35,+1.25,-0.25,60.3,31.6,+28.7,+1.03,+0.38
1290,Romain Hamouma,14,865,62,34.3,9.6,9,80,4,5,30,3,1.29,15,20,-5,-0.52,+0.08,13.3,12.8,+0.4,+0.05,+0.47
1292,Grant Hanley,15,1262,84,36.9,14.0,14,89,13,1,13,3,0.80,12,25,-13,-0.93,+0.57,15.3,22.5,-7.2,-0.51,+0.41
1293,Lukas Haraslin,11,384,35,11.2,4.3,4,56,0,7,23,5,1.09,11,6,+5,+1.17,+1.14,7.1,5.6,+1.6,+0.37,+0.69
1294,Amine Harit,25,2102,84,68.7,23.4,24,87,16,1,15,0,1.36,30,37,-7,-0.30,+0.92,26.6,35.4,-8.9,-0.38,+0.08
1300,Makoto Hasebe,23,1968,86,64.3,21.9,21,90,21,2,39,8,1.35,42,38,+4,+0.18,+0.60,42.2,32.4,+9.9,+0.45,+0.47
1301,Hans Hateboer,32,2356,74,68.9,26.2,25,87,22,7,27,4,2.03,71,34,+37,+1.41,+0.31,62.5,29.3,+33.2,+1.27,+0.50
1304,Kortney Hause,18,1545,86,45.2,17.2,17,90,17,1,15,2,0.72,14,34,-20,-1.17,-0.88,17.8,30.7,-12.9,-0.75,-0.24
1305,Kai Havertz,30,2454,82,80.2,27.3,29,84,20,1,26,1,1.93,50,35,+15,+0.55,+0.25,45.5,40.8,+4.8,+0.18,-0.28
1306,Isaac Hayden,29,2223,77,65.0,24.7,26,83,20,3,19,2,1.34,26,32,-6,-0.24,+0.81,25.6,43.1,-17.6,-0.71,+0.23
1309,Eden Hazard,16,1077,67,31.5,12.0,14,74,3,2,20,3,2.44,27,5,+22,+1.84,+0.95,25.5,8.6,+16.9,+1.41,+0.73
1310,Thorgan Hazard,33,2380,72,77.8,26.4,28,80,11,5,27,0,2.09,65,26,+39,+1.47,+0.95,46.1,29.3,+16.8,+0.64,+0.20
1312,Jonas Hector,29,2433,84,79.5,27.0,28,87,25,1,9,2,1.10,41,54,-13,-0.48,+0.24,39.1,41.8,-2.7,-0.10,+0.14
1314,Dominique Heintz,28,2434,87,79.5,27.0,27,90,26,1,9,6,1.43,37,37,0,0.00,-0.14,37.2,52.7,-15.5,-0.57,-0.24
1317,Jordan Henderson,30,2238,75,65.4,24.9,26,84,16,4,16,1,2.77,54,14,+40,+1.61,+0.69,45.1,22.7,+22.4,+0.90,+0.23
1318,Liam Henderson,4,196,49,5.7,2.2,2,82,1,2,17,13,1.75,1,3,-2,-0.92,-0.86,1.5,3.7,-2.1,-0.99,-0.96
1320,Jeff Hendrick,24,1931,80,56.5,21.5,22,86,16,2,19,4,1.50,25,30,-5,-0.23,-0.11,29.7,29.9,-0.2,-0.01,+0.12
1322,Rouwen Hennings,32,2459,77,80.4,27.3,27,88,22,5,18,1,0.94,31,56,-25,-0.92,-0.02,30.7,47.2,-16.5,-0.60,+0.65
1323,Benjamin Henrichs,13,890,68,35.3,9.9,10,86,8,3,9,3,1.31,11,19,-8,-0.81,-1.25,14.0,16.2,-2.1,-0.22,-0.67
1324,Dalbert Henrique,31,2484,80,72.6,27.6,29,83,20,2,32,4,1.23,37,35,+2,+0.07,-0.02,37.9,34.5,+3.4,+0.12,0.00
1327,Christophe Herelle,15,1103,74,43.8,12.3,13,80,8,2,33,0,1.53,19,15,+4,+0.33,+0.39,18.4,19.1,-0.7,-0.05,+0.43
1328,Mario Hermoso,17,1217,72,35.6,13.5,15,79,10,2,19,14,2.12,17,9,+8,+0.59,-0.06,22.3,11.0,+11.3,+0.84,+0.30
1331,Javier Hernandez,2,107,54,3.1,1.2,1,82,0,1,25,0,0.50,1,4,-3,-2.52,-2.25,1.2,3.8,-2.6,-2.17,-1.82
1332,Javier Hernandez,9,448,50,13.1,5.0,4,83,1,5,23,6,1.33,5,4,+1,+0.20,-0.37,8.7,5.4,+3.3,+0.67,+0.25
1333,Juan Hernandez,5,87,17,2.5,1.0,1,45,0,4,11,9,0.40,1,2,-1,-1.03,-0.74,1.2,1.6,-0.4,-0.41,-0.25
1334,Lucas Hernandez,19,920,48,30.1,10.2,10,77,6,9,17,2,2.68,30,10,+20,+1.96,-0.06,23.3,14.4,+8.8,+0.86,-0.93
1335,Onel Hernandez,26,1384,53,40.5,15.4,14,83,6,12,19,2,0.35,10,32,-22,-1.43,-0.24,10.4,26.9,-16.5,-1.07,-0.50
1336,Theo Hernandez,33,2817,85,82.4,31.3,32,87,29,1,19,1,1.79,58,38,+20,+0.64,+1.09,55.7,37.0,+18.7,+0.60,+0.76
1337,Hernani,32,2419,76,70.7,26.9,27,84,19,5,29,0,1.31,38,40,-2,-0.07,-0.16,31.1,45.8,-14.7,-0.55,-0.44
1338,Ander Herrera,8,547,68,22.5,6.1,6,85,4,2,18,4,2.38,17,7,+10,+1.65,-0.31,15.8,4.9,+10.9,+1.79,-0.13
1339,Hector Herrera,21,1123,53,32.8,12.5,12,80,6,9,19,12,1.76,16,7,+9,+0.72,+0.13,21.2,8.6,+12.5,+1.01,+0.54
1340,Sergio Herrera,19,1655,87,48.4,18.4,18,88,17,1,72,16,1.32,19,27,-8,-0.44,-0.44,19.9,25.1,-5.2,-0.28,-0.55
1341,Yangel Herrera,30,2368,79,69.2,26.3,28,82,18,2,32,2,1.63,37,28,+9,+0.34,+0.51,30.2,27.3,+2.9,+0.11,+0.16
1342,Iago Herrerin,5,425,85,12.4,4.7,4,90,4,1,65,33,0.60,3,9,-6,-1.27,-1.54,6.9,5.2,+1.7,+0.35,+0.62
1343,Patrick Herrmann,27,1453,54,47.5,16.1,16,79,6,11,17,7,2.11,38,20,+18,+1.11,+0.67,41.8,20.7,+21.1,+1.31,+1.03
1344,Pablo Hervias,25,1017,41,29.7,11.3,9,69,1,16,25,8,1.04,5,14,-9,-0.80,-0.72,6.9,16.6,-9.6,-0.85,-0.54
1346,Son Heung-min,30,2476,83,72.4,27.5,28,85,16,2,45,0,1.67,48,31,+17,+0.62,+0.90,37.6,37.9,-0.3,-0.01,+0.56
1347,Gonzalo Higuain,32,1866,58,54.6,20.7,20,79,7,12,23,2,2.13,41,25,+16,+0.77,-0.21,39.3,25.4,+13.9,+0.67,-0.04
1349,Martin Hinteregger,31,2721,88,88.9,30.2,30,90,29,1,22,2,1.35,51,54,-3,-0.10,-0.63,51.3,45.5,+5.7,+0.19,-0.83
1352,Marwin Hitz,4,290,73,9.5,3.2,3,90,3,1,20,27,2.50,8,1,+7,+2.17,+1.00,6.1,5.3,+0.8,+0.26,-0.36
1354,Andre Hoffmann,29,2428,84,79.3,27.0,27,87,23,2,43,3,1.00,30,51,-21,-0.78,+0.65,27.5,45.8,-18.3,-0.68,+0.26
1355,Nicolas Hofler,32,2783,87,90.9,30.9,31,89,28,1,35,0,1.38,43,42,+1,+0.03,+0.03,42.4,58.7,-16.3,-0.53,-0.01
1356,Jonas Hofmann,24,1633,68,53.4,18.1,18,85,12,6,18,3,2.00,36,24,+12,+0.66,-0.22,38.3,24.6,+13.7,+0.76,-0.02
1358,Marco Hoger,15,676,45,22.1,7.5,6,68,1,9,30,16,0.60,6,24,-18,-2.40,-2.40,6.7,16.7,-10.0,-1.33,-1.54
1359,Rob Holding,8,581,73,17.0,6.5,6,88,5,2,28,10,1.63,11,9,+2,+0.31,+0.12,8.0,10.2,-2.3,-0.35,-0.16
1360,Jose Holebas,14,1025,73,30.0,11.4,11,89,9,3,17,7,0.71,8,28,-20,-1.76,-1.46,12.5,20.5,-8.1,-0.71,-0.66
1361,Lucas Holer,34,2485,73,81.2,27.6,28,83,12,6,25,0,1.41,39,41,-2,-0.07,-0.54,38.4,55.2,-16.8,-0.61,-0.45
1362,Mason Holgate,27,2054,76,60.1,22.8,24,85,22,3,8,7,1.52,30,34,-4,-0.18,+0.35,32.5,27.9,+4.7,+0.20,+0.35
1364,Gerrit Holtmann,24,1065,44,34.8,11.8,13,61,2,11,24,7,0.63,11,22,-11,-0.93,+0.24,14.2,23.6,-9.3,-0.79,+0.05
1366,Franck Honorat,12,849,71,33.7,9.4,9,83,6,3,35,2,0.92,14,15,-1,-0.11,+0.70,12.0,10.9,+1.1,+0.12,+0.58
1370,Conor Hourihane,27,1534,57,44.9,17.0,18,75,4,9,20,10,1.04,20,29,-9,-0.53,+0.28,21.4,26.3,-4.9,-0.29,+0.60
1374,Florian Hubner,11,850,77,27.8,9.4,9,85,8,2,43,8,1.27,9,14,-5,-0.53,-0.04,14.2,13.3,+1.0,+0.10,+0.66
1375,Callum Hudson-Odoi,22,863,39,25.2,9.6,7,85,4,15,18,3,1.77,17,14,+3,+0.31,-0.11,18.1,10.4,+7.7,+0.80,-0.01
1376,Will Hughes,30,2252,75,65.8,25.0,27,79,13,3,37,3,0.83,23,46,-23,-0.92,-0.53,29.7,39.7,-10.0,-0.40,-0.45
1379,Uwe Hunemeier,16,1209,76,39.5,13.4,13,88,12,3,22,12,0.69,14,30,-16,-1.19,-0.17,14.6,27.6,-13.0,-0.97,-0.23
1380,Adrien Hunou,23,1210,53,48.0,13.4,13,80,4,10,17,1,1.74,21,12,+9,+0.67,+0.33,21.5,14.0,+7.6,+0.56,+0.61
1383,Elseid Hysaj,20,1481,74,43.3,16.5,17,83,11,3,22,14,2.00,24,17,+7,+0.43,+0.24,21.3,15.7,+5.6,+0.34,-0.18
1384,Suk Hyun-jun,13,262,20,10.4,2.9,1,71,0,12,16,5,1.31,3,2,+1,+0.34,+0.18,2.9,3.6,-0.7,-0.24,-0.35
1385,Pierre Hojbjerg,33,2752,83,80.5,30.6,30,90,29,3,18,1,1.27,39,51,-12,-0.39,-0.80,45.5,42.4,+3.2,+0.10,+0.09
1386,Simone Iacoponi,36,3053,85,89.3,33.9,34,89,32,2,12,1,1.28,48,50,-2,-0.06,-0.30,41.6,56.9,-15.4,-0.45,-0.33
1387,Iago,10,674,67,22.0,7.5,7,90,7,3,15,8,0.80,9,15,-6,-0.80,-0.35,7.4,15.5,-8.1,-1.09,-0.88
1388,Robert Ibanez,14,537,38,15.7,6.0,5,72,0,9,20,5,1.14,7,9,-2,-0.34,-0.15,7.3,7.2,+0.1,+0.01,+0.01
1390,Roger Ibanez,9,614,68,18.0,6.8,7,82,4,2,19,5,2.11,15,8,+7,+1.03,+0.42,14.5,9.1,+5.4,+0.79,+0.20
1392,Vedad Ibisevic,25,1257,50,41.1,14.0,15,74,3,10,15,9,1.28,25,22,+3,+0.21,+0.91,18.8,23.1,-4.3,-0.31,+0.05
1393,Vicente Iborra,34,2648,78,77.4,29.4,33,79,18,1,28,0,1.59,48,39,+9,+0.31,-0.28,49.4,34.1,+15.3,+0.52,+0.28
1395,Zlatan Ibrahimovic,18,1362,76,39.8,15.1,16,81,11,2,31,0,2.11,34,17,+17,+1.12,+1.12,28.4,19.9,+8.6,+0.57,+0.17
1396,Mauro Icardi,20,1267,63,52.1,14.1,14,83,7,6,17,1,2.65,47,16,+31,+2.20,+0.65,42.8,13.3,+29.4,+2.09,+0.41
1398,Adam Idah,12,228,19,6.7,2.5,1,64,0,11,15,5,0.08,0,9,-9,-3.55,-2.42,1.6,5.9,-4.3,-1.68,-0.97
1401,Borja Iglesias,35,1922,55,56.2,21.4,21,80,8,14,17,1,1.06,27,30,-3,-0.14,+0.40,27.6,30.6,-3.0,-0.14,-0.09
1402,Igor,17,1337,79,39.1,14.9,15,85,10,2,30,3,0.65,11,24,-13,-0.88,+0.72,17.4,27.2,-9.8,-0.66,+0.12
1404,Igor,9,611,68,17.9,6.8,6,87,5,3,30,8,1.00,9,10,-1,-0.15,-0.28,11.0,9.2,+1.8,+0.26,+0.16
1405,Kelechi Iheanacho,20,960,48,28.1,10.7,12,61,2,8,28,9,1.30,18,9,+9,+0.84,+0.22,20.7,11.0,+9.7,+0.91,+0.65
