,Player,90s,Performance - CrdY,Performance - CrdR,Performance - 2CrdY,Performance - Fls,Performance - Fld,Performance - Off,Performance - Crs,Performance - Int,Performance - TklW,Performance - PKwon,Performance - PKcon,Performance - OG,Performance - Recov,Aerial Duels - Won,Aerial Duels - Lost,Aerial Duels - Won%
0,Ismael Aaneba,2.3,3,0,0,6,0,0,11,8,6,0,0,0,18,1,5,16.7
1,Patrick van Aanholt,35.5,3,0,0,12,14,10,42,40,24,0,0,0,216,10,12,45.5
2,Ignazio Abate,14.5,4,0,0,13,6,0,26,18,19,0,1,0,71,13,8,61.9
4,Yunis Abdelhamid,38.0,2,0,0,34,20,1,0,65,33,0,1,1,205,113,71,61.4
5,Mehdi Abeid,22.5,6,0,0,57,28,1,24,29,33,0,0,0,145,17,26,39.5
6,Charles Abi,0.4,0,0,0,2,1,0,0,0,4,0,0,0,5,2,1,66.7
7,David Abraham,15.8,2,0,0,11,9,0,8,24,14,0,0,0,104,40,22,64.5
8,Amir Abrashi,8.8,5,0,0,19,16,0,2,14,11,0,0,0,61,5,4,55.6
9,Francesco Acerbi,36.8,4,1,1,24,42,3,6,61,30,0,0,0,226,96,43,69.1
10,Afriyie Acquah,16.8,4,0,0,27,32,1,34,12,9,0,0,0,88,22,28,44.0
11,Tyler Adams,8.0,0,0,0,13,11,0,2,16,17,0,0,0,60,17,14,54.8
13,Aday,7.2,2,0,0,6,8,0,50,7,8,0,1,0,24,2,5,28.6
14,Khaled Adenon,22.2,7,1,1,32,20,2,0,31,22,0,0,1,107,51,58,46.8
15,Claud Adjapong,3.0,1,0,0,3,6,2,5,1,2,0,0,0,12,2,4,33.3
16,Yacine Adli,2.4,1,0,0,4,1,0,9,2,2,0,0,0,16,2,1,66.7
17,Ali Adnan Kadhim,1.8,0,0,0,2,2,0,14,3,1,0,0,0,8,6,3,66.7
18,Aritz Aduriz,10.5,5,0,0,28,8,12,6,0,2,0,1,0,17,52,57,47.7
19,Luis Advincula,26.5,6,2,2,48,46,0,54,19,38,2,0,0,131,24,33,42.1
20,Martin Agirregabiria,22.6,4,0,0,24,28,0,42,27,29,0,0,0,116,19,27,41.3
21,Nayef Aguerd,11.7,4,1,0,19,8,0,3,14,12,0,1,0,58,41,23,64.1
22,Sergio Aguero,27.3,4,0,0,21,25,26,13,9,9,0,0,0,70,17,22,43.6
23,Ruben Aguilar,28.1,8,0,0,37,40,1,115,37,51,0,1,0,185,28,32,46.7
24,Juan Aguilera,3.8,1,0,0,3,6,0,2,4,2,0,0,0,27,4,4,50.0
26,Emmanuel Agyemang-Badu,1.8,0,0,0,2,4,0,2,1,0,0,0,0,6,4,4,50.0
27,Jean-Eudes Aholou,11.9,2,0,0,26,17,0,5,17,11,0,0,0,79,22,25,46.8
28,Antonis Aidonis,0.9,1,0,0,1,0,0,6,2,1,0,0,0,4,2,4,33.3
29,Ola Aina,24.0,5,1,0,31,38,4,63,39,36,0,0,0,167,41,29,58.6
30,Youssef Ait Bennasser,10.4,0,0,0,10,10,0,4,19,13,0,0,0,74,7,10,41.2
31,Youssef Ait Bennasser,11.9,2,0,0,11,11,0,2,15,16,0,0,0,119,7,10,41.2
32,Rayan Ait Nouri,0.6,1,0,0,1,1,0,0,0,2,0,1,0,2,0,2,0.0
33,Ludovic Ajorque,17.0,5,0,0,45,16,2,5,5,13,1,0,0,32,104,60,63.4
34,Manuel Akanji,24.5,1,0,0,13,17,0,2,27,19,0,0,0,121,44,37,54.3
35,Carlos Akapo,11.4,2,0,0,16,13,0,7,23,15,0,0,0,54,20,14,58.8
36,Nathan Ake,37.9,3,0,0,28,21,2,6,32,35,1,1,0,182,86,66,56.6
37,Sergio Akieme,2.0,0,0,0,2,2,0,8,1,3,0,0,1,8,1,5,16.7
38,Chadrac Akolo,5.8,0,0,0,8,15,1,8,4,6,0,0,0,31,6,17,26.1
39,Kevin Akpoguma,5.5,2,0,0,6,10,0,0,12,15,0,0,0,31,5,7,41.7
40,Kevin Akpoguma,3.5,2,0,0,4,2,0,0,10,6,0,1,0,14,6,5,54.5
41,David Alaba,28.1,4,0,0,13,11,5,115,31,21,0,0,0,148,24,22,52.2
42,Sofiane Alakouch,21.1,4,0,0,29,32,0,40,46,44,0,0,0,93,18,26,40.9
43,Lucas Alario,14.1,1,0,0,23,24,14,5,1,8,0,0,0,37,40,72,35.7
44,Jordi Alba,33.2,6,0,0,25,19,9,52,60,22,1,0,0,208,16,37,30.2
45,Luis Alberto,22.1,5,1,0,23,24,3,171,10,22,0,0,0,117,14,21,40.0
46,Raul Albiol,19.0,4,0,0,10,7,0,3,20,8,0,1,0,102,46,33,58.2
47,Miiko Albornoz,18.4,3,1,0,34,37,1,57,16,26,0,1,0,94,8,24,25.0
48,Marc Albrighton,18.1,3,0,0,10,20,2,125,23,22,0,0,0,141,15,18,45.5
49,Paco Alcacer,13.5,0,0,0,5,7,9,3,6,1,0,0,0,26,12,33,26.7
50,Pedro Alcala,20.8,9,0,0,21,13,2,3,36,23,0,0,0,106,84,46,64.6
52,Thiago Alcantara,26.8,5,0,0,52,34,0,69,44,65,0,1,0,266,34,38,47.2
53,Ruben Alcaraz,33.1,13,0,0,69,109,1,39,38,54,0,0,0,268,49,66,42.6
54,Toby Alderweireld,32.5,3,0,0,10,1,1,6,24,23,0,0,1,193,54,47,53.5
55,Alex Alegria,1.6,0,0,0,7,4,3,0,0,1,0,0,0,4,6,8,42.9
57,Ivan Alejo,1.6,2,1,0,10,7,0,7,0,0,0,0,0,5,3,3,50.0
58,Carles Alena,7.1,2,0,0,9,14,1,3,2,4,0,0,0,38,5,4,55.6
59,Runar Alex Runarsson,25.0,0,0,0,0,4,0,0,1,0,0,0,0,33,10,0,100.0
61,Trent Alexander-Arnold,27.4,3,0,0,14,7,4,201,35,39,0,0,0,169,9,23,28.1
62,Rachid Alioui,13.9,1,0,0,11,11,5,19,10,5,0,0,0,40,42,67,38.5
63,Alisson,38.0,1,0,0,0,1,0,0,1,1,0,0,0,70,11,1,91.7
64,Bobby Allain,13.0,1,0,0,1,6,0,0,0,0,0,1,0,14,9,3,75.0
65,Allan,29.1,10,0,0,50,62,0,14,36,70,0,0,0,275,13,16,44.8
66,Allan,2.0,1,0,0,5,5,0,3,0,4,0,0,0,10,1,3,25.0
67,Dele Alli,20.3,4,0,0,23,20,3,10,19,19,0,0,0,124,20,20,50.0
68,Miguel Almiron,8.4,0,0,0,6,17,4,21,8,12,0,0,0,61,1,9,10.0
69,Junior Alonso,6.0,2,0,0,6,2,1,12,5,9,0,0,0,33,18,7,72.0
70,Marcos Alonso,30.7,6,0,0,28,37,2,98,39,46,2,1,0,212,66,54,55.0
71,Mickael Alphonse,6.3,0,0,0,9,10,0,22,9,5,0,0,0,27,14,3,82.4
72,Sergio Alvarez,11.9,1,0,0,19,6,1,0,17,25,0,0,0,76,35,20,63.6
73,Sergio Alvarez,13.0,1,0,0,1,0,0,0,0,0,0,1,0,18,4,0,100.0
74,Yeray Alvarez,29.0,10,0,0,31,24,0,4,63,30,0,0,0,138,93,66,58.5
75,Bruno Alves,32.5,9,1,1,31,12,0,17,29,8,0,1,1,129,102,38,72.9
76,Dani Alves,18.0,4,0,0,43,23,4,61,8,22,0,0,1,121,11,18,37.9
78,Alfons Amade,0.1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,100.0
79,Ibrahim Amadou,8.5,2,0,0,12,10,1,6,11,20,0,0,0,45,24,16,60.0
80,Romain Amalfitano,28.0,3,1,0,42,29,1,25,47,33,0,0,0,154,13,35,27.1
81,Daniel Amartey,7.1,2,0,0,6,1,1,3,17,12,0,1,0,58,14,9,60.9
82,Jordi Amat,30.7,9,0,0,47,9,1,0,43,31,0,2,0,147,48,48,50.0
83,Amath,11.1,4,0,0,27,21,3,11,10,13,0,0,0,55,12,22,35.3
84,Jordan Amavi,24.2,7,2,0,46,33,1,82,46,50,0,1,0,110,71,31,69.6
85,Kelvin Amian,32.0,6,0,0,38,11,3,21,36,45,0,1,0,148,47,49,49.0
86,Nadiem Amiri,8.4,1,0,0,14,14,0,11,7,9,0,0,0,44,3,8,27.3
88,Luke Amos,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0
89,Joachim Andersen,32.0,7,0,0,31,13,0,1,35,27,0,2,0,159,74,60,55.2
90,Felipe Anderson,33.8,3,0,0,27,52,5,122,41,49,0,1,0,227,9,26,25.7
91,Florin Andone,9.8,5,0,0,28,20,4,5,3,2,0,0,0,42,36,73,33.0
92,Benjamin Andre,27.7,8,1,1,59,48,5,13,54,60,1,0,0,218,141,98,59.0
93,Marco Andreolli,1.2,1,0,0,4,0,0,0,1,1,0,1,0,1,6,1,85.7
94,Marco Andreolli,7.2,2,0,0,7,3,1,0,6,6,0,1,0,27,22,12,64.7
95,Yoann Andreu,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,100.0
96,Jose Angel,33.6,10,0,0,22,17,1,260,41,46,0,1,0,234,49,34,59.0
97,Miguel Angel Moya,11.0,1,0,0,0,1,0,0,1,1,0,0,0,18,4,0,100.0
98,Cristian Ansaldi,20.1,3,0,0,22,32,2,147,15,26,0,0,0,114,3,16,15.8
99,Mirco Antenucci,23.7,0,0,0,29,37,17,29,5,9,0,0,0,54,34,41,45.3
100,Waldemar Anton,34.0,4,0,0,25,19,0,5,69,32,0,1,1,215,83,73,53.2
101,Luca Antonelli,8.4,1,0,0,10,22,3,8,16,11,0,0,0,46,10,9,52.6
102,Mauro Antonio Burruchaga,0.6,0,0,0,1,0,0,0,0,2,0,0,0,6,1,1,50.0
104,Michail Antonio,23.4,3,0,0,34,44,10,50,18,14,2,0,0,114,79,103,43.4
105,Antonito,20.7,5,0,0,29,12,5,93,18,21,0,0,0,84,12,23,34.3
106,Vitorino Antunes,24.2,5,0,0,37,20,1,141,43,26,0,0,0,151,21,37,36.2
107,Anuar,12.0,6,0,0,29,15,4,2,11,19,0,0,0,53,26,32,44.8
108,Dennis Aogo,11.4,1,0,0,9,6,2,52,9,10,0,0,0,63,11,4,73.3
109,Houssem Aouar,34.0,2,0,0,30,53,11,7,32,38,2,0,0,218,17,33,34.0
111,Mauro Arambarri,29.7,8,0,0,65,57,1,24,30,33,1,1,1,166,53,44,54.6
112,Guilherme Arana,7.0,3,0,0,5,8,0,19,9,6,0,0,0,35,3,3,50.0
113,Charles Aranguiz,21.0,3,0,0,27,32,0,24,25,30,0,0,0,160,12,11,52.2
114,Luiz Araujo,8.7,2,1,0,22,8,1,30,3,17,0,0,0,35,1,11,8.3
115,Nestor Araujo,29.8,3,1,1,15,4,1,2,35,22,0,1,0,127,70,46,60.3
116,Anaitz Arbilla,21.7,6,1,1,14,5,0,8,46,24,0,0,0,151,59,41,59.0
117,Joaquin Ardaiz,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,50.0
118,Alphonse Areola,21.0,1,0,0,0,1,0,0,0,1,0,0,0,27,2,1,66.7
119,Santiago Arias,19.7,4,0,0,21,32,2,51,34,32,0,0,0,99,41,34,54.7
120,Lorenzo Ariaudo,18.7,2,0,0,15,22,1,1,14,14,0,0,1,62,47,29,61.8
121,Nicolo Armini,0.4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0.0
122,Yoel Armougom,20.6,5,1,1,19,15,1,71,21,21,0,1,0,87,26,27,49.1
123,Stuart Armstrong,15.9,2,0,0,20,21,3,25,12,20,0,1,0,79,17,22,43.6
124,Jose Arnaiz,1.3,0,0,0,1,4,0,2,2,1,0,0,0,5,4,1,80.0
125,Marko Arnautovic,22.1,3,0,0,30,12,21,18,3,5,0,1,0,48,22,24,47.8
126,Maximilian Arnold,31.9,7,0,0,45,81,2,134,35,30,1,0,0,207,25,44,36.2
127,Kepa Arrizabalaga,36.0,2,0,0,0,4,0,0,0,1,0,0,0,57,7,0,100.0
128,Harry Arter,22.2,10,0,0,25,14,2,17,21,37,0,0,0,128,6,14,30.0
130,Kwadwo Asamoah,29.7,6,0,0,27,69,0,74,40,26,0,0,0,206,19,22,46.3
131,Takuma Asano,7.8,0,0,0,5,14,5,9,2,3,0,0,0,25,5,22,18.5
132,Santiago Ascacibar,27.0,10,1,0,24,33,0,11,43,50,0,0,1,190,28,39,41.8
133,Sergio Asenjo,32.0,0,0,0,0,3,0,0,3,0,0,0,0,37,7,2,77.8
134,Marco Asensio,19.8,3,0,0,18,21,8,78,14,8,3,0,0,76,4,14,22.2
135,Iago Aspas,25.0,5,0,0,16,43,7,32,16,11,1,0,0,97,24,43,35.8
136,Simon Asta,1.0,1,0,0,1,0,0,1,3,3,0,0,0,4,2,1,66.7
137,Youcef Atal,25.1,8,0,0,42,58,9,72,56,44,3,0,0,145,44,41,51.8
138,Christian Atsu,16.6,2,0,0,13,25,4,42,7,15,0,0,0,86,10,58,14.7
139,Pierre-Emerick Aubameyang,30.3,0,0,0,13,23,23,43,8,17,1,0,0,66,32,83,27.8
140,Emil Audero,36.0,4,0,0,2,5,0,0,1,3,0,2,0,63,9,0,100.0
141,Jean-Kevin Augustin,5.1,0,0,0,11,16,5,2,3,0,0,0,0,16,1,15,6.3
142,Ludwig Augustinsson,33.6,5,0,0,42,26,2,129,38,31,0,1,0,170,63,68,48.1
143,Serge Aurier,6.3,1,0,0,17,2,1,24,7,12,0,0,0,31,12,13,48.0
144,Charlie Austin,10.9,1,0,0,14,18,9,0,2,7,0,0,0,28,42,80,34.4
145,Ezequiel Avila,22.2,12,1,1,38,46,10,40,13,10,0,0,0,75,68,69,49.6
146,Jordan Ayew,13.1,3,0,0,31,25,9,15,7,23,0,0,0,41,32,89,26.4
147,Kaan Ayhan,27.2,10,0,0,25,16,2,4,59,29,0,2,0,156,44,29,60.3
148,Floyd Ayite,5.3,0,0,0,6,7,4,6,7,4,0,0,0,37,6,7,46.2
149,Cesar Azpilicueta,37.8,4,0,0,39,16,2,118,43,60,1,1,0,201,68,50,57.6
150,Abdoulaye Ba,23.4,4,2,0,24,13,1,1,29,33,0,3,0,154,68,30,69.4
152,Ludovic Baal,1.4,0,0,0,0,2,0,1,2,3,0,0,0,15,0,1,0.0
153,Khouma Babacar,16.5,0,0,0,30,20,10,3,3,3,1,1,0,37,31,38,44.9
154,Ryan Babel,13.9,3,0,0,14,16,9,38,6,4,0,0,0,48,15,19,44.1
156,Carlos Bacca,14.1,3,0,0,19,9,15,6,8,2,1,0,0,30,21,24,46.7
157,Juninho Bacuna,15.7,4,0,0,33,22,1,34,24,29,0,1,0,121,17,21,44.7
158,Leandro Bacuna,6.2,2,0,0,13,3,0,7,15,10,0,0,0,39,7,10,41.2
159,Milan Badelj,12.7,6,0,0,25,15,0,17,33,20,0,0,1,90,16,13,55.2
160,Benoit Badiashile,19.6,4,0,0,13,6,0,0,21,18,1,1,1,94,36,15,70.6
161,Holger Badstuber,5.8,1,0,0,3,3,0,0,9,4,0,0,0,22,9,12,42.9
162,Stephane Bahoken,27.4,3,0,0,54,35,30,29,8,7,0,0,0,43,38,78,32.8
163,Daniel Baier,31.3,7,0,0,51,50,0,20,60,39,0,0,0,251,28,43,39.4
164,Leon Bailey,21.3,4,0,0,17,34,6,163,14,11,0,0,0,126,13,14,48.1
165,Eric Bailly,7.1,0,1,0,5,5,0,0,13,9,0,1,0,42,13,4,76.5
166,Leighton Baines,4.2,0,0,0,2,1,1,18,2,6,0,2,0,15,2,3,40.0
167,Marvin Bakalorz,16.3,5,0,0,22,25,4,9,28,11,1,0,0,84,30,24,55.6
168,Tiemoue Bakayoko,25.6,6,1,1,44,71,0,2,50,43,0,0,0,177,70,45,60.9
169,Ridle Baku,10.4,1,0,0,9,13,1,4,8,9,0,0,0,45,9,9,50.0
170,Fabian Balbuena,22.4,2,0,0,19,4,0,1,53,20,0,1,0,102,69,60,53.5
171,Keita Balde,9.9,2,1,1,18,24,8,52,3,6,0,0,0,39,4,10,28.6
172,Gareth Bale,19.8,4,0,0,18,21,15,70,11,8,0,0,0,36,37,35,51.4
173,Mikel Balenziaga,5.8,0,0,0,10,1,1,8,2,6,0,0,0,25,5,4,55.6
175,Fode Ballo-Toure,17.7,3,0,0,13,29,2,26,27,35,1,1,0,89,29,24,54.7
176,Fode Ballo-Toure,17.7,4,0,0,17,22,1,71,28,31,0,0,1,101,29,26,52.7
177,Florent Balmont,12.0,3,0,0,21,20,0,40,6,16,0,0,0,89,1,7,12.5
178,Leon Balogun,6.6,2,0,0,5,2,1,0,17,6,0,1,0,27,13,10,56.5
179,Mario Balotelli,8.4,5,0,0,19,15,3,1,1,0,0,0,0,16,13,16,44.8
180,Mario Balotelli,10.4,5,1,0,24,25,4,2,3,3,0,0,0,26,21,28,42.9
182,Abdoulaye Bamba,28.6,6,0,0,21,22,2,70,37,29,0,0,0,139,22,28,44.0
183,Jonathan Bamba,33.4,4,0,0,25,65,2,56,41,19,0,0,0,194,27,36,42.9
184,Sol Bamba,27.5,7,0,0,35,12,3,1,82,42,0,2,0,175,93,43,68.4
185,Yacine Bammou,10.3,2,0,0,9,9,3,25,9,7,0,0,0,47,20,25,44.4
186,Ever Banega,29.6,17,2,1,57,67,2,131,28,50,0,1,0,290,11,25,30.6
187,Mattia Bani,29.0,8,1,1,31,34,2,5,57,40,0,1,1,132,90,46,66.2
188,Leo Baptistao,13.7,3,0,0,25,22,4,10,8,14,0,0,0,76,14,20,41.2
189,Antonin Barak,3.7,0,0,0,4,3,0,5,2,6,0,0,0,21,4,4,50.0
190,Federico Barba,27.6,6,2,1,36,11,1,26,65,14,0,1,0,150,53,32,62.4
191,Danilo Barbosa,17.2,1,1,0,18,34,0,2,15,20,0,0,0,72,18,18,50.0
192,Enis Bardhi,31.5,6,0,0,61,47,5,72,31,43,1,1,0,198,10,27,27.0
193,Francesco Bardi,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
194,Phil Bardsley,18.6,9,0,0,22,11,0,37,31,19,0,0,1,70,32,28,53.3
195,Nicolo Barella,34.5,10,2,2,60,82,3,92,38,65,0,2,0,253,19,47,28.8
196,Philipp Bargfrede,12.0,6,0,0,25,16,0,2,34,15,0,0,0,78,27,19,58.7
197,Antonino Barilla,29.1,10,0,0,67,32,3,39,36,36,1,0,0,151,22,42,34.4
198,Ross Barkley,13.8,1,0,0,14,27,0,7,9,10,0,0,0,89,19,8,70.4
199,Aymen Barkok,5.7,0,0,0,9,0,0,12,4,6,0,0,0,42,12,8,60.0
200,Ashley Barnes,26.5,8,0,0,54,65,22,6,2,17,1,0,1,77,119,223,34.8
201,Harvey Barnes,11.2,0,0,0,7,7,2,23,3,6,0,0,0,41,7,8,46.7
202,Antonio Barragan,10.4,4,0,0,21,9,0,41,5,8,0,0,0,37,10,11,47.6
204,Antonio Barreca,6.6,0,0,0,7,7,0,19,7,8,0,0,0,29,11,12,47.8
205,Leandro Barreiro Martins,1.0,1,0,0,1,0,0,0,2,4,0,0,0,4,2,1,66.7
206,Ander Barrenetxea,4.4,0,0,0,12,6,3,6,4,2,0,0,0,18,2,7,22.2
208,Edgar Barreto,8.7,2,0,0,19,9,1,20,17,19,0,0,0,46,3,6,33.3
209,Musa Barrow,6.7,0,0,0,7,5,2,9,0,5,0,0,0,20,10,17,37.0
210,Fin Bartels,0.3,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,100.0
211,Marc Bartra,32.5,4,0,0,30,39,4,5,60,55,0,1,0,164,74,48,60.7
212,Andrea Barzagli,2.9,0,0,0,3,1,0,0,4,1,0,0,0,14,8,4,66.7
213,Daniele Baselli,26.4,5,0,0,48,34,1,81,34,45,0,1,0,175,25,34,42.4
214,Toma Basic,14.8,3,0,0,24,23,0,46,9,16,0,0,0,55,31,28,52.5
215,Thomas Basila,1.0,0,0,0,0,1,0,0,0,1,0,0,0,3,1,2,33.3
216,Borja Baston,16.0,4,0,0,41,13,12,5,4,7,0,0,0,40,48,100,32.4
217,Alessandro Bastoni,18.8,2,0,0,16,19,0,3,22,12,0,1,0,69,37,42,46.8
218,Bastos,12.7,3,0,0,13,7,1,3,7,17,0,1,0,69,17,14,54.8
219,Michy Batshuayi,8.3,0,0,0,7,2,12,1,3,1,0,0,0,30,12,31,27.9
220,Michy Batshuayi,5.9,3,0,0,16,8,5,3,0,1,0,0,0,14,10,17,37.0
221,Robert Bauer,19.1,4,1,1,19,17,0,51,28,29,0,0,0,85,13,26,33.3
222,Oliver Baumann,33.0,0,0,0,0,6,0,0,2,0,0,0,0,78,6,1,85.7
223,Timo Baumgartl,18.0,2,0,0,12,12,1,5,26,23,0,0,0,94,45,23,66.2
224,Julian Baumgartlinger,17.3,2,0,0,19,19,0,2,26,30,0,0,0,133,27,25,51.9
225,Christoph Baumgartner,0.9,2,1,1,2,3,0,1,0,0,0,0,0,8,1,0,100.0
226,Jon Bautista,6.6,1,0,0,14,9,9,0,5,3,1,0,0,14,52,57,47.7
227,Paul Baysse,0.8,1,0,0,1,0,0,0,1,0,0,0,0,4,4,1,80.0
228,Paul Baysse,19.9,3,1,1,16,12,3,3,31,14,0,2,1,81,59,42,58.4
229,Noah Joel Sarenren Bazee,1.7,0,0,0,2,2,2,4,0,0,0,0,0,13,0,4,0.0
230,Claudio Beauvue,16.7,1,0,0,20,28,4,33,10,11,1,0,0,51,64,77,45.4
231,Bebe,14.5,6,0,0,22,9,8,108,9,9,1,0,0,82,24,18,57.1
232,Bebe,0.7,0,0,0,3,1,0,10,1,0,0,0,0,2,0,1,0.0
234,Ihlas Bebou,11.8,1,0,0,9,21,4,42,9,9,0,0,0,64,20,27,42.6
235,Uffe Bech,0.2,1,0,0,2,0,0,2,0,0,0,0,0,1,1,1,50.0
236,Andreas Beck,19.7,2,0,0,24,31,0,36,22,19,0,0,0,94,25,25,50.0
237,Jan Bednarek,23.9,7,0,0,22,6,0,1,71,25,0,0,0,129,79,60,56.8
238,Andrea Beghetto,24.7,3,0,0,24,15,2,218,17,14,0,0,0,119,5,11,31.3
239,Asmir Begovic,24.0,0,0,0,0,3,0,0,1,0,0,0,0,20,11,1,91.7
240,Valon Behrami,15.1,6,0,0,46,34,0,3,18,38,0,1,0,79,24,12,66.7
241,Hanno Behrens,29.3,3,0,0,40,23,3,4,33,26,0,1,0,145,99,131,43.0
242,Ishak Belfodil,20.7,3,0,0,25,14,22,19,3,10,1,0,0,48,48,51,48.5
243,Stefan Bell,25.0,7,0,0,41,14,5,11,54,20,0,0,0,156,92,42,68.7
244,Karim Bellarabi,11.7,4,1,0,16,13,3,63,10,6,0,0,0,60,1,3,25.0
245,Hector Bellerin,17.0,3,0,0,16,6,1,39,20,12,0,0,1,79,21,24,46.7
246,Andrea Belotti,36.7,5,0,0,71,112,30,23,15,22,2,0,0,117,143,174,45.1
247,Fran Beltran,16.9,3,0,0,12,14,0,4,19,17,0,0,0,100,5,17,22.7
248,Hatem Ben Arfa,22.6,1,0,0,18,42,4,60,4,7,1,0,0,82,5,11,31.3
249,Wissam Ben Yedder,31.2,3,0,0,26,24,30,27,11,16,0,0,0,93,39,94,29.3
250,Diego Benaglio,22.9,2,0,0,1,2,0,0,0,0,0,1,0,23,5,0,100.0
251,Marco Benassi,25.4,6,1,0,25,21,2,34,9,19,0,1,0,117,14,37,27.5
252,Medhi Benatia,5.0,2,0,0,13,3,0,0,16,6,0,1,0,27,15,8,65.2
253,Lars Bender,15.1,2,0,0,27,28,1,15,21,29,0,0,0,93,35,37,48.6
254,Sven Bender,22.1,3,0,0,21,12,2,0,52,25,0,0,1,152,73,49,59.8
256,Nicolas Benezet,18.5,1,0,0,23,42,7,125,19,19,0,0,0,117,19,42,31.1
257,Walter Benitez,35.0,1,0,0,0,4,0,0,2,0,0,0,0,21,12,0,100.0
258,Ismael Bennacer,32.9,7,0,0,46,59,0,75,57,57,0,1,0,312,32,29,52.5
260,Joe Bennett,29.3,5,0,0,20,35,1,43,60,29,0,0,0,129,34,17,66.7
261,Ryan Bennett,34.0,12,0,0,37,11,1,1,43,32,0,2,0,133,119,93,56.1
262,Yassine Benrahou,2.0,0,0,0,2,4,0,16,2,6,0,0,0,12,1,6,14.3
263,Ramy Bensebaini,23.9,9,0,0,32,33,1,33,41,48,0,1,1,132,51,32,61.4
264,Nabil Bentaleb,19.9,4,0,0,31,16,1,47,35,17,0,0,0,147,38,17,69.1
265,Rodrigo Bentancur,22.3,8,1,1,39,14,2,17,43,34,0,0,0,152,35,27,56.5
266,Christian Benteke,9.0,1,0,0,18,9,10,1,0,1,0,0,0,18,89,60,59.7
267,Karim Benzema,32.8,1,0,0,23,22,36,20,8,11,1,0,0,60,43,51,45.7
268,Yassine Benzia,1.8,0,0,0,3,3,0,3,1,1,0,0,0,12,1,1,50.0
269,Domenico Berardi,31.9,5,1,0,65,92,11,120,27,21,0,0,0,159,23,34,40.4
270,Yuri Berchiche,34.7,8,0,0,38,78,3,102,42,31,0,0,0,270,75,37,67.0
271,Alex Berenguer,16.5,4,0,0,27,33,3,90,8,20,1,0,0,72,17,42,28.8
272,Bartosz Bereszynski,24.4,6,1,1,25,30,0,53,31,30,0,0,0,131,15,19,44.1
273,Johann Berg Gudmundsson,19.5,2,0,0,10,22,2,119,33,11,0,0,0,117,30,33,47.6
274,Markel Bergara,0.6,0,0,0,1,0,0,0,1,2,0,0,0,5,1,3,25.0
275,Robert Beric,13.1,0,0,0,32,23,4,3,4,5,0,0,0,23,31,49,38.8
276,Etrit Berisha,18.0,1,0,0,0,2,0,0,0,0,0,0,0,39,2,1,66.7
277,Valon Berisha,2.2,0,0,0,3,4,0,7,4,5,1,0,0,18,0,1,0.0
278,Bernard,23.5,5,0,0,17,27,2,51,27,30,0,0,0,180,3,13,18.8
279,Federico Bernardeschi,16.4,5,1,0,20,31,7,83,6,8,0,0,0,85,8,11,42.1
280,Bernardo,19.5,4,0,0,17,23,2,31,34,43,0,0,0,120,44,29,60.3
281,Paul Bernardoni,38.0,0,0,0,0,7,0,0,1,1,0,0,0,28,12,2,85.7
282,Juan Bernat,20.4,6,1,0,33,20,6,41,20,32,0,0,0,87,16,25,39.0
283,Antoine Bernede,1.9,0,0,0,2,1,0,0,3,7,0,0,0,15,3,5,37.5
284,Dimitry Bertaud,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
286,Ryan Bertrand,24.0,8,0,0,26,22,0,93,28,27,0,0,0,76,37,43,46.3
287,Daniel Bessa,27.1,8,0,0,55,18,4,56,19,35,1,0,0,164,15,32,31.9
288,Marcus Bettinelli,7.0,1,0,0,0,1,0,0,0,0,0,0,0,4,2,0,100.0
289,Jordan Beyer,8.0,1,0,0,7,4,1,1,11,18,0,0,0,22,14,15,48.3
290,Jonathan Biabiany,11.9,4,0,0,21,16,3,15,11,22,0,0,0,68,16,18,47.1
291,Giulian Biancone,1.0,0,0,0,2,0,0,1,3,3,0,0,0,5,1,2,33.3
292,Ermin Bicakcic,19.9,0,0,0,18,16,2,7,56,19,0,1,1,84,53,31,63.1
293,Pedro Bigas,6.5,1,0,0,5,4,0,0,8,3,0,0,0,29,15,8,65.2
294,Lucas Biglia,12.4,3,0,0,21,16,0,3,22,33,0,1,0,108,9,18,33.3
295,Philip Billing,24.3,7,0,0,37,30,2,56,53,44,0,1,0,174,86,28,75.4
296,Cristiano Biraghi,35.5,8,0,0,36,26,3,272,44,33,0,0,0,162,39,16,70.9
297,Davide Biraschi,31.6,3,1,0,37,31,0,51,64,38,0,1,1,190,61,51,54.5
298,Valter Birsa,3.9,0,0,0,4,3,0,37,4,3,0,0,0,23,0,12,0.0
299,Valter Birsa,12.2,1,0,0,11,12,3,63,6,9,0,0,0,59,9,22,29.0
300,Yves Bissouma,19.7,5,0,0,40,25,2,8,33,30,0,0,0,116,27,31,46.6
301,Leonardo Bittencourt,11.9,1,0,0,17,30,3,43,13,26,0,0,0,66,6,14,30.0
