,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - PK,Standard - PKatt
1605,Pedro López Muñoz,es ESP,DF,Levante,La Liga,31.0,1983.0,14.4,1.0,6.0,2.0,33.3,0.42,0.14,0.17,0.5,,0.0,0.0
1606,Nicolás López,uy URU,MF,Granada,La Liga,21.0,1993.0,1.8,0.0,7.0,0.0,0.0,3.96,0.0,0.0,,,0.0,0.0
1607,Pau López,es ESP,GK,Espanyol,La Liga,20.0,1994.0,35.5,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
1608,Alberto Lopo,es ESP,DF,La Coruña,La Liga,35.0,1980.0,8.3,0.0,4.0,0.0,0.0,0.48,0.0,0.0,,,0.0,0.0
1609,Alberto Lora,es ESP,DF,Sporting Gijón,La Liga,28.0,1987.0,26.8,0.0,7.0,0.0,0.0,0.26,0.0,0.0,,,0.0,0.0
1610,Melvyn Lorenzen,ug UGA,FW,Werder Bremen,Bundesliga,20.0,1994.0,1.7,0.0,,1.0,,,0.59,,0.0,,0.0,0.0
1612,Jonas Lössl,dk DEN,GK,Guingamp,Ligue 1,26.0,1989.0,37.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1613,Jeff Louis,ht HAI,"MF,FW",Caen,Ligue 1,22.0,1992.0,7.8,1.0,,6.0,,,0.77,,0.17,,0.0,0.0
1614,Donald Love,sct SCO,"DF,MF",Manchester Utd,Premier League,20.0,1994.0,0.6,0.0,,0.0,,,0.0,,,,0.0,0.0
1615,Vágner Love,br BRA,"FW,MF",Monaco,Ligue 1,31.0,1984.0,8.7,4.0,,13.0,,,1.5,,0.31,,0.0,1.0
1616,Dejan Lovren,hr CRO,DF,Liverpool,Premier League,26.0,1989.0,21.1,0.0,,6.0,,,0.28,,0.0,,0.0,0.0
1617,Filipe Luís,br BRA,DF,Atlético Madrid,La Liga,29.0,1985.0,31.5,1.0,9.0,2.0,22.2,0.29,0.06,0.11,0.5,,0.0,0.0
1618,José Luis Gayà,es ESP,DF,Valencia,La Liga,20.0,1995.0,16.0,0.0,2.0,1.0,50.0,0.12,0.06,0.0,0.0,,0.0,0.0
1619,José Luis Morales,es ESP,"MF,FW",Levante,La Liga,28.0,1987.0,29.6,7.0,71.0,24.0,33.8,2.4,0.81,0.1,0.29,,0.0,0.0
1620,Luisinho,pt POR,"MF,DF",La Coruña,La Liga,30.0,1985.0,12.2,0.0,8.0,1.0,12.5,0.66,0.08,0.0,0.0,,0.0,0.0
1621,David Luiz,br BRA,DF,Paris S-G,Ligue 1,28.0,1987.0,23.2,1.0,,5.0,,,0.22,,0.2,,0.0,0.0
1622,Romelu Lukaku,be BEL,FW,Everton,Premier League,22.0,1993.0,35.2,18.0,,48.0,,,1.36,,0.35,,1.0,2.0
1623,Assani Lukimya-Mulongoti,cd COD,DF,Werder Bremen,Bundesliga,29.0,1986.0,10.2,0.0,,0.0,,,0.0,,,,0.0,0.0
1624,Senad Lulić,ba BIH,"DF,MF",Lazio,Serie A,29.0,1986.0,26.1,3.0,,10.0,,,0.38,,0.3,,0.0,0.0
1625,Antonio Luna,es ESP,DF,Eibar,La Liga,24.0,1991.0,11.1,0.0,2.0,1.0,50.0,0.18,0.09,0.0,0.0,,0.0,0.0
1626,Fabian Lustenberger,ch SUI,"MF,DF",Hertha BSC,Bundesliga,27.0,1988.0,28.1,1.0,,4.0,,,0.14,,0.25,,0.0,0.0
1627,Germán Lux,ar ARG,GK,La Coruña,La Liga,33.0,1982.0,28.4,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
1628,Jordan Lyden,au AUS,"MF,DF",Aston Villa,Premier League,19.0,1996.0,1.7,0.0,,0.0,,,0.0,,,,0.0,0.0
1629,Cheikh M'Bengue,sn SEN,DF,Rennes,Ligue 1,27.0,1988.0,21.1,0.0,,0.0,,,0.0,,,,0.0,0.0
1630,Hicham M'Laab,fr FRA,"FW,MF",Nantes,Ligue 1,25.0,1990.0,0.3,0.0,,0.0,,,0.0,,,,0.0,0.0
1631,Paul-Jose M'Poku,cd COD,"FW,MF",Chievo,Serie A,23.0,1992.0,8.5,0.0,,5.0,,,0.59,,0.0,,0.0,0.0
1632,Yann M'Vila,fr FRA,MF,Sunderland,Premier League,25.0,1990.0,35.4,1.0,,5.0,,,0.14,,0.2,,0.0,0.0
1633,Edwin Maanane,fr FRA,FW,Reims,Ligue 1,20.0,1995.0,0.2,0.0,,0.0,,,0.0,,,,0.0,0.0
1634,Christopher Maboulou,cg CGO,FW,Bastia,Ligue 1,25.0,1990.0,2.7,0.0,,0.0,,,0.0,,,,0.0,0.0
1635,Massimo Maccarone,it ITA,FW,Empoli,Serie A,35.0,1979.0,30.5,13.0,,36.0,,,1.18,,0.33,,1.0,1.0
1636,Shaun MacDonald,wls WAL,MF,Bournemouth,Premier League,27.0,1988.0,0.3,0.0,,0.0,,,0.0,,,,0.0,0.0
1638,Zinédine Machach,fr FRA,"MF,FW",Toulouse,Ligue 1,19.0,1996.0,9.5,1.0,,3.0,,,0.32,,0.33,,0.0,0.0
1639,Lévy Madinda,ga GAB,MF,Celta Vigo,La Liga,23.0,1992.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
1640,Christian Maggio,it ITA,DF,Napoli,Serie A,33.0,1982.0,4.4,0.0,,0.0,,,0.0,,,,0.0,0.0
1641,Francesco Magnanelli,it ITA,MF,Sassuolo,Serie A,30.0,1984.0,34.0,1.0,,4.0,,,0.12,,0.25,,0.0,0.0
1642,Riyad Mahrez,dz ALG,MF,Leicester City,Premier League,24.0,1991.0,33.7,17.0,,39.0,,,1.16,,0.33,,4.0,6.0
1643,Raffaele Maiello,it ITA,MF,Empoli,Serie A,24.0,1991.0,5.3,0.0,,0.0,,,0.0,,,,0.0,0.0
1644,Domenico Maietta,it ITA,DF,Bologna,Serie A,32.0,1982.0,17.3,0.0,,1.0,,,0.06,,0.0,,0.0,0.0
1645,Modibo Maïga,ml MLI,"FW,MF",West Ham,Premier League,27.0,1987.0,0.3,1.0,,2.0,,,6.67,,0.5,,0.0,0.0
1646,Mike Maignan,fr FRA,GK,Lille,Ligue 1,20.0,1995.0,3.2,0.0,,0.0,,,0.0,,,,0.0,0.0
1647,Diego Mainz,es ESP,DF,Granada,La Liga,32.0,1982.0,4.5,0.0,1.0,1.0,100.0,0.22,0.22,0.0,0.0,,0.0,0.0
1648,Abdul Majeed Waris,gh GHA,FW,Lorient,Ligue 1,23.0,1991.0,18.3,11.0,,24.0,,,1.31,,0.38,,2.0,2.0
1649,Jean-Victor Makengo,fr FRA,MF,Caen,Ligue 1,17.0,1998.0,4.8,0.0,,0.0,,,0.0,,,,0.0,0.0
1650,Nikola Maksimović,rs SRB,DF,Torino,Serie A,23.0,1991.0,16.0,0.0,,1.0,,,0.06,,0.0,,0.0,0.0
1651,Steed Malbranque,fr FRA,"MF,FW",Lyon,Ligue 1,35.0,1980.0,4.5,0.0,,1.0,,,0.22,,0.0,,0.0,0.0
1652,Malcom,br BRA,"FW,MF",Bordeaux,Ligue 1,18.0,1997.0,6.0,1.0,,5.0,,,0.84,,0.2,,0.0,0.0
1653,Kévin Malcuit,ma MAR,"DF,MF",Saint-Étienne,Ligue 1,24.0,1991.0,7.9,0.0,,0.0,,,0.0,,,,0.0,0.0
1654,Yunus Mallı,tr TUR,MF,Mainz 05,Bundesliga,23.0,1992.0,30.9,11.0,,29.0,,,0.94,,0.34,,1.0,1.0
1655,Wallyson Mallmann,br BRA,"FW,MF",Nice,Ligue 1,21.0,1994.0,8.3,0.0,,5.0,,,0.6,,0.0,,0.0,0.0
1656,Hugo Mallo,es ESP,DF,Celta Vigo,La Liga,24.0,1991.0,32.7,1.0,7.0,4.0,57.1,0.21,0.12,0.14,0.25,,0.0,0.0
1657,Rey Manaj,al ALB,FW,Inter,Serie A,18.0,1997.0,0.4,0.0,,0.0,,,0.0,,,,0.0,0.0
1658,Vincent Manceau,fr FRA,DF,Angers,Ligue 1,26.0,1989.0,26.5,0.0,,1.0,,,0.04,,0.0,,0.0,0.0
1659,Matteo Mancosu,it ITA,FW,Bologna,Serie A,30.0,1984.0,3.7,1.0,,3.0,,,0.82,,0.33,,0.0,0.0
1660,Matteo Mancosu,it ITA,FW,Carpi,Serie A,30.0,1984.0,6.4,1.0,,8.0,,,1.25,,0.0,,1.0,1.0
1661,Steve Mandanda,fr FRA,GK,Marseille,Ligue 1,30.0,1985.0,36.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1662,Aïssa Mandi,dz ALG,DF,Reims,Ligue 1,23.0,1991.0,31.8,5.0,,9.0,,,0.28,,0.56,,0.0,0.0
1664,Mario Mandžukić,hr CRO,FW,Juventus,Serie A,29.0,1986.0,22.7,10.0,,16.0,,,0.71,,0.63,,0.0,0.0
1665,Sadio Mané,sn SEN,"MF,FW",Southampton,Premier League,23.0,1992.0,28.9,11.0,,34.0,,,1.18,,0.32,,0.0,1.0
1666,Eliaquim Mangala,fr FRA,DF,Manchester City,Premier League,24.0,1991.0,22.3,0.0,,1.0,,,0.04,,0.0,,0.0,0.0
1667,Kader Mangane,sn SEN,"DF,MF",Gazélec Ajaccio,Ligue 1,32.0,1983.0,28.4,1.0,,1.0,,,0.04,,1.0,,0.0,0.0
1668,Thomas Mangani,fr FRA,MF,Angers,Ligue 1,28.0,1987.0,27.6,5.0,,14.0,,,0.51,,0.14,,3.0,4.0
1669,Alex Manninger,at AUT,GK,Augsburg,Bundesliga,38.0,1977.0,1.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1670,Vito Mannone,it ITA,GK,Sunderland,Premier League,27.0,1988.0,19.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1671,Kostas Manolas,gr GRE,DF,Roma,Serie A,24.0,1991.0,34.7,2.0,,3.0,,,0.09,,0.67,,0.0,0.0
1672,Javier Manquillo,es ESP,DF,Marseille,Ligue 1,21.0,1994.0,29.7,0.0,,2.0,,,0.07,,0.0,,0.0,0.0
1673,Manu,es ESP,GK,La Coruña,La Liga,29.0,1986.0,7.6,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
1674,Manucho,ao ANG,FW,Rayo Vallecano,La Liga,32.0,1983.0,10.5,4.0,25.0,11.0,44.0,2.37,1.04,0.16,0.36,,0.0,0.0
1675,José Manuel Jurado,es ESP,MF,Watford,Premier League,29.0,1986.0,22.3,0.0,,10.0,,,0.45,,0.0,,0.0,0.0
1676,Juan Manuel Vargas,pe PER,DF,Betis,La Liga,31.0,1983.0,19.1,2.0,17.0,4.0,23.5,0.89,0.21,0.12,0.5,,0.0,0.0
1677,Florian Marange,fr FRA,"DF,MF",Bastia,Ligue 1,29.0,1986.0,18.5,0.0,,0.0,,,0.0,,,,0.0,0.0
1678,Marcelo,br BRA,DF,Real Madrid,La Liga,27.0,1988.0,27.5,2.0,19.0,4.0,21.1,0.69,0.15,0.11,0.5,,0.0,0.0
1679,Marcelo,br BRA,DF,Hannover 96,Bundesliga,28.0,1987.0,19.0,1.0,,2.0,,,0.11,,0.5,,0.0,0.0
1680,Giovanni Marchese,it ITA,DF,Genoa,Serie A,30.0,1984.0,7.4,0.0,,0.0,,,0.0,,,,0.0,0.0
1681,Federico Marchetti,it ITA,GK,Lazio,Serie A,32.0,1983.0,28.3,0.0,,0.0,,,0.0,,,,0.0,0.0
1682,Claudio Marchisio,it ITA,MF,Juventus,Serie A,29.0,1986.0,21.4,0.0,,6.0,,,0.28,,0.0,,0.0,0.0
1683,Óscar de Marcos,es ESP,"DF,MF",Athletic Club,La Liga,26.0,1989.0,32.0,1.0,13.0,4.0,30.8,0.41,0.12,0.08,0.25,,0.0,0.0
1684,Enzo Maresca,it ITA,MF,Palermo,Serie A,35.0,1980.0,11.0,1.0,,3.0,,,0.27,,0.33,,0.0,0.0
1685,José Mari,es ESP,MF,Levante,La Liga,27.0,1987.0,8.9,0.0,12.0,4.0,33.3,1.36,0.45,0.0,0.0,,0.0,0.0
1686,José María Giménez,uy URU,DF,Atlético Madrid,La Liga,20.0,1995.0,27.0,1.0,12.0,4.0,33.3,0.44,0.15,0.08,0.25,,0.0,0.0
1687,Mariano,br BRA,DF,Sevilla,La Liga,29.0,1986.0,18.8,0.0,10.0,1.0,10.0,0.53,0.05,0.0,0.0,,0.0,0.0
1688,Adrian Mariappa,jm JAM,DF,Crystal Palace,Premier League,28.0,1986.0,2.8,0.0,,0.0,,,0.0,,,,0.0,0.0
1690,Adrián Marín,es ESP,DF,Villarreal,La Liga,18.0,1997.0,10.3,0.0,1.0,1.0,100.0,0.1,0.1,0.0,0.0,,0.0,0.0
1691,Diego Mariño,es ESP,GK,Levante,La Liga,25.0,1990.0,23.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
1692,Dominic Maroh,si SVN,DF,Köln,Bundesliga,28.0,1987.0,23.6,2.0,,6.0,,,0.25,,0.33,,0.0,0.0
1693,Javi Márquez,es ESP,MF,Granada,La Liga,29.0,1986.0,14.6,0.0,21.0,5.0,23.8,1.44,0.34,0.0,0.0,,0.0,0.0
1694,Rafael Márquez,mx MEX,DF,Hellas Verona,Serie A,36.0,1979.0,8.4,0.0,,0.0,,,0.0,,,,0.0,0.0
1695,Marquinho,br BRA,MF,Udinese,Serie A,29.0,1986.0,5.0,0.0,,2.0,,,0.4,,0.0,,0.0,0.0
1696,Marquinhos,br BRA,DF,Paris S-G,Ligue 1,21.0,1994.0,21.4,1.0,,3.0,,,0.14,,0.33,,0.0,0.0
1697,Luca Marrone,it ITA,MF,Hellas Verona,Serie A,25.0,1990.0,9.7,0.0,,1.0,,,0.1,,0.0,,0.0,0.0
1698,Luca Marrone,it ITA,"MF,DF",Carpi,Serie A,25.0,1990.0,8.0,1.0,,3.0,,,0.37,,0.33,,0.0,0.0
1699,Roger Martí,es ESP,FW,Levante,La Liga,24.0,1991.0,7.2,0.0,21.0,8.0,38.1,2.91,1.11,0.0,0.0,,0.0,0.0
1700,Anthony Martial,fr FRA,"MF,FW",Manchester Utd,Premier League,19.0,1995.0,29.2,11.0,,25.0,,,0.85,,0.44,,0.0,0.0
1701,Anthony Martial,fr FRA,FW,Monaco,Ligue 1,19.0,1995.0,2.3,0.0,,0.0,,,0.0,,,,0.0,0.0
1702,Johan Martial,fr FRA,DF,Troyes,Ligue 1,24.0,1991.0,6.3,0.0,,0.0,,,0.0,,,,0.0,0.0
1703,Jonas Martin,fr FRA,MF,Montpellier,Ligue 1,25.0,1990.0,34.8,4.0,,12.0,,,0.34,,0.17,,2.0,2.0
1704,Marvin Martin,fr FRA,MF,Lille,Ligue 1,27.0,1988.0,4.7,0.0,,1.0,,,0.21,,0.0,,0.0,0.0
1705,Russell Martin,sct SCO,DF,Norwich City,Premier League,29.0,1986.0,30.0,3.0,,6.0,,,0.2,,0.5,,0.0,0.0
1706,Cuco Martina,cw CUW,DF,Southampton,Premier League,25.0,1989.0,12.1,1.0,,2.0,,,0.17,,0.5,,0.0,0.0
1707,Luca Martinelli,it ITA,DF,Empoli,Serie A,26.0,1988.0,1.0,0.0,,1.0,,,1.0,,0.0,,0.0,0.0
1708,Carlos Martínez,es ESP,DF,Real Sociedad,La Liga,29.0,1986.0,6.0,0.0,3.0,0.0,0.0,0.5,0.0,0.0,,,0.0,0.0
1709,Iñigo Martínez,es ESP,DF,Real Sociedad,La Liga,24.0,1991.0,30.0,1.0,16.0,4.0,25.0,0.53,0.13,0.06,0.25,,0.0,0.0
1710,Jackson Martínez,co COL,FW,Atlético Madrid,La Liga,28.0,1986.0,7.3,2.0,26.0,9.0,34.6,3.56,1.23,0.08,0.22,,0.0,0.0
1711,Javi Martínez,es ESP,"DF,MF",Bayern Munich,Bundesliga,26.0,1988.0,12.3,1.0,,2.0,,,0.16,,0.5,,0.0,0.0
1712,Josef Martínez,ve VEN,FW,Torino,Serie A,22.0,1993.0,10.3,3.0,,11.0,,,1.07,,0.27,,0.0,0.0
1713,Pablo Martinez,fr FRA,DF,Gazélec Ajaccio,Ligue 1,26.0,1989.0,24.5,0.0,,3.0,,,0.12,,0.0,,0.0,0.0
1714,Raphael Martinho,br BRA,MF,Carpi,Serie A,27.0,1988.0,7.5,0.0,,2.0,,,0.27,,0.0,,0.0,0.0
1716,Jonathan Martins Pereira,fr FRA,DF,Troyes,Ligue 1,29.0,1986.0,10.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1717,Jonathan Martins Pereira,fr FRA,DF,Guingamp,Ligue 1,29.0,1986.0,15.4,0.0,,4.0,,,0.26,,0.0,,0.0,0.0
1718,Joris Marveaux,mq MTQ,MF,Montpellier,Ligue 1,32.0,1982.0,4.9,1.0,,2.0,,,0.41,,0.5,,0.0,0.0
1719,Omar Mascarell,es ESP,MF,Sporting Gijón,La Liga,22.0,1993.0,19.7,0.0,11.0,1.0,9.1,0.56,0.05,0.0,0.0,,0.0,0.0
1720,Javier Mascherano,ar ARG,DF,Barcelona,La Liga,31.0,1984.0,29.9,0.0,3.0,1.0,33.3,0.1,0.03,0.0,0.0,,0.0,0.0
1721,Andrea Masiello,it ITA,DF,Atalanta,Serie A,29.0,1986.0,26.6,0.0,,1.0,,,0.04,,0.0,,0.0,0.0
1722,Adam Masina,ma MAR,DF,Bologna,Serie A,21.0,1994.0,29.1,2.0,,3.0,,,0.1,,0.67,,0.0,0.0
1723,Ryan Mason,eng ENG,MF,Tottenham,Premier League,24.0,1991.0,8.9,1.0,,9.0,,,1.01,,0.11,,0.0,0.0
1724,Hachim Mastour,ma MAR,FW,Málaga,La Liga,17.0,1998.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
1725,Juan Mata,es ESP,MF,Manchester Utd,Premier League,27.0,1988.0,32.1,6.0,,22.0,,,0.69,,0.23,,1.0,1.0
1726,Tim Matavž,si SVN,FW,Genoa,Serie A,26.0,1989.0,5.2,0.0,,2.0,,,0.39,,0.0,,0.0,0.0
1727,Tim Matavž,si SVN,FW,Augsburg,Bundesliga,26.0,1989.0,4.1,0.0,,3.0,,,0.73,,0.0,,0.0,0.0
1728,Simão Mate Junior,mz MOZ,"MF,DF",Levante,La Liga,27.0,1988.0,24.2,1.0,10.0,4.0,40.0,0.41,0.17,0.1,0.25,,0.0,0.0
1729,Christian Mathenia,de GER,GK,Darmstadt 98,Bundesliga,23.0,1992.0,33.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1730,William Matheus,br BRA,DF,Toulouse,Ligue 1,25.0,1990.0,13.8,0.0,,0.0,,,0.0,,,,0.0,0.0
1731,Jérémy Mathieu,fr FRA,DF,Barcelona,La Liga,31.0,1983.0,14.0,0.0,7.0,3.0,42.9,0.5,0.21,0.0,0.0,,0.0,0.0
1732,Lionel Mathis,fr FRA,MF,Guingamp,Ligue 1,33.0,1981.0,15.4,0.0,,2.0,,,0.13,,0.0,,0.0,0.0
1733,Nemanja Matić,rs SRB,MF,Chelsea,Premier League,26.0,1988.0,26.8,2.0,,8.0,,,0.3,,0.25,,0.0,0.0
1734,Joël Matip,cm CMR,DF,Schalke 04,Bundesliga,23.0,1991.0,34.0,3.0,,8.0,,,0.24,,0.38,,0.0,0.0
1735,Marvin Matip,cm CMR,DF,Ingolstadt 04,Bundesliga,29.0,1985.0,32.5,2.0,,5.0,,,0.15,,0.4,,0.0,0.0
1736,Jose Matos,es ESP,MF,Sevilla,La Liga,20.0,1995.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
1737,Ryder Matos,br BRA,FW,Udinese,Serie A,22.0,1993.0,4.6,0.0,,1.0,,,0.22,,0.0,,0.0,0.0
1738,Ryder Matos,br BRA,"FW,MF",Carpi,Serie A,22.0,1993.0,13.3,2.0,,4.0,,,0.3,,0.5,,0.0,0.0
1739,Alessandro Matri,it ITA,"FW,MF",Lazio,Serie A,30.0,1984.0,9.1,4.0,,6.0,,,0.66,,0.67,,0.0,0.0
1740,Adam Matthews,wls WAL,"DF,MF",Sunderland,Premier League,23.0,1992.0,0.4,0.0,,0.0,,,0.0,,,,0.0,0.0
1742,Federico Mattiello,it ITA,DF,Chievo,Serie A,20.0,1995.0,1.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1743,Blaise Matuidi,fr FRA,MF,Paris S-G,Ligue 1,28.0,1987.0,22.9,4.0,,9.0,,,0.39,,0.44,,0.0,0.0
1744,Matuzalém,br BRA,MF,Hellas Verona,Serie A,35.0,1980.0,2.3,0.0,,0.0,,,0.0,,,,0.0,0.0
1745,Robin Maulun,fr FRA,MF,Bordeaux,Ligue 1,18.0,1996.0,0.6,0.0,,0.0,,,0.0,,,,0.0,0.0
1746,Neal Maupay,fr FRA,"FW,MF",Saint-Étienne,Ligue 1,18.0,1996.0,5.8,1.0,,3.0,,,0.51,,0.33,,0.0,0.0
1747,José Mauri,it ITA,MF,Milan,Serie A,19.0,1996.0,2.7,0.0,,1.0,,,0.37,,0.0,,0.0,0.0
1748,Stefano Mauri,it ITA,"MF,FW",Lazio,Serie A,35.0,1980.0,5.6,1.0,,1.0,,,0.18,,1.0,,0.0,0.0
1749,Nicolas Maurice-Belay,fr FRA,"MF,FW",Bordeaux,Ligue 1,30.0,1985.0,14.2,1.0,,3.0,,,0.21,,0.33,,0.0,0.0
1750,Maurício,br BRA,DF,Lazio,Serie A,26.0,1988.0,21.4,0.0,,0.0,,,0.0,,,,0.0,0.0
1751,Clément Maury,fr FRA,GK,Gazélec Ajaccio,Ligue 1,29.0,1985.0,34.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1752,Chris Mavinga,cd COD,DF,Troyes,Ligue 1,24.0,1991.0,17.6,0.0,,1.0,,,0.06,,0.0,,0.0,0.0
1753,Mërgim Mavraj,al ALB,DF,Köln,Bundesliga,29.0,1986.0,11.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1754,Rio Mavuba,fr FRA,MF,Lille,Ligue 1,31.0,1984.0,31.2,0.0,,4.0,,,0.13,,0.0,,0.0,0.0
1755,Philipp Max,de GER,DF,Augsburg,Bundesliga,21.0,1993.0,23.4,0.0,,2.0,,,0.09,,0.0,,0.0,0.0
1756,Alexandru Maxim,ro ROU,MF,Stuttgart,Bundesliga,25.0,1990.0,11.8,1.0,,14.0,,,1.19,,0.07,,0.0,0.0
1757,Eric Maxim Choupo-Moting,cm CMR,"MF,FW",Schalke 04,Bundesliga,26.0,1989.0,20.7,6.0,,16.0,,,0.77,,0.38,,0.0,0.0
1758,Maxwell,br BRA,DF,Paris S-G,Ligue 1,33.0,1981.0,24.7,3.0,,5.0,,,0.2,,0.6,,0.0,0.0
1759,Kévin Mayi,ga GAB,"MF,FW",Gazélec Ajaccio,Ligue 1,22.0,1993.0,10.6,3.0,,9.0,,,0.85,,0.33,,0.0,0.0
1760,Borja Mayoral,es ESP,FW,Real Madrid,La Liga,18.0,1997.0,3.1,0.0,3.0,0.0,0.0,0.96,0.0,0.0,,,0.0,0.0
1761,Kevin Mbabu,ch SUI,DF,Newcastle Utd,Premier League,20.0,1995.0,1.6,0.0,,1.0,,,0.63,,0.0,,0.0,0.0
1762,Jerry Mbakogu,ng NGA,FW,Carpi,Serie A,22.0,1992.0,18.8,2.0,,12.0,,,0.64,,0.08,,1.0,3.0
1763,Kylian Mbappé,fr FRA,"MF,FW",Monaco,Ligue 1,16.0,1998.0,3.3,1.0,,2.0,,,0.61,,0.5,,0.0,0.0
1764,Ibrahima Mbaye,sn SEN,DF,Bologna,Serie A,20.0,1994.0,10.9,0.0,,1.0,,,0.09,,0.0,,0.0,0.0
1765,Chancel Mbemba,cd COD,DF,Newcastle Utd,Premier League,20.0,1994.0,32.5,0.0,,2.0,,,0.06,,0.0,,0.0,0.0
1766,Nolan Mbemba,cg CGO,FW,Lille,Ligue 1,20.0,1995.0,0.7,0.0,,0.0,,,0.0,,,,0.0,0.0
1768,Dieumerci Mbokani,cd COD,FW,Norwich City,Premier League,29.0,1985.0,17.7,7.0,,17.0,,,0.96,,0.41,,0.0,0.0
1769,James McArthur,sct SCO,MF,Crystal Palace,Premier League,27.0,1987.0,24.3,2.0,,4.0,,,0.16,,0.5,,0.0,0.0
1770,Gareth McAuley,nir NIR,DF,West Brom,Premier League,35.0,1979.0,34.0,1.0,,3.0,,,0.09,,0.33,,0.0,0.0
1771,Alex McCarthy,eng ENG,GK,Crystal Palace,Premier League,25.0,1989.0,7.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1772,James McCarthy,ie IRL,MF,Everton,Premier League,24.0,1990.0,27.0,2.0,,7.0,,,0.26,,0.29,,0.0,0.0
1773,James McClean,ie IRL,"MF,FW",West Brom,Premier League,26.0,1989.0,26.8,2.0,,9.0,,,0.34,,0.22,,0.0,0.0
1774,Levan Mchedlidze,ge GEO,FW,Empoli,Serie A,25.0,1990.0,3.6,0.0,,2.0,,,0.56,,0.0,,0.0,0.0
1775,Callum McManaman,eng ENG,MF,West Brom,Premier League,24.0,1991.0,3.1,0.0,,1.0,,,0.32,,0.0,,0.0,0.0
1776,Paddy McNair,nir NIR,DF,Manchester Utd,Premier League,20.0,1995.0,3.5,0.0,,1.0,,,0.29,,0.0,,0.0,0.0
1777,Gary Medel,cl CHI,"MF,DF",Inter,Serie A,27.0,1987.0,26.8,1.0,,2.0,,,0.07,,0.5,,0.0,0.0
1778,Carl Medjani,dz ALG,DF,Levante,La Liga,30.0,1985.0,14.0,1.0,5.0,2.0,40.0,0.36,0.14,0.2,0.5,,0.0,0.0
1779,Slobodan Medojević,rs SRB,MF,Eint Frankfurt,Bundesliga,24.0,1990.0,6.2,1.0,,1.0,,,0.16,,1.0,,0.0,0.0
1780,Álvaro Medrán,es ESP,MF,Getafe,La Liga,21.0,1994.0,16.5,2.0,31.0,13.0,41.9,1.88,0.79,0.06,0.15,,0.0,0.0
1781,Riccardo Meggiorini,it ITA,FW,Chievo,Serie A,29.0,1985.0,18.2,5.0,,13.0,,,0.71,,0.38,,0.0,0.0
1782,Admir Mehmedi,ch SUI,MF,Leverkusen,Bundesliga,24.0,1991.0,14.8,2.0,,11.0,,,0.74,,0.18,,0.0,0.0
1783,Alexander Meier,de GER,"FW,MF",Eint Frankfurt,Bundesliga,32.0,1983.0,18.4,12.0,,26.0,,,1.41,,0.42,,1.0,1.0
1784,Soualiho Meïté,fr FRA,"DF,MF",Lille,Ligue 1,21.0,1994.0,0.6,0.0,,0.0,,,0.0,,,,0.0,0.0
1785,Yakou Méïte,ci CIV,"FW,MF",Paris S-G,Ligue 1,19.0,1996.0,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1786,Felipe Melo,br BRA,MF,Inter,Serie A,32.0,1983.0,19.7,1.0,,6.0,,,0.3,,0.17,,0.0,0.0
1787,Memphis,nl NED,MF,Manchester Utd,Premier League,21.0,1994.0,16.5,2.0,,17.0,,,1.03,,0.12,,0.0,0.0
1788,Pedro Mendes,pt POR,DF,Rennes,Ligue 1,24.0,1990.0,20.6,0.0,,0.0,,,0.0,,,,0.0,0.0
1789,Ryan Mendes,cv CPV,"FW,MF",Lille,Ligue 1,25.0,1990.0,1.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1790,Tiago Mendes,pt POR,MF,Atlético Madrid,La Liga,34.0,1981.0,11.7,1.0,7.0,2.0,28.6,0.6,0.17,0.14,0.5,,0.0,0.0
1791,Édgar Méndez,es ESP,"MF,FW",Granada,La Liga,25.0,1990.0,8.3,1.0,11.0,2.0,18.2,1.33,0.24,0.09,0.5,,0.0,0.0
1792,Sergio Mendigutxia,es ESP,FW,Sporting Gijón,La Liga,22.0,1993.0,0.3,0.0,1.0,0.0,0.0,3.0,0.0,0.0,,,0.0,0.0
