,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - PK,Standard - PKatt
1518,Anthony Lippini,fr FRA,DF,Ajaccio,Ligue 1,23.0,1988.0,6.8,0.0,,0.0,,,0.0,,,,0.0,0.0
1519,Marko Livaja,hr CRO,"FW,MF",Atalanta,Serie A,18.0,1993.0,6.8,2.0,,4.0,,,0.59,,0.5,,0.0,0.0
1520,Marko Livaja,hr CRO,"FW,MF",Inter,Serie A,18.0,1993.0,1.2,0.0,,1.0,,,0.81,,0.0,,0.0,0.0
1521,Jake Livermore,eng ENG,MF,Tottenham,Premier League,22.0,1989.0,4.7,0.0,,1.0,,,0.21,,0.0,,0.0,0.0
1522,Adem Ljajić,rs SRB,"FW,MF",Fiorentina,Serie A,20.0,1991.0,17.9,11.0,,35.0,,,1.95,,0.29,,1.0,1.0
1523,Cristian Llama,ar ARG,MF,Fiorentina,Serie A,26.0,1986.0,1.4,0.0,,0.0,,,0.0,,,,0.0,0.0
1524,Matthias Llambrich,fr FRA,MF,Bastia,Ligue 1,19.0,1993.0,0.2,0.0,,0.0,,,0.0,,,,0.0,0.0
1525,Samuel Llorca,es ESP,DF,Celta Vigo,La Liga,27.0,1985.0,0.4,0.0,,0.0,,,0.0,,,,0.0,0.0
1526,Diego Llorente,es ESP,DF,Real Madrid,La Liga,18.0,1993.0,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1527,Fernando Llorente,es ESP,FW,Athletic Club,La Liga,27.0,1985.0,10.0,4.0,,18.0,,,1.8,,0.22,,0.0,0.0
1528,Joseba Llorente,es ESP,FW,Osasuna,La Liga,32.0,1979.0,10.1,1.0,,12.0,,,1.19,,0.08,,0.0,0.0
1529,Hugo Lloris,fr FRA,GK,Tottenham,Premier League,25.0,1986.0,27.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1530,Hugo Lloris,fr FRA,GK,Lyon,Ligue 1,25.0,1986.0,2.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1531,Bogdan Lobonț,ro ROU,GK,Roma,Serie A,34.0,1978.0,4.5,0.0,,0.0,,,0.0,,,,0.0,0.0
1532,Francesco Lodi,it ITA,MF,Catania,Serie A,28.0,1984.0,31.8,6.0,,18.0,,,0.57,,0.28,,1.0,1.0
1534,Raoul Loé,cm CMR,MF,Osasuna,La Liga,23.0,1989.0,17.5,2.0,,2.0,,,0.11,,1.0,,0.0,0.0
1535,Lolo,es ESP,"DF,MF",Osasuna,La Liga,27.0,1984.0,17.8,1.0,,4.0,,,0.22,,0.25,,0.0,0.0
1536,Lolo,es ESP,"FW,MF",Valladolid,La Liga,19.0,1993.0,1.2,0.0,,2.0,,,1.71,,0.0,,0.0,0.0
1537,Shane Long,ie IRL,FW,West Brom,Premier League,25.0,1987.0,23.9,8.0,,23.0,,,0.96,,0.35,,0.0,1.0
1538,Samuele Longo,it ITA,FW,Espanyol,La Liga,20.0,1992.0,11.1,3.0,,14.0,,,1.27,,0.21,,0.0,0.0
1539,Glenn Loovens,nl NED,DF,Zaragoza,La Liga,28.0,1983.0,18.7,0.0,,1.0,,,0.05,,0.0,,0.0,0.0
1540,Anthony Lopes,pt POR,GK,Lyon,Ligue 1,21.0,1990.0,5.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1541,Adrián López,es ESP,DF,Wigan Athletic,Premier League,25.0,1987.0,4.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1542,Adrián López,es ESP,FW,Atlético Madrid,La Liga,24.0,1988.0,16.7,3.0,,11.0,,,0.66,,0.27,,0.0,0.0
1543,Álex López,es ESP,MF,Celta Vigo,La Liga,24.0,1988.0,27.0,2.0,,13.0,,,0.48,,0.15,,0.0,0.0
1544,Ángel López,es ESP,"DF,MF",Betis,La Liga,31.0,1981.0,8.2,1.0,,1.0,,,0.12,,1.0,,0.0,0.0
1545,Antonio López,es ESP,"DF,MF",Mallorca,La Liga,30.0,1981.0,7.4,0.0,,0.0,,,0.0,,,,0.0,0.0
1546,Diego López,es ESP,GK,Real Madrid,La Liga,30.0,1981.0,16.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1547,Diego López,es ESP,GK,Sevilla,La Liga,30.0,1981.0,7.4,0.0,,0.0,,,0.0,,,,0.0,0.0
1548,Íñigo López,es ESP,DF,Granada,La Liga,30.0,1982.0,21.2,0.0,,3.0,,,0.14,,0.0,,0.0,0.0
1549,Isma López,es ESP,"DF,FW",Athletic Club,La Liga,22.0,1990.0,5.3,0.0,,1.0,,,0.19,,0.0,,0.0,0.0
1550,Javi López,es ESP,"DF,MF",Espanyol,La Liga,26.0,1986.0,28.4,1.0,,3.0,,,0.11,,0.33,,0.0,0.0
1551,Lisandro López,ar ARG,"FW,MF",Lyon,Ligue 1,29.0,1983.0,25.1,11.0,,36.0,,,1.43,,0.22,,3.0,4.0
1552,Maxi López,ar ARG,FW,Sampdoria,Serie A,28.0,1984.0,9.9,4.0,,13.0,,,1.32,,0.23,,1.0,1.0
1553,Pedro López Muñoz,es ESP,DF,Levante,La Liga,28.0,1983.0,16.1,0.0,,1.0,,,0.06,,0.0,,0.0,0.0
1554,Nicolás López,uy URU,"FW,MF",Roma,Serie A,18.0,1993.0,0.7,1.0,,2.0,,,2.9,,0.5,,0.0,0.0
1555,Alberto Lopo,es ESP,DF,Getafe,La Liga,32.0,1980.0,18.7,1.0,,3.0,,,0.16,,0.33,,0.0,0.0
1556,Joseph Lopy,sn SEN,"DF,MF",Sochaux,Ligue 1,20.0,1992.0,14.8,0.0,,0.0,,,0.0,,,,0.0,0.0
1557,Grégory Lorenzi,fr FRA,DF,Brest,Ligue 1,28.0,1983.0,10.0,0.0,,1.0,,,0.1,,0.0,,0.0,0.0
1558,Jordan Lotiès,fr FRA,DF,Nancy,Ligue 1,27.0,1984.0,22.2,2.0,,11.0,,,0.5,,0.18,,0.0,0.0
1560,Jeff Louis,ht HAI,MF,Nancy,Ligue 1,19.0,1992.0,4.2,0.0,,6.0,,,1.44,,0.0,,0.0,0.0
1561,Dejan Lovren,hr CRO,DF,Lyon,Ligue 1,23.0,1989.0,17.3,1.0,,3.0,,,0.17,,0.33,,0.0,0.0
1562,Matthew Lowton,eng ENG,DF,Aston Villa,Premier League,23.0,1989.0,36.3,2.0,,4.0,,,0.11,,0.5,,0.0,0.0
1563,Alessandro Lucarelli,it ITA,DF,Parma,Serie A,35.0,1977.0,30.4,1.0,,6.0,,,0.2,,0.17,,0.0,0.0
1564,Enrique de Lucas,es ESP,"FW,MF",Celta Vigo,La Liga,33.0,1978.0,8.2,3.0,,13.0,,,1.59,,0.23,,0.0,0.0
1565,Stefano Lucchini,it ITA,DF,Atalanta,Serie A,31.0,1980.0,18.8,0.0,,6.0,,,0.32,,0.0,,0.0,0.0
1566,Manuel Lucena,es ESP,DF,Granada,La Liga,29.0,1982.0,2.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1567,Luciano,br BRA,MF,Chievo,Serie A,36.0,1975.0,12.4,1.0,,3.0,,,0.24,,0.0,,1.0,2.0
1568,Lúcio,br BRA,DF,Juventus,Serie A,34.0,1978.0,1.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1569,Andreas Ludwig,de GER,MF,Hoffenheim,Bundesliga,21.0,1990.0,1.3,0.0,,1.0,,,0.78,,0.0,,0.0,0.0
1570,Diego Lugano,uy URU,DF,Málaga,La Liga,31.0,1980.0,10.3,0.0,,1.0,,,0.1,,0.0,,0.0,0.0
1571,Filipe Luís,br BRA,DF,Atlético Madrid,La Liga,26.0,1985.0,31.1,1.0,,6.0,,,0.19,,0.17,,0.0,0.0
1572,José Luis Martí,es ESP,MF,Mallorca,La Liga,37.0,1975.0,19.5,1.0,,4.0,,,0.21,,0.25,,0.0,0.0
1573,André Luiz,br BRA,DF,Nancy,Ligue 1,32.0,1980.0,17.5,2.0,,5.0,,,0.29,,0.4,,0.0,0.0
1574,David Luiz,br BRA,"DF,MF",Chelsea,Premier League,25.0,1987.0,29.2,2.0,,18.0,,,0.62,,0.11,,0.0,0.0
1575,Romelu Lukaku,be BEL,FW,West Brom,Premier League,19.0,1993.0,22.3,17.0,,47.0,,,2.11,,0.32,,2.0,3.0
1576,Assani Lukimya-Mulongoti,cd COD,DF,Werder Bremen,Bundesliga,26.0,1986.0,17.7,1.0,,5.0,,,0.28,,0.2,,0.0,0.0
1577,Senad Lulić,ba BIH,"DF,MF",Lazio,Serie A,26.0,1986.0,29.0,1.0,,9.0,,,0.31,,0.11,,0.0,0.0
1578,Antonio Luna,es ESP,DF,Mallorca,La Liga,21.0,1991.0,10.3,0.0,,0.0,,,0.0,,,,0.0,0.0
1579,Antonio Luna,es ESP,DF,Sevilla,La Liga,21.0,1991.0,1.2,0.0,,0.0,,,0.0,,,,0.0,0.0
1580,Matti Lund Nielsen,dk DEN,MF,Pescara,Serie A,24.0,1988.0,14.7,0.0,,2.0,,,0.14,,0.0,,0.0,0.0
1581,Cristiano Lupatelli,it ITA,GK,Fiorentina,Serie A,34.0,1978.0,0.2,0.0,,0.0,,,0.0,,,,0.0,0.0
1582,Germán Lux,ar ARG,GK,La Coruña,La Liga,30.0,1982.0,3.5,0.0,,0.0,,,0.0,,,,0.0,0.0
1583,Cheikh M'Bengue,sn SEN,DF,Toulouse,Ligue 1,24.0,1988.0,25.9,0.0,,1.0,,,0.04,,0.0,,0.0,0.0
1584,Ali M'Madi,km COM,"FW,MF",Evian,Ligue 1,22.0,1990.0,1.5,0.0,,0.0,,,0.0,,,,0.0,0.0
1586,Yann M'Vila,fr FRA,MF,Rennes,Ligue 1,22.0,1990.0,11.3,0.0,,2.0,,,0.18,,0.0,,0.0,0.0
1587,Federico Macheda,it ITA,FW,Stuttgart,Bundesliga,20.0,1991.0,2.3,0.0,,2.0,,,0.88,,0.0,,0.0,0.0
1588,Darwin Machís,ve VEN,"FW,MF",Granada,La Liga,19.0,1993.0,0.5,0.0,,0.0,,,0.0,,,,0.0,0.0
1589,Jamie Mackie,sct SCO,"FW,MF",QPR,Premier League,26.0,1985.0,19.0,2.0,,11.0,,,0.58,,0.18,,0.0,0.0
1590,Lévy Madinda,ga GAB,MF,Celta Vigo,La Liga,20.0,1992.0,1.8,0.0,,0.0,,,0.0,,,,0.0,0.0
1591,Alexander Madlung,de GER,DF,Wolfsburg,Bundesliga,30.0,1982.0,6.9,2.0,,4.0,,,0.58,,0.5,,0.0,0.0
1592,Hedwiges Maduro,nl NED,"DF,MF",Sevilla,La Liga,27.0,1985.0,14.6,0.0,,0.0,,,0.0,,,,0.0,0.0
1593,Christian Maggio,it ITA,"DF,MF",Napoli,Serie A,30.0,1982.0,30.1,4.0,,8.0,,,0.27,,0.5,,0.0,0.0
1594,Maicosuel,br BRA,MF,Udinese,Serie A,26.0,1986.0,13.4,2.0,,5.0,,,0.37,,0.4,,0.0,0.0
1595,Modibo Maïga,ml MLI,"FW,MF",West Ham,Premier League,24.0,1987.0,4.7,2.0,,5.0,,,1.07,,0.4,,0.0,0.0
1596,Diego Mainz,es ESP,DF,Granada,La Liga,29.0,1982.0,26.3,1.0,,2.0,,,0.08,,0.5,,0.0,0.0
1597,Arnaud Maire,fr FRA,DF,Ajaccio,Ligue 1,33.0,1979.0,3.5,0.0,,0.0,,,0.0,,,,0.0,0.0
1598,Róbert Mak,sk SVK,"FW,MF",Nürnberg,Bundesliga,21.0,1991.0,9.7,1.0,,5.0,,,0.52,,0.2,,0.0,0.0
1599,Cédric Makiadi,cd COD,MF,Freiburg,Bundesliga,28.0,1984.0,25.1,3.0,,14.0,,,0.56,,0.21,,0.0,0.0
1600,Tripy Makonda,fr FRA,DF,Brest,Ligue 1,22.0,1990.0,6.1,0.0,,1.0,,,0.16,,0.0,,0.0,0.0
1601,Jean Makoun,cm CMR,MF,Rennes,Ligue 1,29.0,1983.0,26.6,2.0,,5.0,,,0.19,,0.4,,0.0,0.0
1602,Steed Malbranque,fr FRA,MF,Lyon,Ligue 1,32.0,1980.0,27.6,2.0,,12.0,,,0.43,,0.08,,1.0,1.0
1603,Cephas Malele,ch SUI,FW,Palermo,Serie A,18.0,1994.0,0.4,0.0,,1.0,,,2.5,,0.0,,0.0,0.0
1604,Stelios Malezas,gr GRE,DF,Düsseldorf,Bundesliga,27.0,1985.0,20.9,0.0,,1.0,,,0.05,,0.0,,0.0,0.0
1605,Yunus Mallı,tr TUR,"FW,MF",Mainz 05,Bundesliga,20.0,1992.0,7.4,1.0,,6.0,,,0.82,,0.17,,0.0,0.0
1606,Hugo Mallo,es ESP,DF,Celta Vigo,La Liga,21.0,1991.0,17.0,0.0,,1.0,,,0.06,,0.0,,0.0,0.0
1607,Shaun Maloney,sct SCO,"FW,MF",Wigan Athletic,Premier League,29.0,1983.0,32.6,6.0,,29.0,,,0.89,,0.17,,1.0,1.0
1608,Michael Mancienne,sc SEY,"DF,MF",Hamburger SV,Bundesliga,24.0,1988.0,19.5,0.0,,1.0,,,0.05,,0.0,,0.0,0.0
1609,Andrea Mancini,it ITA,FW,Pescara,Serie A,16.0,1996.0,0.2,0.0,,0.0,,,0.0,,,,0.0,0.0
1610,Steve Mandanda,fr FRA,GK,Marseille,Ligue 1,27.0,1985.0,38.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1612,Aïssa Mandi,dz ALG,DF,Reims,Ligue 1,20.0,1991.0,27.3,2.0,,5.0,,,0.18,,0.4,,0.0,0.0
1613,Mikael Mandron,fr FRA,FW,Sunderland,Premier League,17.0,1994.0,0.3,0.0,,1.0,,,3.91,,0.0,,0.0,0.0
1614,Mario Mandžukić,hr CRO,"FW,MF",Bayern Munich,Bundesliga,26.0,1986.0,19.2,15.0,,39.0,,,2.03,,0.38,,0.0,0.0
1615,Mané,es ESP,"DF,MF",Getafe,La Liga,30.0,1981.0,11.2,1.0,,2.0,,,0.18,,0.5,,0.0,0.0
1616,Thomas Manfredini,it ITA,DF,Genoa,Serie A,32.0,1980.0,13.7,0.0,,0.0,,,0.0,,,,0.0,0.0
1617,Thomas Manfredini,it ITA,DF,Atalanta,Serie A,32.0,1980.0,13.8,0.0,,1.0,,,0.07,,0.0,,0.0,0.0
1618,Kader Mangane,sn SEN,"DF,MF",Sunderland,Premier League,29.0,1983.0,0.2,0.0,,0.0,,,0.0,,,,0.0,0.0
1619,Thomas Mangani,fr FRA,MF,Nancy,Ligue 1,25.0,1987.0,28.3,0.0,,5.0,,,0.18,,0.0,,0.0,0.0
1620,Alex Manninger,at AUT,GK,Augsburg,Bundesliga,35.0,1977.0,12.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1621,Daniele Mannini,it ITA,MF,Siena,Serie A,28.0,1983.0,3.1,0.0,,0.0,,,0.0,,,,0.0,0.0
1622,Vito Mannone,it ITA,GK,Arsenal,Premier League,24.0,1988.0,9.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1623,Stanislav Manolev,bg BUL,"DF,MF",Fulham,Premier League,26.0,1985.0,4.8,0.0,,0.0,,,0.0,,,,0.0,0.0
1624,Javier Manquillo,es ESP,DF,Atlético Madrid,La Liga,18.0,1994.0,2.2,0.0,,0.0,,,0.0,,,,0.0,0.0
1625,Andrea Mantovani,it ITA,DF,Palermo,Serie A,28.0,1984.0,4.3,0.0,,1.0,,,0.23,,0.0,,0.0,0.0
1626,Manucho,ao ANG,FW,Valladolid,La Liga,29.0,1983.0,18.3,8.0,,23.0,,,1.26,,0.35,,0.0,0.0
1627,José Manuel Casado,es ESP,DF,Rayo Vallecano,La Liga,25.0,1986.0,25.2,0.0,,2.0,,,0.08,,0.0,,0.0,0.0
1628,José Manuel Fernández,es ESP,DF,Zaragoza,La Liga,22.0,1989.0,7.9,0.0,,0.0,,,0.0,,,,0.0,0.0
1629,Juan Manuel Ortiz,es ESP,"DF,MF",Granada,La Liga,30.0,1982.0,9.1,0.0,,0.0,,,0.0,,,,0.0,0.0
1630,José Manuel Pinto,es ESP,GK,Barcelona,La Liga,36.0,1975.0,7.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1631,Juan Manuel Vargas,pe PER,"DF,MF",Genoa,Serie A,28.0,1983.0,14.9,0.0,,5.0,,,0.34,,0.0,,0.0,0.0
1632,Toifilou Maoulida,fr FRA,FW,Bastia,Ligue 1,33.0,1979.0,19.3,6.0,,21.0,,,1.09,,0.29,,0.0,0.0
1633,Florian Marange,fr FRA,DF,Bordeaux,Ligue 1,26.0,1986.0,15.3,0.0,,2.0,,,0.13,,0.0,,0.0,0.0
1634,Marcelo,br BRA,"DF,MF",Real Madrid,La Liga,24.0,1988.0,11.8,0.0,,4.0,,,0.34,,0.0,,0.0,0.0
1635,Sylvain Marchal,fr FRA,DF,Bastia,Ligue 1,32.0,1980.0,26.7,1.0,,3.0,,,0.11,,0.33,,0.0,0.0
1636,Carlos Marchena,es ESP,"DF,MF",La Coruña,La Liga,33.0,1979.0,20.5,2.0,,4.0,,,0.19,,0.5,,0.0,0.0
1638,Giovanni Marchese,it ITA,DF,Catania,Serie A,27.0,1984.0,29.5,2.0,,7.0,,,0.24,,0.29,,0.0,0.0
1639,Federico Marchetti,it ITA,GK,Lazio,Serie A,29.0,1983.0,33.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1640,Marco Marchionni,it ITA,MF,Parma,Serie A,32.0,1980.0,25.0,1.0,,3.0,,,0.12,,0.33,,0.0,0.0
1641,Claudio Marchisio,it ITA,MF,Juventus,Serie A,26.0,1986.0,27.4,6.0,,23.0,,,0.84,,0.26,,0.0,0.0
1642,Marcos,br BRA,FW,Troyes,Ligue 1,32.0,1979.0,15.3,3.0,,14.0,,,0.92,,0.14,,1.0,1.0
1643,Nélson Marcos,pt POR,DF,Palermo,Serie A,29.0,1983.0,5.2,1.0,,1.0,,,0.19,,1.0,,0.0,0.0
1644,Nélson Marcos,pt POR,DF,Betis,La Liga,29.0,1983.0,10.0,0.0,,1.0,,,0.1,,0.0,,0.0,0.0
1645,Óscar de Marcos,es ESP,"DF,FW",Athletic Club,La Liga,23.0,1989.0,34.8,6.0,,24.0,,,0.69,,0.25,,0.0,0.0
1646,Lucas Mareque,ar ARG,DF,Lorient,Ligue 1,29.0,1983.0,8.6,1.0,,2.0,,,0.23,,0.5,,0.0,0.0
1647,Enzo Maresca,it ITA,MF,Sampdoria,Serie A,32.0,1980.0,12.6,3.0,,3.0,,,0.24,,0.67,,1.0,1.0
1648,José Mari,es ESP,MF,Zaragoza,La Liga,24.0,1987.0,16.3,0.0,,3.0,,,0.18,,0.0,,0.0,0.0
1649,José María Movilla,es ESP,MF,Zaragoza,La Liga,37.0,1975.0,23.3,0.0,,1.0,,,0.04,,0.0,,0.0,0.0
1650,Mariano,br BRA,"DF,MF",Bordeaux,Ligue 1,26.0,1986.0,30.5,1.0,,5.0,,,0.16,,0.2,,0.0,0.0
1651,Adrian Mariappa,jm JAM,DF,Reading,Premier League,25.0,1986.0,29.0,1.0,,7.0,,,0.24,,0.14,,0.0,0.0
1652,Ciprian Marica,ro ROU,FW,Schalke 04,Bundesliga,26.0,1985.0,7.9,3.0,,8.0,,,1.01,,0.38,,0.0,0.0
1653,McDonald Mariga,ke KEN,MF,Inter,Serie A,25.0,1987.0,0.1,0.0,,0.0,,,0.0,,,,0.0,0.0
1654,McDonald Mariga,ke KEN,MF,Parma,Serie A,25.0,1987.0,0.3,0.0,,0.0,,,0.0,,,,0.0,0.0
1655,Guido Marilungo,it ITA,FW,Atalanta,Serie A,22.0,1989.0,0.5,0.0,,0.0,,,0.0,,,,0.0,0.0
1656,Marko Marin,de GER,"FW,MF",Chelsea,Premier League,23.0,1989.0,1.6,1.0,,3.0,,,1.87,,0.33,,0.0,0.0
1657,Mario,es ESP,DF,Betis,La Liga,30.0,1982.0,17.7,1.0,,2.0,,,0.11,,0.5,,0.0,0.0
1658,François Marque,fr FRA,DF,Bastia,Ligue 1,29.0,1983.0,4.8,1.0,,1.0,,,0.21,,1.0,,0.0,0.0
1659,Javi Márquez,es ESP,MF,Mallorca,La Liga,26.0,1986.0,16.7,3.0,,12.0,,,0.72,,0.17,,1.0,1.0
1660,Marquinho,br BRA,"DF,MF",Roma,Serie A,26.0,1986.0,14.2,4.0,,12.0,,,0.85,,0.33,,0.0,0.0
1661,Marquinhos,br BRA,"DF,MF",Roma,Serie A,18.0,1994.0,23.2,0.0,,1.0,,,0.04,,0.0,,0.0,0.0
1662,Luca Marrone,it ITA,"DF,MF",Juventus,Serie A,22.0,1990.0,8.4,0.0,,0.0,,,0.0,,,,0.0,0.0
1664,Roger Martí,es ESP,FW,Levante,La Liga,21.0,1991.0,3.7,1.0,,7.0,,,1.9,,0.14,,0.0,0.0
1665,Anthony Martial,fr FRA,"FW,MF",Lyon,Ligue 1,16.0,1995.0,0.6,0.0,,0.0,,,0.0,,,,0.0,0.0
1666,Johan Martial,fr FRA,DF,Brest,Ligue 1,21.0,1991.0,17.7,0.0,,3.0,,,0.17,,0.0,,0.0,0.0
1667,Chris Martin,sct SCO,FW,Norwich City,Premier League,23.0,1988.0,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1668,Jonas Martin,fr FRA,"DF,MF",Montpellier,Ligue 1,22.0,1990.0,5.7,0.0,,3.0,,,0.52,,0.0,,0.0,0.0
1669,Marvin Martin,fr FRA,MF,Lille,Ligue 1,24.0,1988.0,26.9,0.0,,7.0,,,0.26,,0.0,,0.0,0.0
1670,Russell Martin,sct SCO,DF,Norwich City,Premier League,26.0,1986.0,29.9,3.0,,9.0,,,0.3,,0.33,,0.0,0.0
1671,Álex Martínez,es ESP,"DF,MF",Betis,La Liga,21.0,1990.0,11.6,0.0,,0.0,,,0.0,,,,0.0,0.0
1672,Carlos Martínez,es ESP,DF,Real Sociedad,La Liga,26.0,1986.0,28.7,1.0,,3.0,,,0.1,,0.33,,0.0,0.0
1673,Igor Martínez,es ESP,"FW,MF",Athletic Club,La Liga,23.0,1989.0,1.2,0.0,,2.0,,,1.65,,0.0,,0.0,0.0
1674,Iñigo Martínez,es ESP,DF,Real Sociedad,La Liga,21.0,1991.0,34.0,4.0,,8.0,,,0.24,,0.5,,0.0,0.0
1675,Javi Martínez,es ESP,"DF,MF",Bayern Munich,Bundesliga,23.0,1988.0,19.4,3.0,,8.0,,,0.41,,0.38,,0.0,0.0
1676,Obafemi Martins,ng NGA,FW,Levante,La Liga,27.0,1984.0,19.0,7.0,,19.0,,,1.0,,0.37,,0.0,0.0
1677,Joris Marveaux,mq MTQ,MF,Montpellier,Ligue 1,29.0,1982.0,2.4,0.0,,0.0,,,0.0,,,,0.0,0.0
1678,Sylvain Marveaux,fr FRA,"FW,MF",Newcastle Utd,Premier League,26.0,1986.0,11.2,1.0,,6.0,,,0.54,,0.17,,0.0,0.0
1679,Thorben Marx,de GER,MF,M'Gladbach,Bundesliga,31.0,1981.0,22.1,2.0,,6.0,,,0.27,,0.0,,2.0,2.0
1680,Maka Mary,fr FRA,DF,Bastia,Ligue 1,23.0,1989.0,5.3,0.0,,0.0,,,0.0,,,,0.0,0.0
1681,Omar Mascarell,es ESP,MF,Real Madrid,La Liga,19.0,1993.0,0.1,0.0,,0.0,,,0.0,,,,0.0,0.0
1682,Javier Mascherano,ar ARG,"DF,MF",Barcelona,La Liga,28.0,1984.0,21.5,0.0,,0.0,,,0.0,,,,0.0,0.0
1683,Salvatore Masiello,it ITA,"DF,MF",Torino,Serie A,30.0,1982.0,22.4,0.0,,2.0,,,0.09,,0.0,,0.0,0.0
1684,Juan Mata,es ESP,"FW,MF",Chelsea,Premier League,24.0,1988.0,30.3,12.0,,30.0,,,0.99,,0.4,,0.0,0.0
1685,Simão Mate Junior,mz MOZ,"DF,MF",Levante,La Liga,24.0,1988.0,2.8,0.0,,1.0,,,0.36,,0.0,,0.0,0.0
1686,Rudy Mater,fr FRA,DF,Valenciennes,Ligue 1,31.0,1980.0,22.3,1.0,,2.0,,,0.09,,0.5,,0.0,0.0
1687,Carlos Matheu,ar ARG,DF,Atalanta,Serie A,27.0,1985.0,2.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1688,Jérémy Mathieu,fr FRA,DF,Valencia,La Liga,28.0,1983.0,15.7,1.0,,4.0,,,0.25,,0.25,,0.0,0.0
1690,Joël Matip,cm CMR,"DF,MF",Schalke 04,Bundesliga,20.0,1991.0,31.9,3.0,,7.0,,,0.22,,0.43,,0.0,0.0
1691,Karim Matmour,dz ALG,"FW,MF",Eint Frankfurt,Bundesliga,27.0,1985.0,13.4,1.0,,13.0,,,0.97,,0.08,,0.0,0.0
1692,Alessandro Matri,it ITA,FW,Juventus,Serie A,27.0,1984.0,11.2,8.0,,15.0,,,1.34,,0.53,,0.0,0.0
1693,Felipe Mattioni,br BRA,DF,Espanyol,La Liga,23.0,1988.0,4.1,0.0,,1.0,,,0.24,,0.0,,0.0,0.0
1694,Blaise Matuidi,fr FRA,MF,Paris S-G,Ligue 1,25.0,1987.0,34.8,5.0,,12.0,,,0.34,,0.42,,0.0,0.0
1695,Matuzalém,br BRA,MF,Genoa,Serie A,32.0,1980.0,14.2,1.0,,3.0,,,0.21,,0.33,,0.0,0.0
1696,Neal Maupay,fr FRA,"FW,MF",Nice,Ligue 1,15.0,1996.0,5.1,3.0,,6.0,,,1.18,,0.5,,0.0,0.0
1697,Stefano Mauri,it ITA,"FW,MF",Lazio,Serie A,32.0,1980.0,21.2,3.0,,8.0,,,0.38,,0.25,,1.0,1.0
1698,Nicolas Maurice-Belay,fr FRA,"FW,MF",Bordeaux,Ligue 1,27.0,1985.0,20.8,0.0,,13.0,,,0.63,,0.0,,0.0,0.0
1699,Hélder Maurílio,br BRA,"DF,MF",Nancy,Ligue 1,24.0,1988.0,3.5,0.0,,1.0,,,0.28,,0.0,,0.0,0.0
1700,Chris Mavinga,cd COD,DF,Rennes,Ligue 1,21.0,1991.0,25.8,0.0,,2.0,,,0.08,,0.0,,0.0,0.0
1701,Mërgim Mavraj,al ALB,DF,Greuther Fürth,Bundesliga,26.0,1986.0,31.2,0.0,,3.0,,,0.1,,0.0,,0.0,0.0
1702,Rio Mavuba,fr FRA,MF,Lille,Ligue 1,28.0,1984.0,17.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1703,Alexandru Maxim,ro ROU,MF,Stuttgart,Bundesliga,22.0,1990.0,7.5,1.0,,6.0,,,0.8,,0.17,,0.0,0.0
1704,Eric Maxim Choupo-Moting,cm CMR,"FW,MF",Mainz 05,Bundesliga,23.0,1989.0,4.6,0.0,,1.0,,,0.22,,0.0,,0.0,0.0
1705,Maxwell,br BRA,DF,Paris S-G,Ligue 1,30.0,1981.0,32.6,2.0,,8.0,,,0.25,,0.25,,0.0,0.0
1706,Kévin Mayi,ga GAB,"FW,MF",Saint-Étienne,Ligue 1,19.0,1993.0,1.0,0.0,,1.0,,,1.02,,0.0,,0.0,0.0
1707,Emmanuel Mayuka,zm ZAM,FW,Southampton,Premier League,21.0,1990.0,2.6,0.0,,5.0,,,1.93,,0.0,,0.0,0.0
1708,Iheb Mbarki,tn TUN,"DF,MF",Evian,Ligue 1,20.0,1992.0,6.2,0.0,,1.0,,,0.16,,0.0,,0.0,0.0
1709,Stéphane Mbia,cm CMR,"DF,MF",QPR,Premier League,26.0,1986.0,26.8,0.0,,10.0,,,0.37,,0.0,,0.0,0.0
1710,Stéphane Mbia,cm CMR,"DF,MF",Marseille,Ligue 1,26.0,1986.0,1.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1711,David Mbodj Mbaye,sn SEN,DF,Pescara,Serie A,17.0,1994.0,0.1,0.0,,,,,,,,,0.0,
