,Player,90s,Touches - Touches,Touches - Def Pen,Touches - Def 3rd,Touches - Mid 3rd,Touches - Att 3rd,Touches - Att Pen,Touches - Live,Take-Ons - Att,Take-Ons - Succ,Take-Ons - Succ%,Take-Ons - Tkld,Take-Ons - Tkld%,Carries - Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - 1/3,Carries - CPA,Carries - Mis,Carries - Dis,Receiving - Rec,Receiving - PrgR
2288,Borja Sainz,6.4,231,2,51,79,107,23,231,30,12,40.0,18,60.0,152,1080,501,17,8,6,28,12,129,30
2289,Romain Saiss,30.1,1996,162,859,1056,88,28,1996,10,7,70.0,3,30.0,926,3842,2349,10,8,2,13,5,1192,9
2290,Bukayo Saka,19.5,1048,35,250,409,395,59,1048,55,32,58.2,23,41.8,602,3892,2172,67,41,24,42,22,692,143
2291,Hiroki Sakai,18.0,1321,38,321,709,297,16,1321,24,13,54.2,11,45.8,703,2931,1747,39,22,6,20,14,775,90
2292,Mamadou Sakho,10.3,641,92,368,271,9,3,641,5,4,80.0,1,20.0,357,1518,730,1,2,0,6,5,400,2
2293,Jacopo Sala,9.5,561,32,166,229,174,11,561,11,5,45.5,6,54.5,283,1367,690,20,18,2,14,6,325,40
2294,Mohamed Salah,32.0,1368,4,59,385,935,291,1365,83,50,60.2,33,39.8,1037,5484,2722,105,51,72,88,67,1090,347
2296,Eddie Salcedo,7.6,302,4,20,111,174,39,302,16,7,43.8,9,56.3,199,1057,423,24,14,8,26,18,254,75
2297,William Saliba,11.0,674,77,344,315,22,4,674,7,6,85.7,1,14.3,390,2731,1623,20,6,0,11,10,395,7
2298,Yannis Salibur,0.9,48,1,4,21,24,6,48,4,3,75.0,1,25.0,31,188,129,7,2,3,1,2,40,11
2300,Mohammed Salisu,30.3,1422,232,805,604,25,16,1422,10,10,100.0,0,0.0,709,4033,1557,2,6,1,13,6,751,2
2301,Roland Sallai,12.9,506,7,58,202,255,44,506,49,26,53.1,23,46.9,336,2358,1093,47,24,8,35,15,384,89
2302,Lazar Samardzic,0.4,15,1,5,7,3,0,15,2,1,50.0,1,50.0,5,66,28,2,1,0,1,0,7,0
2303,Diadie Samassekou,14.6,763,48,212,441,118,8,763,23,16,69.6,7,30.4,399,1615,723,6,13,1,15,7,430,23
2304,Mbwana Samatta,10.5,270,7,13,124,137,33,270,15,9,60.0,6,40.0,137,657,154,6,4,1,26,12,195,49
2305,Mama Samba Balde,18.6,642,22,100,274,284,79,642,52,26,50.0,26,50.0,392,2357,1053,44,19,21,70,36,418,148
2306,Junior Sambia,6.5,330,13,76,150,108,7,330,15,6,40.0,9,60.0,169,1101,605,14,14,0,13,7,193,26
2307,Frederic Sammaritano,5.8,321,0,32,148,148,7,321,14,10,71.4,4,28.6,183,1067,524,22,9,2,14,13,213,41
2308,Fede San Emeterio,19.5,814,37,244,495,80,3,814,2,2,100.0,0,0.0,360,1242,406,0,6,0,9,4,477,6
2309,Mikel San Jose,4.0,191,17,65,98,30,5,191,4,1,25.0,3,75.0,74,205,72,0,1,0,5,3,98,1
2310,Antonio Sanabria,15.4,553,13,47,280,235,55,553,36,21,58.3,15,41.7,362,2316,826,30,27,9,49,16,422,92
2311,Oihan Sancet,8.2,298,3,33,142,126,19,298,27,16,59.3,11,40.7,185,1187,435,11,7,2,29,17,219,39
2312,Renato Sanches,16.5,1210,17,113,741,378,28,1210,72,50,69.4,22,30.6,692,4013,2384,45,43,15,45,32,850,64
2315,Alexis Sanchez,10.3,504,2,28,201,281,52,503,28,22,78.6,6,21.4,331,1761,581,22,15,9,28,19,395,95
2316,Carlos Sanchez,1.3,64,3,10,48,6,0,64,1,1,100.0,0,0.0,29,97,14,0,0,0,0,1,34,0
2317,Davinson Sanchez,27.0,1857,256,928,895,46,15,1857,10,8,80.0,2,20.0,1188,4972,2501,10,10,1,12,6,1213,9
2318,German Sanchez,25.5,1172,169,712,430,35,21,1172,1,1,100.0,0,0.0,611,2950,1196,3,4,1,2,0,629,4
2319,Javi Sanchez,5.5,239,33,137,100,6,4,239,3,2,66.7,1,33.3,140,743,390,2,1,0,0,0,140,0
2320,Manu Sanchez,3.6,205,3,47,103,58,5,205,6,2,33.3,4,66.7,112,642,380,11,7,1,1,4,107,22
2321,Victor Sanchez,18.8,1171,46,262,645,277,9,1171,16,12,75.0,4,25.0,580,2995,1280,24,16,5,29,22,693,44
2322,Jadon Sancho,25.4,1889,8,144,791,984,122,1889,138,77,55.8,61,44.2,1286,8217,4153,135,106,48,61,33,1579,298
2323,Alex Sandro,26.5,2244,86,541,1119,602,30,2244,56,37,66.1,19,33.9,1462,7224,3972,91,88,10,23,16,1538,83
2325,Salif Sane,12.5,831,70,365,437,35,17,831,11,8,72.7,3,27.3,456,2413,1289,11,3,1,7,8,511,10
2326,Luca Sangalli,4.1,228,0,27,125,78,7,228,9,6,66.7,3,33.3,139,835,426,13,12,1,10,5,172,16
2327,Ibrahim Sangare,24.2,1609,94,396,984,252,28,1609,39,30,76.9,9,23.1,933,4534,2363,35,27,2,40,25,997,23
2328,Oier Sanjurjo,25.8,1270,54,261,811,217,26,1270,13,8,61.5,5,38.5,495,2063,872,13,15,1,20,13,571,28
2329,Yaya Sanogo,10.1,294,14,29,138,130,44,293,3,1,33.3,2,66.7,152,479,146,4,2,0,25,12,216,44
2330,Morgan Sanson,24.1,1228,15,137,677,449,57,1228,64,40,62.5,24,37.5,853,5639,2622,96,69,19,68,56,878,142
2331,Nicola Sansone,25.2,1322,11,140,559,649,90,1318,86,42,48.8,44,51.2,909,5638,2641,80,47,39,54,46,966,200
2332,Baptiste Santamaria,27.8,1668,64,412,1057,220,23,1668,42,31,73.8,11,26.2,703,3647,1979,36,22,5,33,24,993,16
2333,Federico Santander,8.6,381,13,24,174,188,49,380,5,4,80.0,1,20.0,203,914,288,13,6,7,33,9,288,73
2334,Davide Santon,6.9,469,14,122,255,99,6,469,16,11,68.8,5,31.3,273,1757,925,17,11,2,7,3,304,35
2335,Samir Santos,17.2,931,96,420,453,65,10,931,6,4,66.7,2,33.3,510,2617,1634,18,18,0,8,3,573,11
2336,Riccardo Saponara,1.9,104,4,18,43,44,8,104,6,2,33.3,4,66.7,64,365,251,6,4,2,3,1,73,9
2337,Riccardo Saponara,10.5,617,11,81,286,259,44,617,36,20,55.6,16,44.4,435,2869,1582,58,31,22,20,20,490,84
2340,Pablo Sarabia,12.9,822,7,62,377,387,66,822,9,5,55.6,4,44.4,509,2412,1374,41,34,11,31,11,655,185
2341,Marcelo Saracchi,2.0,162,7,45,84,38,3,162,3,3,100.0,0,0.0,70,486,290,6,3,0,4,1,88,7
2342,Josh Sargent,15.7,544,25,77,262,210,53,544,30,18,60.0,12,40.0,358,1646,524,17,12,5,52,32,404,79
2343,Bouna Sarr,24.0,1677,42,339,810,558,37,1677,86,49,57.0,37,43.0,1057,6562,3342,103,81,12,52,32,1059,142
2344,Ismaila Sarr,22.5,868,11,92,308,490,102,868,96,47,49.0,49,51.0,680,5012,2630,107,72,34,75,56,678,200
2345,Malang Sarr,16.2,1313,101,550,705,65,4,1313,3,3,100.0,0,0.0,726,3819,2399,13,9,1,9,4,967,2
2346,Sidy Sarr,12.9,672,28,159,407,116,30,672,14,9,64.3,5,35.7,269,1259,649,7,6,0,16,6,390,21
2347,Joan Sastre Vanrell,15.1,812,50,263,284,274,16,812,13,3,23.1,10,76.9,402,2545,1377,42,36,4,22,5,433,83
2348,Teji Savanier,16.9,1186,29,209,718,278,7,1184,54,33,61.1,21,38.9,635,3591,1860,28,27,1,41,16,731,31
2349,Stefan Savic,22.0,1245,121,574,651,23,7,1245,3,2,66.7,1,33.3,715,3173,1902,5,6,0,4,0,750,0
2350,Fabian Schar,18.6,1053,123,516,459,96,19,1053,24,16,66.7,8,33.3,530,2962,1818,20,16,2,14,5,556,6
2351,Louis Schaub,6.9,374,3,41,183,154,17,374,32,20,62.5,12,37.5,214,1416,658,23,16,6,23,14,247,49
2352,Ezequiel Schelotto,4.0,232,16,73,75,86,8,232,8,5,62.5,3,37.5,114,840,433,15,13,2,13,6,129,40
2353,Patrik Schick,14.4,521,16,38,231,256,107,521,41,18,43.9,23,56.1,252,1042,347,14,8,10,53,13,388,118
2355,Kingsley Schindler,9.4,368,25,72,141,162,33,368,18,10,55.6,8,44.4,182,1007,500,18,8,6,32,12,231,79
2356,Xaver Schlager,19.1,894,21,153,539,224,31,894,27,21,77.8,6,22.2,549,3086,1629,39,34,7,33,45,537,41
2357,Keven Schlotterbeck,21.5,1138,151,679,444,28,12,1138,11,10,90.9,1,9.1,539,2984,1490,5,4,0,7,3,517,1
2358,Nico Schlotterbeck,4.1,255,32,129,106,21,7,255,3,3,100.0,0,0.0,121,772,432,6,7,1,2,3,139,3
2359,Jeffrey Schlupp,11.5,486,14,104,230,159,30,486,24,13,54.2,11,45.8,245,1519,636,23,17,12,25,16,314,53
2360,Kasper Schmeichel,38.0,1264,1054,1246,18,0,0,1264,1,0,0.0,1,100.0,693,3306,2092,0,0,0,1,0,561,0
2362,Jonathan Schmid,31.5,1892,92,538,799,568,41,1892,33,14,42.4,19,57.6,873,4193,2176,51,46,9,29,24,989,142
2363,Manuel Schmiedebach,2.0,69,3,25,38,7,0,69,1,0,0.0,1,100.0,26,77,24,0,0,0,6,2,27,0
2364,Benno Schmitz,12.9,883,32,242,444,201,4,883,5,1,20.0,4,80.0,368,1672,990,19,19,2,12,3,472,47
2366,Morgan Schneiderlin,11.1,685,26,155,443,91,4,685,3,3,100.0,0,0.0,396,1575,631,4,6,0,7,4,435,3
2367,Lasse Schone,27.0,1875,66,386,1012,494,28,1874,48,30,62.5,18,37.5,1146,5649,2496,38,33,4,29,34,1264,38
2368,Sebastian Schonlau,23.0,1785,254,1073,694,37,14,1785,10,9,90.0,1,10.0,1107,7028,4056,14,4,0,21,2,1125,3
2369,Alessandro Schopf,15.9,872,16,173,406,306,33,872,39,23,59.0,16,41.0,505,2720,1204,34,26,7,46,40,576,85
2370,Jerdy Schouten,12.0,678,36,155,423,104,2,678,22,17,77.3,5,22.7,350,1581,581,13,11,2,17,14,370,8
2372,Nico Schulz,6.6,518,16,121,249,152,14,518,14,9,64.3,5,35.7,295,1401,749,24,14,7,5,7,362,60
2374,Matteo Scozzarella,10.2,612,56,181,319,117,2,612,9,6,66.7,3,33.3,307,1459,720,12,6,1,8,7,318,2
2375,Aleksandar Sedlar,9.0,487,62,261,212,15,1,487,4,3,75.0,1,25.0,265,1374,656,4,2,0,1,1,253,3
2376,Davie Selke,10.7,352,13,26,196,134,43,352,12,5,41.7,7,58.3,151,931,439,16,14,9,37,14,279,58
2377,Davie Selke,5.1,194,2,15,104,80,23,194,8,2,25.0,6,75.0,118,500,142,8,4,5,17,12,160,44
2379,Ken Sema,27.3,1353,62,383,482,506,44,1353,84,51,60.7,32,38.1,749,4637,2428,82,50,22,42,27,783,164
2380,Nelson Semedo,23.3,1878,48,416,901,570,45,1878,68,48,70.6,20,29.4,1216,6451,3650,71,63,16,34,27,1379,154
2381,Alessandro Semprini,7.0,411,32,141,176,98,3,411,9,6,66.7,3,33.3,208,1099,640,14,9,0,8,3,230,19
2382,Josep Sene,1.7,103,4,14,70,19,2,103,5,3,60.0,2,40.0,70,399,174,3,2,1,1,2,73,1
2383,Stefano Sensi,8.0,630,4,61,307,267,21,630,15,12,80.0,3,20.0,332,1572,799,22,14,6,16,11,464,74
2385,Suat Serdar,17.8,761,22,144,467,184,31,761,82,53,64.6,29,35.4,462,3028,1552,32,29,7,42,44,426,52
2386,Ryan Sessegnon,3.8,233,7,50,104,82,9,233,6,4,66.7,2,33.3,151,636,418,13,7,3,10,1,147,24
2387,Salva Sevilla,28.5,1909,56,321,1142,465,21,1906,22,9,40.9,13,59.1,1066,5209,2967,42,33,5,25,17,1190,23
2388,Yevhen Shakhov,12.1,531,18,101,293,144,27,531,16,12,75.0,4,25.0,292,1479,579,12,15,1,21,15,343,56
2389,Xherdan Shaqiri,2.1,125,0,14,68,43,2,125,4,2,50.0,2,50.0,93,331,114,1,0,0,2,6,95,15
2390,Billy Sharp,11.7,320,2,25,103,198,55,320,22,16,72.7,6,27.3,219,1166,470,18,9,7,35,31,254,106
2392,Luke Shaw,19.3,1508,75,417,674,428,34,1508,31,22,71.0,9,29.0,788,4361,2649,60,47,8,15,3,976,103
2393,Khiry Shelton,0.4,9,0,2,3,4,2,9,1,1,100.0,0,0.0,8,39,8,0,2,0,3,1,8,1
2394,Jonjo Shelvey,23.5,1353,58,341,767,261,22,1353,20,15,75.0,5,25.0,714,3412,1579,22,19,7,24,10,806,28
2396,Djibril Sidibe,20.3,1469,54,417,673,394,20,1469,25,14,56.0,11,44.0,778,3682,2009,61,43,4,28,12,810,102
2398,Sidnei,13.1,1011,129,507,478,35,10,1011,8,5,62.5,3,37.5,594,2841,1149,15,11,2,5,1,673,0
2400,Gylfi Sigurdsson,28.4,1431,37,218,730,491,50,1430,30,16,53.3,14,46.7,720,2908,969,27,25,9,41,26,844,73
2401,Luca Siligardi,3.7,208,3,38,91,79,15,208,12,8,66.7,4,33.3,120,741,253,9,2,2,12,6,129,29
2402,Adrien Silva,13.6,985,27,174,637,182,4,985,31,21,67.7,10,32.3,511,2060,1065,14,10,1,12,13,661,21
2403,Andre Silva,0.7,21,0,0,8,14,5,21,1,1,100.0,0,0.0,16,66,53,1,2,0,3,2,18,5
2404,Andre Silva,17.5,677,5,27,292,369,93,676,35,17,48.6,18,51.4,384,1935,958,43,30,12,52,33,515,141
2405,Bernardo Silva,22.6,1711,19,171,698,859,142,1711,55,40,72.7,15,27.3,1256,7043,3846,117,63,48,24,21,1323,259
2406,David Silva,20.3,1709,20,130,754,837,172,1709,44,33,75.0,11,25.0,1225,5827,2952,82,71,31,34,19,1407,175
2408,Jonathan Silva,30.9,1623,63,449,728,464,40,1623,28,15,53.6,13,46.4,734,3540,2109,50,42,5,25,16,879,133
2409,Matheus Pereira da Silva,5.2,295,6,40,150,113,11,295,5,3,60.0,2,40.0,148,769,320,9,5,1,7,4,183,25
2410,Rui Silva,35.0,1360,1102,1354,6,2,1,1360,1,1,100.0,0,0.0,719,4660,2912,0,0,0,0,0,484,0
2411,Thiago Silva,17.5,1654,144,552,1053,53,9,1654,3,2,66.7,1,33.3,979,4541,3063,10,14,0,5,2,1282,1
2412,Marco Silvestri,35.0,1091,1002,1091,1,0,0,1091,1,1,100.0,0,0.0,420,2622,1966,0,1,1,0,0,329,0
2413,Mohamed Simakan,16.7,1060,50,362,544,167,14,1060,23,16,69.6,7,30.4,632,3332,1956,30,29,1,16,9,626,25
2414,Giovanni Simeone,32.5,887,21,73,390,437,126,887,65,32,49.2,33,50.8,543,3183,981,41,27,20,112,50,637,189
2415,Moses Simon,24.2,930,6,73,319,557,112,930,81,36,44.4,45,55.6,654,5292,3116,144,69,53,70,50,712,232
2416,Unai Simon,33.2,1176,961,1172,4,0,0,1176,1,0,0.0,1,100.0,549,3362,2301,0,0,0,1,0,472,0
2418,Jack Simpson,2.7,133,19,66,61,7,1,133,5,4,80.0,1,20.0,66,273,76,0,0,0,1,2,66,3
2420,Wilfried Singo,1.5,82,5,22,29,33,7,82,3,3,100.0,0,0.0,49,303,179,5,2,4,1,1,57,14
2421,Daley Sinkgraven,10.1,838,36,218,505,120,4,838,19,13,68.4,6,31.6,449,2139,1026,18,15,1,11,6,563,29
2422,Dimitris Siovas,21.3,1082,71,494,520,78,33,1082,8,7,87.5,1,12.5,438,2393,1310,12,10,0,16,2,474,6
2423,Salvatore Sirigu,36.0,1271,1076,1266,5,0,0,1271,1,1,100.0,0,0.0,557,2865,1927,0,0,0,1,0,459,0
2424,Ibrahima Sissoko,17.8,858,35,178,483,213,21,858,23,10,43.5,13,56.5,517,2904,1480,44,38,3,34,27,542,48
2425,Moussa Sissoko,27.2,1585,69,371,888,355,30,1585,67,40,59.7,27,40.3,1014,5460,2846,72,39,10,39,21,1013,58
2427,Pione Sisto,9.9,603,12,109,266,234,26,603,32,24,75.0,8,25.0,423,2708,1092,36,27,8,42,25,473,98
2429,Ellyes Skhiri,29.7,1744,69,451,1045,265,31,1744,32,22,68.8,10,31.3,909,4718,2189,27,22,2,44,39,997,49
2432,Andreas Skov Olsen,8.4,511,3,67,176,272,29,511,33,12,36.4,21,63.6,313,2313,1041,41,21,12,32,11,356,104
2433,Robert Skov,29.0,1653,66,399,694,581,70,1653,74,40,54.1,34,45.9,870,5226,2978,112,57,27,59,16,1014,159
2434,Simon Skrabb,2.9,124,4,12,53,59,9,124,5,3,60.0,2,40.0,76,350,115,3,3,0,9,5,92,27
2435,Milan Skriniar,29.2,2238,214,997,1138,119,14,2238,9,7,77.8,2,22.2,1322,5721,3054,32,19,1,11,10,1688,13
2436,Steven Skrzybski,5.9,203,4,22,80,104,16,203,13,5,38.5,8,61.5,113,730,234,10,6,3,12,14,137,48
2437,Petar Skuletic,1.2,48,1,6,18,24,7,47,2,0,0.0,2,100.0,16,96,36,0,3,0,3,3,29,5
2438,Islam Slimani,14.3,712,13,30,311,372,103,711,20,8,40.0,12,60.0,428,1527,551,20,15,9,46,31,586,142
2439,William Smallbone,4.4,255,2,41,143,74,7,255,1,0,0.0,1,100.0,129,525,246,4,3,1,5,2,182,13
2440,Chris Smalling,28.5,1756,215,810,884,74,48,1756,9,7,77.8,2,22.2,865,4104,2132,13,13,0,7,2,1122,12
2442,Adam Smith,22.8,1321,69,395,610,329,23,1321,51,24,47.1,27,52.9,732,4669,2653,75,52,6,27,14,728,69
2444,Emile Smith Rowe,1.1,46,2,10,21,17,0,46,3,2,66.7,1,33.3,32,241,145,4,4,0,4,1,39,5
2445,Fyodor Smolov,8.3,286,8,26,141,119,40,286,20,9,45.0,11,55.0,176,968,397,22,8,13,20,17,215,50
2446,Robert Snodgrass,16.8,802,15,124,306,383,47,802,36,19,52.8,17,47.2,407,2713,1084,44,23,20,16,25,494,117
2447,Cedric Soares,2.8,167,6,39,71,58,2,167,2,2,100.0,0,0.0,84,396,202,6,6,0,4,1,92,25
2448,Cedric Soares,14.5,931,58,247,444,245,16,931,4,4,100.0,0,0.0,340,1839,941,29,25,2,18,9,409,46
2449,Rafa Soares,4.8,254,3,61,120,77,1,254,2,0,0.0,2,100.0,95,569,209,6,6,0,6,6,100,13
2451,Marcel Sobottka,7.8,297,16,93,174,33,6,297,6,3,50.0,3,50.0,145,589,166,2,4,0,15,4,164,10
2452,Ruben Sobrino,1.9,78,1,12,30,38,11,78,5,5,100.0,0,0.0,52,356,200,11,5,3,12,11,55,11
2453,Dominic Solanke,18.3,667,18,76,289,308,75,667,62,26,41.9,36,58.1,418,2570,995,35,26,15,52,54,469,109
2454,Roberto Soldado,26.1,768,20,52,333,388,94,767,30,11,36.7,19,63.3,438,1478,522,17,18,10,52,18,537,123
2455,Carlos Soler,23.0,913,29,161,493,267,40,913,25,15,60.0,10,40.0,558,2826,1273,29,20,6,34,17,660,87
2457,Yann Sommer,34.0,1616,1252,1609,8,0,0,1616,1,1,100.0,0,0.0,1025,5164,2974,0,0,0,1,1,895,0
2460,Bruno Soriano,2.9,292,9,73,195,25,2,292,2,1,50.0,1,50.0,186,752,319,2,3,0,2,0,241,1
2462,Roberto Soriano,27.4,1411,23,132,746,548,55,1411,41,29,70.7,12,29.3,986,6538,3429,97,93,10,32,28,1130,124
2463,Riccardo Sottil,5.7,261,1,24,86,154,24,261,24,17,70.8,7,29.2,207,1640,780,32,11,7,15,8,219,58
2464,Tomas Soucek,11.6,546,44,154,274,123,36,546,4,0,0.0,4,100.0,253,765,257,3,2,1,11,1,288,17
2466,Adama Soumaoro,4.6,389,24,154,230,5,4,389,1,1,100.0,0,0.0,234,1014,421,2,0,0,3,0,292,0
2467,Boubakary Soumare,13.5,863,10,97,664,113,4,863,23,20,87.0,3,13.0,545,3088,1285,21,16,1,18,15,641,21
2468,Bryan Soumare,4.3,196,2,25,102,72,4,196,14,9,64.3,5,35.7,112,750,312,10,8,1,10,11,129,23
2470,Arnaud Souquet,22.4,1338,73,373,567,407,28,1338,51,23,45.1,28,54.9,566,3164,1729,44,43,5,28,14,697,137
2471,Djibril Sow,19.4,1106,23,210,621,284,28,1106,16,7,43.8,9,56.3,544,2985,1445,37,27,5,36,13,682,61
2472,Caglar Soyuncu,33.7,2700,263,1343,1303,65,33,2700,22,17,77.3,5,22.7,1779,8996,4279,22,10,0,17,2,1864,5
2473,Nikolas Spalek,17.5,614,7,97,242,283,48,614,28,5,17.9,23,82.1,368,2281,1117,33,23,9,33,26,399,93
2474,Leonardo Spinazzola,17.2,1192,67,320,505,377,55,1192,40,23,57.5,17,42.5,625,5068,2916,104,67,34,26,9,727,118
2476,Mattia Sprocati,6.6,276,7,47,100,132,17,276,12,5,41.7,6,50.0,166,1115,589,14,12,3,12,3,183,39
2477,Bassem Srarfi,1.5,59,0,8,24,27,3,59,4,1,25.0,3,75.0,46,276,109,3,2,1,3,1,48,11
2478,Dennis Srbeny,0.5,31,1,4,16,11,3,31,5,2,40.0,3,60.0,20,47,6,0,0,0,1,3,22,4
2479,Dennis Srbeny,12.4,393,11,38,213,147,36,393,22,13,59.1,9,40.9,220,1045,460,14,16,4,46,14,276,42
2480,Jerry St. Juste,23.5,1295,180,732,528,51,15,1295,12,10,83.3,2,16.7,734,3884,2124,12,10,1,20,7,727,5
2481,Jack Stacey,17.2,964,87,351,416,207,22,964,23,16,69.6,7,30.4,498,2768,1566,38,21,6,15,11,478,57
2482,Kostas Stafylidis,4.4,250,22,90,114,48,1,250,6,4,66.7,2,33.3,94,468,185,4,3,1,3,4,125,17
2483,Benjamin Stambouli,9.0,559,68,262,294,11,0,559,8,6,75.0,2,25.0,311,1830,1046,9,3,0,4,2,325,2
2484,Junior Stanislas,7.9,387,9,65,133,192,18,386,18,11,61.1,7,38.9,220,1321,764,30,15,6,12,8,236,42
2485,Niklas Stark,19.2,1101,123,531,539,37,18,1101,4,2,50.0,2,50.0,567,3127,1780,11,6,0,4,6,683,3
2487,Renato Steffen,17.6,887,22,140,418,341,41,887,47,31,66.0,16,34.0,507,2751,1423,43,31,8,31,25,571,109
2489,Dale Stephens,28.1,1969,102,530,1199,250,7,1969,12,10,83.3,2,16.7,987,4706,1834,9,30,2,19,13,1336,14
2490,Jack Stephens,27.2,1592,196,720,832,52,20,1592,11,7,63.6,4,36.4,784,4165,2521,17,8,3,17,4,858,11
2491,Mariusz Stepinski,7.8,251,7,23,118,111,35,251,3,3,100.0,0,0.0,157,671,164,9,5,4,34,18,193,63
2492,Raheem Sterling,29.5,1608,11,85,509,1030,271,1606,107,56,52.3,51,47.7,1216,7347,3969,151,69,91,67,60,1319,429
2493,Enda Stevens,37.2,2290,83,502,960,852,73,2290,84,61,72.6,22,26.2,1136,5912,3177,92,63,20,55,43,1336,197
2494,Marco Stiepermann,13.1,561,28,84,270,212,39,561,29,17,58.6,12,41.4,358,1894,995,35,27,8,26,21,413,52
2496,Lars Stindl,15.9,916,10,91,538,288,56,914,23,11,47.8,12,52.2,558,1925,748,15,5,6,24,32,694,94
2497,Kevin Stoger,14.1,1111,9,183,641,296,10,1111,24,21,87.5,3,12.5,521,2896,1192,21,18,4,24,19,743,42
2498,Vlatko Stojanovski,1.4,42,1,2,24,17,6,42,2,2,100.0,0,0.0,26,83,11,2,0,1,6,3,30,11
2499,John Stones,12.5,1127,98,385,685,63,12,1127,5,5,100.0,0,0.0,835,5661,3594,22,24,0,3,0,869,1
2500,Thomas Strakosha,38.0,1311,1110,1295,16,0,0,1311,1,1,100.0,0,0.0,697,3949,2538,0,0,0,0,0,605,0
2502,Tobias Strobl,6.8,436,26,167,256,15,0,436,5,4,80.0,1,20.0,268,1171,485,1,1,0,3,2,306,3
2503,Christian Strohdiek,15.1,870,136,531,301,40,19,870,2,2,100.0,0,0.0,404,2131,1189,5,5,0,5,2,454,2
2504,Kevin Strootman,15.7,1122,37,237,750,145,20,1121,5,3,60.0,2,40.0,656,2884,1524,21,17,1,12,2,743,20
2505,Jens Stryger Larsen,31.0,1832,80,450,857,534,30,1832,22,16,72.7,6,27.3,1002,4571,2416,56,44,6,29,14,1175,145
2506,Stefano Sturaro,13.9,692,51,183,354,166,25,692,31,18,58.1,13,41.9,377,1839,791,16,10,0,30,16,423,33
2507,Damian Suarez,28.8,1800,46,413,850,559,13,1800,39,24,61.5,15,38.5,587,2711,1500,29,34,3,30,6,702,59
2508,Denis Suarez,18.1,1097,19,154,516,446,45,1096,105,60,57.1,45,42.9,733,5584,2978,93,62,19,38,44,804,115
2509,Luis Suarez,22.2,873,20,39,325,513,133,872,47,23,48.9,24,51.1,506,2048,1063,30,31,21,33,24,735,171
2510,Mathias Suarez,0.7,36,0,16,17,3,1,36,1,0,0.0,1,100.0,11,29,10,1,1,1,1,0,15,0
2511,Neven Subotic,21.8,1015,102,458,501,64,14,1015,4,3,75.0,1,25.0,493,2433,1205,12,8,0,17,5,496,5
2512,Isaac Success,0.8,32,0,2,10,20,1,32,3,1,33.3,2,66.7,28,131,59,4,2,0,5,2,30,9
2513,Marek Suchy,4.4,232,25,147,83,4,2,232,1,1,100.0,0,0.0,128,626,321,1,0,0,0,0,146,0
2514,Niklas Sule,7.1,677,68,350,309,21,5,677,2,2,100.0,0,0.0,448,2011,1152,5,5,0,2,0,542,0
2515,Ki Sung-yueng,1.5,78,3,21,40,17,0,78,2,2,100.0,0,0.0,42,168,76,1,1,0,1,2,51,3
2516,Ki Sung-yueng,0.1,5,0,3,2,0,0,5,1,0,0.0,1,100.0,1,1,0,0,0,0,0,0,2,0
2517,Stoppila Sunzu,15.0,691,98,423,260,12,7,691,3,2,66.7,1,33.3,290,1243,504,2,2,1,6,2,398,0
2519,Sam Surridge,0.3,22,0,3,6,13,6,22,2,1,50.0,1,50.0,12,61,20,0,0,1,3,1,16,5
2520,Suso,15.1,876,2,62,309,515,39,876,47,25,53.2,22,46.8,661,3629,1745,49,39,22,17,23,694,148
2522,Suso,8.7,466,2,44,184,241,17,466,30,19,63.3,11,36.7,314,1885,761,18,23,7,11,15,371,52
2523,Bosko Sutalo,3.1,201,8,63,105,34,2,201,5,2,40.0,3,60.0,110,670,324,10,7,0,3,2,132,3
2524,Markus Suttner,14.9,1012,49,269,485,266,8,1012,12,8,66.7,4,33.3,467,2187,1188,18,24,1,19,7,575,61
2525,Mattias Svanberg,11.7,554,17,91,282,189,29,554,17,7,41.2,10,58.8,333,1732,926,26,17,7,20,16,392,43
2526,Issiaga Sylla,28.0,1882,119,578,884,439,43,1882,54,31,57.4,23,42.6,885,5218,2998,74,55,5,47,26,916,93
2528,Eddy Sylvestre,0.4,23,0,1,13,9,2,23,2,2,100.0,0,0.0,16,48,18,0,0,0,4,0,19,8
2529,Adam Szalai,12.7,455,17,40,192,225,73,455,17,12,70.6,5,29.4,282,938,328,10,6,4,41,37,358,69
2531,Andrea Tabanelli,10.7,495,23,119,237,146,32,495,20,12,60.0,8,40.0,296,1864,993,24,21,6,29,18,343,54
2532,Tachi,2.6,87,17,59,25,4,0,87,1,0,0.0,1,100.0,34,102,52,0,0,0,3,1,33,0
2533,Panagiotis Tachtsidis,22.3,1420,64,403,813,224,8,1420,26,19,73.1,7,26.9,750,4159,2374,40,22,0,29,17,901,18
2534,Jonathan Tah,23.2,2321,164,1012,1260,55,10,2321,16,14,87.5,2,12.5,1439,7412,4116,14,6,1,8,4,1681,2
2535,Flavien Tait,9.8,530,3,80,260,201,18,530,32,22,68.8,10,31.3,370,2379,1366,46,30,8,20,18,392,67
2537,Adrien Tameze,2.3,217,5,43,126,49,4,217,7,5,71.4,2,28.6,139,627,286,2,3,1,0,3,172,3
2538,Adrien Tameze,5.8,289,14,55,161,75,8,289,11,8,72.7,3,27.3,145,663,345,11,8,2,9,7,214,24
